iteracion,fitness,gbestx,gbesty,puntos,inercia,C1,C2,evals,evals to best,tiempo_al_mejor
0,11.083379,415.40317,304.1468,100,3000.0,30.0,10.0,100,66,0.076
1,11.027641,412.61713,303.03418,100,3000.0,30.0,10.0,200,166,0.151
2,9.272643,319.0812,261.59778,100,3000.0,30.0,10.0,300,207,0.224
3,6.873363,317.37677,259.129,100,3000.0,30.0,10.0,400,307,0.296
4,5.4124875,315.67233,256.66022,100,3000.0,30.0,10.0,500,407,0.369
5,4.959545,313.9679,254.19142,100,3000.0,30.0,10.0,600,507,0.443
6,4.959545,313.9679,254.19142,100,3000.0,30.0,10.0,700,507,0.443
7,4.959545,313.9679,254.19142,100,3000.0,30.0,10.0,800,507,0.443
8,4.959545,313.9679,254.19142,100,3000.0,30.0,10.0,900,507,0.443
9,4.959545,313.9679,254.19142,100,3000.0,30.0,10.0,1000,507,0.443
10,4.7955675,400.23276,98.36755,100,3000.0,30.0,10.0,1100,1032,0.81
11,4.69913,397.88086,100.229965,100,3000.0,30.0,10.0,1200,1132,0.884
12,4.69913,397.88086,100.229965,100,3000.0,30.0,10.0,1300,1132,0.884
13,4.69913,397.88086,100.229965,100,3000.0,30.0,10.0,1400,1132,0.884
14,4.69913,397.88086,100.229965,100,3000.0,30.0,10.0,1500,1132,0.884
15,4.69913,397.88086,100.229965,100,3000.0,30.0,10.0,1600,1132,0.884
16,4.69913,397.88086,100.229965,100,3000.0,30.0,10.0,1700,1132,0.884
17,4.69913,397.88086,100.229965,100,3000.0,30.0,10.0,1800,1132,0.884
18,4.69913,397.88086,100.229965,100,3000.0,30.0,10.0,1900,1132,0.884
19,2.7320156,310.97952,200.06796,100,3000.0,30.0,10.0,2000,1905,1.463
20,1.3521948,309.55835,202.70998,100,3000.0,30.0,10.0,2100,2005,1.537
21,1.0612268,308.13718,205.35199,100,3000.0,30.0,10.0,2200,2105,1.609
22,1.0612268,308.13718,205.35199,100,3000.0,30.0,10.0,2300,2105,1.609
23,1.0612268,308.13718,205.35199,100,3000.0,30.0,10.0,2400,2105,1.609
24,1.0612268,308.13718,205.35199,100,3000.0,30.0,10.0,2500,2105,1.609
25,1.0612268,308.13718,205.35199,100,3000.0,30.0,10.0,2600,2105,1.609
26,1.0612268,308.13718,205.35199,100,3000.0,30.0,10.0,2700,2105,1.609
27,1.0612268,308.13718,205.35199,100,3000.0,30.0,10.0,2800,2105,1.609
28,1.0612268,308.13718,205.35199,100,3000.0,30.0,10.0,2900,2105,1.609
29,1.0612268,308.13718,205.35199,100,3000.0,30.0,10.0,3000,2105,1.609
30,1.0612268,308.13718,205.35199,100,3000.0,30.0,10.0,3100,2105,1.609
31,1.0612268,308.13718,205.35199,100,3000.0,30.0,10.0,3200,2105,1.609
32,1.0612268,308.13718,205.35199,100,3000.0,30.0,10.0,3300,2105,1.609
33,1.0612268,308.13718,205.35199,100,3000.0,30.0,10.0,3400,2105,1.609
34,1.0612268,308.13718,205.35199,100,3000.0,30.0,10.0,3500,2105,1.609
35,1.0612268,308.13718,205.35199,100,3000.0,30.0,10.0,3600,2105,1.609
36,1.0612268,308.13718,205.35199,100,3000.0,30.0,10.0,3700,2105,1.609
37,1.0612268,308.13718,205.35199,100,3000.0,30.0,10.0,3800,2105,1.609
38,1.0612268,308.13718,205.35199,100,3000.0,30.0,10.0,3900,2105,1.609
39,1.0612268,308.13718,205.35199,100,3000.0,30.0,10.0,4000,2105,1.609
40,0.22427845,310.1882,154.45909,100,3000.0,30.0,10.0,4100,4007,2.979
41,0.22427845,310.1882,154.45909,100,3000.0,30.0,10.0,4200,4007,2.979
42,0.22427845,310.1882,154.45909,100,3000.0,30.0,10.0,4300,4007,2.979
43,0.22427845,310.1882,154.45909,100,3000.0,30.0,10.0,4400,4007,2.979
44,0.22427845,310.1882,154.45909,100,3000.0,30.0,10.0,4500,4007,2.979
45,0.22427845,310.1882,154.45909,100,3000.0,30.0,10.0,4600,4007,2.979
46,0.22427845,310.1882,154.45909,100,3000.0,30.0,10.0,4700,4007,2.979
47,0.22427845,310.1882,154.45909,100,3000.0,30.0,10.0,4800,4007,2.979
48,0.22427845,310.1882,154.45909,100,3000.0,30.0,10.0,4900,4007,2.979
49,0.22427845,310.1882,154.45909,100,3000.0,30.0,10.0,5000,4007,2.979
50,0.22427845,310.1882,154.45909,100,3000.0,30.0,10.0,5100,4007,2.979
51,0.22427845,310.1882,154.45909,100,3000.0,30.0,10.0,5200,4007,2.979
52,0.17744064,304.13348,153.62532,100,3000.0,30.0,10.0,5300,5232,3.842
53,0.17744064,304.13348,153.62532,100,3000.0,30.0,10.0,5400,5232,3.842
54,0.17744064,304.13348,153.62532,100,3000.0,30.0,10.0,5500,5232,3.842
55,0.17744064,304.13348,153.62532,100,3000.0,30.0,10.0,5600,5232,3.842
56,0.16528511,304.30807,153.28589,100,3000.0,30.0,10.0,5700,5678,4.132
57,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,5800,5778,4.206
58,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,5900,5778,4.206
59,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,6000,5778,4.206
60,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,6100,5778,4.206
61,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,6200,5778,4.206
62,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,6300,5778,4.206
63,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,6400,5778,4.206
64,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,6500,5778,4.206
65,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,6600,5778,4.206
66,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,6700,5778,4.206
67,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,6800,5778,4.206
68,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,6900,5778,4.206
69,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,7000,5778,4.206
70,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,7100,5778,4.206
71,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,7200,5778,4.206
72,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,7300,5778,4.206
73,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,7400,5778,4.206
74,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,7500,5778,4.206
75,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,7600,5778,4.206
76,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,7700,5778,4.206
77,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,7800,5778,4.206
78,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,7900,5778,4.206
79,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,8000,5778,4.206
80,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,8100,5778,4.206
81,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,8200,5778,4.206
82,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,8300,5778,4.206
83,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,8400,5778,4.206
84,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,8500,5778,4.206
85,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,8600,5778,4.206
86,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,8700,5778,4.206
87,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,8800,5778,4.206
88,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,8900,5778,4.206
89,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,9000,5778,4.206
90,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,9100,5778,4.206
91,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,9200,5778,4.206
92,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,9300,5778,4.206
93,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,9400,5778,4.206
94,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,9500,5778,4.206
95,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,9600,5778,4.206
96,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,9700,5778,4.206
97,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,9800,5778,4.206
98,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,9900,5778,4.206
99,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,10000,5778,4.206
100,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,10100,5778,4.206
101,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,10200,5778,4.206
102,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,10300,5778,4.206
103,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,10400,5778,4.206
104,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,10500,5778,4.206
105,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,10600,5778,4.206
106,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,10700,5778,4.206
107,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,10800,5778,4.206
108,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,10900,5778,4.206
109,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,11000,5778,4.206
110,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,11100,5778,4.206
111,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,11200,5778,4.206
112,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,11300,5778,4.206
113,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,11400,5778,4.206
114,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,11500,5778,4.206
115,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,11600,5778,4.206
116,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,11700,5778,4.206
117,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,11800,5778,4.206
118,0.019759178,307.30176,153.09148,100,3000.0,30.0,10.0,11900,5778,4.206
