iteracion,fitness,gbestx,gbesty,puntos,inercia,C1,C2,evals,evals to best,tiempo_al_mejor
0,2.482953,202.0096,149.44025,100,3000.0,30.0,10.0,100,81,0.068
1,2.482953,202.0096,149.44025,100,3000.0,30.0,10.0,200,81,0.068
2,2.482953,202.0096,149.44025,100,3000.0,30.0,10.0,300,81,0.068
3,2.482953,202.0096,149.44025,100,3000.0,30.0,10.0,400,81,0.068
4,2.482953,202.0096,149.44025,100,3000.0,30.0,10.0,500,81,0.068
5,2.482953,202.0096,149.44025,100,3000.0,30.0,10.0,600,81,0.068
6,2.482953,202.0096,149.44025,100,3000.0,30.0,10.0,700,81,0.068
7,2.482953,202.0096,149.44025,100,3000.0,30.0,10.0,800,81,0.068
8,2.482953,202.0096,149.44025,100,3000.0,30.0,10.0,900,81,0.068
9,2.482953,202.0096,149.44025,100,3000.0,30.0,10.0,1000,81,0.068
10,2.482953,202.0096,149.44025,100,3000.0,30.0,10.0,1100,81,0.068
11,2.482953,202.0096,149.44025,100,3000.0,30.0,10.0,1200,81,0.068
12,2.3134823,209.41096,102.31355,100,3000.0,30.0,10.0,1300,1268,0.945
13,2.013979,206.4384,102.71835,100,3000.0,30.0,10.0,1400,1368,1.018
14,2.013979,206.4384,102.71835,100,3000.0,30.0,10.0,1500,1368,1.018
15,2.013979,206.4384,102.71835,100,3000.0,30.0,10.0,1600,1368,1.018
16,2.013979,206.4384,102.71835,100,3000.0,30.0,10.0,1700,1368,1.018
17,2.013979,206.4384,102.71835,100,3000.0,30.0,10.0,1800,1368,1.018
18,2.013979,206.4384,102.71835,100,3000.0,30.0,10.0,1900,1368,1.018
19,2.013979,206.4384,102.71835,100,3000.0,30.0,10.0,2000,1368,1.018
20,2.013979,206.4384,102.71835,100,3000.0,30.0,10.0,2100,1368,1.018
21,2.013979,206.4384,102.71835,100,3000.0,30.0,10.0,2200,1368,1.018
22,2.013979,206.4384,102.71835,100,3000.0,30.0,10.0,2300,1368,1.018
