iteracion,fitness,gbestx,gbesty,puntos,inercia,C1,C2,evals,evals to best,tiempo_al_mejor
0,7.939499,193.60532,161.57304,100,3000.0,30.0,10.0,100,60,0.07
1,5.7321043,192.7995,158.68329,100,3000.0,30.0,10.0,200,160,0.148
2,4.374484,192.34901,155.7173,100,3000.0,30.0,10.0,300,260,0.221
3,3.8280048,413.58496,208.97101,100,3000.0,30.0,10.0,400,350,0.295
4,3.117012,410.65067,208.34659,100,3000.0,30.0,10.0,500,450,0.37
5,2.7837954,407.71637,207.72217,100,3000.0,30.0,10.0,600,550,0.445
6,2.7837954,407.71637,207.72217,100,3000.0,30.0,10.0,700,550,0.445
7,2.7837954,407.71637,207.72217,100,3000.0,30.0,10.0,800,550,0.445
8,2.7837954,407.71637,207.72217,100,3000.0,30.0,10.0,900,550,0.445
9,2.5151663,409.4476,100.022354,100,3000.0,30.0,10.0,1000,978,0.735
10,2.3253489,406.59656,100.95594,100,3000.0,30.0,10.0,1100,1078,0.809
11,2.3253489,406.59656,100.95594,100,3000.0,30.0,10.0,1200,1078,0.809
12,2.3253489,406.59656,100.95594,100,3000.0,30.0,10.0,1300,1078,0.809
13,2.0772772,207.44312,204.37712,100,3000.0,30.0,10.0,1400,1367,1.029
14,2.0772772,207.44312,204.37712,100,3000.0,30.0,10.0,1500,1367,1.029
15,2.0772772,207.44312,204.37712,100,3000.0,30.0,10.0,1600,1367,1.029
16,2.0772772,207.44312,204.37712,100,3000.0,30.0,10.0,1700,1367,1.029
17,2.0772772,207.44312,204.37712,100,3000.0,30.0,10.0,1800,1367,1.029
18,2.0772772,207.44312,204.37712,100,3000.0,30.0,10.0,1900,1367,1.029
19,2.0772772,207.44312,204.37712,100,3000.0,30.0,10.0,2000,1367,1.029
20,2.0772772,207.44312,204.37712,100,3000.0,30.0,10.0,2100,1367,1.029
21,2.0772772,207.44312,204.37712,100,3000.0,30.0,10.0,2200,1367,1.029
22,2.0772772,207.44312,204.37712,100,3000.0,30.0,10.0,2300,1367,1.029
23,2.0772772,207.44312,204.37712,100,3000.0,30.0,10.0,2400,1367,1.029
24,2.0772772,207.44312,204.37712,100,3000.0,30.0,10.0,2500,1367,1.029
25,2.0772772,207.44312,204.37712,100,3000.0,30.0,10.0,2600,1367,1.029
26,2.0772772,207.44312,204.37712,100,3000.0,30.0,10.0,2700,1367,1.029
27,2.0585346,416.322,154.65634,100,3000.0,30.0,10.0,2800,2790,2.052
28,1.7417517,413.55582,155.81749,100,3000.0,30.0,10.0,2900,2890,2.124
29,1.7417517,413.55582,155.81749,100,3000.0,30.0,10.0,3000,2890,2.124
