iteracion,fitness,gbestx,gbesty,puntos,inercia,C1,C2,evals,evals to best,tiempo_al_mejor
0,3.7825985,402.81873,200.75095,100,3000.0,30.0,10.0,100,42,0.07
1,3.7825985,402.81873,200.75095,100,3000.0,30.0,10.0,200,42,0.07
2,3.7825985,402.81873,200.75095,100,3000.0,30.0,10.0,300,42,0.07
3,3.7825985,402.81873,200.75095,100,3000.0,30.0,10.0,400,42,0.07
4,3.7825985,402.81873,200.75095,100,3000.0,30.0,10.0,500,42,0.07
5,3.7825985,402.81873,200.75095,100,3000.0,30.0,10.0,600,42,0.07
6,3.7825985,402.81873,200.75095,100,3000.0,30.0,10.0,700,42,0.07
7,3.7825985,402.81873,200.75095,100,3000.0,30.0,10.0,800,42,0.07
8,3.7825985,402.81873,200.75095,100,3000.0,30.0,10.0,900,42,0.07
9,3.7825985,402.81873,200.75095,100,3000.0,30.0,10.0,1000,42,0.07
10,3.7825985,402.81873,200.75095,100,3000.0,30.0,10.0,1100,42,0.07
11,2.8123455,399.97458,155.58768,100,3000.0,30.0,10.0,1200,1196,0.911
12,2.8123455,399.97458,155.58768,100,3000.0,30.0,10.0,1300,1196,0.911
13,2.8123455,399.97458,155.58768,100,3000.0,30.0,10.0,1400,1196,0.911
14,2.8123455,399.97458,155.58768,100,3000.0,30.0,10.0,1500,1196,0.911
15,2.8123455,399.97458,155.58768,100,3000.0,30.0,10.0,1600,1196,0.911
16,2.8123455,399.97458,155.58768,100,3000.0,30.0,10.0,1700,1196,0.911
17,2.781396,297.3438,204.75723,100,3000.0,30.0,10.0,1800,1769,1.35
18,2.781396,297.3438,204.75723,100,3000.0,30.0,10.0,1900,1769,1.35
19,2.781396,297.3438,204.75723,100,3000.0,30.0,10.0,2000,1769,1.35
20,2.781396,297.3438,204.75723,100,3000.0,30.0,10.0,2100,1769,1.35
21,2.781396,297.3438,204.75723,100,3000.0,30.0,10.0,2200,1769,1.35
22,2.781396,297.3438,204.75723,100,3000.0,30.0,10.0,2300,1769,1.35
23,2.781396,297.3438,204.75723,100,3000.0,30.0,10.0,2400,1769,1.35
24,2.781396,297.3438,204.75723,100,3000.0,30.0,10.0,2500,1769,1.35
25,2.781396,297.3438,204.75723,100,3000.0,30.0,10.0,2600,1769,1.35
