iteracion,fitness,semilla,gbestx,gbesty,puntos,inercia,C1,C2,evals,evals to best,tiempo_al_mejor
0,4.111433,1774480249740,199.11525,200.17548,100,4975.0,30.0,10.0,100,74,0.279
1,3.7978468,1774480249740,414.45978,208.66298,100,4950.125,30.0,10.0,200,184,0.302
2,3.0399637,1774480249740,411.51633,208.08324,100,4925.3745,30.0,10.0,300,284,0.318
3,2.5893078,1774480249740,408.60593,207.35547,100,4900.7476,30.0,10.0,400,384,0.334
4,2.025239,1774480249740,410.43948,102.57271,100,4876.2437,30.0,10.0,500,470,0.348
5,2.025239,1774480249740,410.43948,102.57271,100,4851.8623,30.0,10.0,600,470,0.348
6,2.025239,1774480249740,410.43948,102.57271,100,4827.603,30.0,10.0,700,470,0.348
7,2.025239,1774480249740,410.43948,102.57271,100,4803.465,30.0,10.0,800,470,0.348
8,2.025239,1774480249740,410.43948,102.57271,100,4779.4478,30.0,10.0,900,470,0.348
9,2.025239,1774480249740,410.43948,102.57271,100,4755.551,30.0,10.0,1000,470,0.348
10,2.025239,1774480249740,410.43948,102.57271,100,4731.773,30.0,10.0,1100,470,0.348
11,2.025239,1774480249740,410.43948,102.57271,100,4708.1143,30.0,10.0,1200,470,0.348
12,2.025239,1774480249740,410.43948,102.57271,100,4684.5737,30.0,10.0,1300,470,0.348
13,2.025239,1774480249740,410.43948,102.57271,100,4661.151,30.0,10.0,1400,470,0.348
14,2.025239,1774480249740,410.43948,102.57271,100,4637.845,30.0,10.0,1500,470,0.348
15,2.025239,1774480249740,410.43948,102.57271,100,4614.6562,30.0,10.0,1600,470,0.348
16,2.025239,1774480249740,410.43948,102.57271,100,4591.583,30.0,10.0,1700,470,0.348
17,2.025239,1774480249740,410.43948,102.57271,100,4568.625,30.0,10.0,1800,470,0.348
18,2.025239,1774480249740,410.43948,102.57271,100,4545.7817,30.0,10.0,1900,470,0.348
19,1.8662853,1774480249740,307.0661,99.24759,100,4523.0527,30.0,10.0,2000,1936,0.594
20,1.7729616,1774480249740,304.12396,99.83398,100,4500.4375,30.0,10.0,2100,2036,0.613
21,1.7729616,1774480249740,304.12396,99.83398,100,4477.9355,30.0,10.0,2200,2036,0.613
22,1.7729616,1774480249740,304.12396,99.83398,100,4455.546,30.0,10.0,2300,2036,0.613
23,1.7729616,1774480249740,304.12396,99.83398,100,4433.268,30.0,10.0,2400,2036,0.613
24,1.7729616,1774480249740,304.12396,99.83398,100,4411.1016,30.0,10.0,2500,2036,0.613
25,1.7729616,1774480249740,304.12396,99.83398,100,4389.046,30.0,10.0,2600,2036,0.613
26,1.7729616,1774480249740,304.12396,99.83398,100,4367.1006,30.0,10.0,2700,2036,0.613
27,1.7729616,1774480249740,304.12396,99.83398,100,4345.265,30.0,10.0,2800,2036,0.613
28,1.7729616,1774480249740,304.12396,99.83398,100,4323.539,30.0,10.0,2900,2036,0.613
29,1.7729616,1774480249740,304.12396,99.83398,100,4301.9214,30.0,10.0,3000,2036,0.613
30,1.7729616,1774480249740,304.12396,99.83398,100,4280.4116,30.0,10.0,3100,2036,0.613
31,1.7729616,1774480249740,304.12396,99.83398,100,4259.01,30.0,10.0,3200,2036,0.613
32,1.7729616,1774480249740,304.12396,99.83398,100,4237.715,30.0,10.0,3300,2036,0.613
33,1.7729616,1774480249740,304.12396,99.83398,100,4216.5264,30.0,10.0,3400,2036,0.613
34,1.7729616,1774480249740,304.12396,99.83398,100,4195.444,30.0,10.0,3500,2036,0.613
35,1.7729616,1774480249740,304.12396,99.83398,100,4174.467,30.0,10.0,3600,2036,0.613
36,1.7729616,1774480249740,304.12396,99.83398,100,4153.5947,30.0,10.0,3700,2036,0.613
37,1.7729616,1774480249740,304.12396,99.83398,100,4132.8267,30.0,10.0,3800,2036,0.613
38,1.7729616,1774480249740,304.12396,99.83398,100,4112.1626,30.0,10.0,3900,2036,0.613
39,1.3303452,1774480249740,314.38538,155.81534,100,4091.6018,30.0,10.0,4000,3934,0.93
40,0.68653774,1774480249740,313.16464,153.07494,100,4071.1438,30.0,10.0,4100,4034,0.948
41,0.68653774,1774480249740,313.16464,153.07494,100,4050.788,30.0,10.0,4200,4034,0.948
42,0.68653774,1774480249740,313.16464,153.07494,100,4030.5342,30.0,10.0,4300,4034,0.948
43,0.68653774,1774480249740,313.16464,153.07494,100,4010.3816,30.0,10.0,4400,4034,0.948
44,0.68653774,1774480249740,313.16464,153.07494,100,3990.3296,30.0,10.0,4500,4034,0.948
45,0.68653774,1774480249740,313.16464,153.07494,100,3970.378,30.0,10.0,4600,4034,0.948
46,0.68653774,1774480249740,313.16464,153.07494,100,3950.5261,30.0,10.0,4700,4034,0.948
47,0.68653774,1774480249740,313.16464,153.07494,100,3930.7734,30.0,10.0,4800,4034,0.948
48,0.68653774,1774480249740,313.16464,153.07494,100,3911.1196,30.0,10.0,4900,4034,0.948
49,0.68653774,1774480249740,313.16464,153.07494,100,3891.564,30.0,10.0,5000,4034,0.948
50,0.68653774,1774480249740,313.16464,153.07494,100,3872.1062,30.0,10.0,5100,4034,0.948
51,0.68653774,1774480249740,313.16464,153.07494,100,3852.7456,30.0,10.0,5200,4034,0.948
52,0.68653774,1774480249740,313.16464,153.07494,100,3833.482,30.0,10.0,5300,4034,0.948
53,0.68653774,1774480249740,313.16464,153.07494,100,3814.3145,30.0,10.0,5400,4034,0.948
54,0.68653774,1774480249740,313.16464,153.07494,100,3795.243,30.0,10.0,5500,4034,0.948
55,0.68653774,1774480249740,313.16464,153.07494,100,3776.2666,30.0,10.0,5600,4034,0.948
56,0.68653774,1774480249740,313.16464,153.07494,100,3757.3853,30.0,10.0,5700,4034,0.948
57,0.68653774,1774480249740,313.16464,153.07494,100,3738.5984,30.0,10.0,5800,4034,0.948
58,0.68653774,1774480249740,313.16464,153.07494,100,3719.9055,30.0,10.0,5900,4034,0.948
59,0.68653774,1774480249740,313.16464,153.07494,100,3701.306,30.0,10.0,6000,4034,0.948
60,0.68653774,1774480249740,313.16464,153.07494,100,3682.7993,30.0,10.0,6100,4034,0.948
61,0.68653774,1774480249740,313.16464,153.07494,100,3664.3853,30.0,10.0,6200,4034,0.948
62,0.68653774,1774480249740,313.16464,153.07494,100,3646.0632,30.0,10.0,6300,4034,0.948
63,0.68653774,1774480249740,313.16464,153.07494,100,3627.833,30.0,10.0,6400,4034,0.948
64,0.68653774,1774480249740,313.16464,153.07494,100,3609.6938,30.0,10.0,6500,4034,0.948
65,0.68653774,1774480249740,313.16464,153.07494,100,3591.6455,30.0,10.0,6600,4034,0.948
66,0.1506052,1774480249740,306.3213,152.25797,100,3573.6873,30.0,10.0,6700,6663,1.38
67,0.1506052,1774480249740,306.3213,152.25797,100,3555.8188,30.0,10.0,6800,6663,1.38
68,0.1506052,1774480249740,306.3213,152.25797,100,3538.0398,30.0,10.0,6900,6663,1.38
69,0.1506052,1774480249740,306.3213,152.25797,100,3520.3496,30.0,10.0,7000,6663,1.38
70,0.1506052,1774480249740,306.3213,152.25797,100,3502.7478,30.0,10.0,7100,6663,1.38
71,0.1506052,1774480249740,306.3213,152.25797,100,3485.2341,30.0,10.0,7200,6663,1.38
72,0.1506052,1774480249740,306.3213,152.25797,100,3467.8079,30.0,10.0,7300,6663,1.38
73,0.1506052,1774480249740,306.3213,152.25797,100,3450.4688,30.0,10.0,7400,6663,1.38
74,0.1506052,1774480249740,306.3213,152.25797,100,3433.2163,30.0,10.0,7500,6663,1.38
75,0.1506052,1774480249740,306.3213,152.25797,100,3416.0503,30.0,10.0,7600,6663,1.38
76,0.1506052,1774480249740,306.3213,152.25797,100,3398.97,30.0,10.0,7700,6663,1.38
77,0.1506052,1774480249740,306.3213,152.25797,100,3381.975,30.0,10.0,7800,6663,1.38
78,0.059940338,1774480249740,307.38687,152.71452,100,3365.0652,30.0,10.0,7900,7801,1.582
79,0.059940338,1774480249740,307.38687,152.71452,100,3348.24,30.0,10.0,8000,7801,1.582
80,0.059940338,1774480249740,307.38687,152.71452,100,3331.4988,30.0,10.0,8100,7801,1.582
81,0.059940338,1774480249740,307.38687,152.71452,100,3314.8413,30.0,10.0,8200,7801,1.582
82,0.059940338,1774480249740,307.38687,152.71452,100,3298.267,30.0,10.0,8300,7801,1.582
83,0.059940338,1774480249740,307.38687,152.71452,100,3281.776,30.0,10.0,8400,7801,1.582
84,0.059940338,1774480249740,307.38687,152.71452,100,3265.367,30.0,10.0,8500,7801,1.582
85,0.059940338,1774480249740,307.38687,152.71452,100,3249.04,30.0,10.0,8600,7801,1.582
86,0.059940338,1774480249740,307.38687,152.71452,100,3232.795,30.0,10.0,8700,7801,1.582
87,0.059940338,1774480249740,307.38687,152.71452,100,3216.6309,30.0,10.0,8800,7801,1.582
88,0.059940338,1774480249740,307.38687,152.71452,100,3200.5476,30.0,10.0,8900,7801,1.582
89,0.059940338,1774480249740,307.38687,152.71452,100,3184.545,30.0,10.0,9000,7801,1.582
90,0.059940338,1774480249740,307.38687,152.71452,100,3168.6223,30.0,10.0,9100,7801,1.582
91,0.059940338,1774480249740,307.38687,152.71452,100,3152.7793,30.0,10.0,9200,7801,1.582
92,0.059940338,1774480249740,307.38687,152.71452,100,3137.0154,30.0,10.0,9300,7801,1.582
93,0.059940338,1774480249740,307.38687,152.71452,100,3121.3303,30.0,10.0,9400,7801,1.582
94,0.059940338,1774480249740,307.38687,152.71452,100,3105.7236,30.0,10.0,9500,7801,1.582
95,0.059940338,1774480249740,307.38687,152.71452,100,3090.195,30.0,10.0,9600,7801,1.582
96,0.059940338,1774480249740,307.38687,152.71452,100,3074.7441,30.0,10.0,9700,7801,1.582
97,0.059940338,1774480249740,307.38687,152.71452,100,3059.3704,30.0,10.0,9800,7801,1.582
98,0.059940338,1774480249740,307.38687,152.71452,100,3044.0735,30.0,10.0,9900,7801,1.582
99,0.059940338,1774480249740,307.38687,152.71452,100,3028.853,30.0,10.0,10000,7801,1.582
100,0.059940338,1774480249740,307.38687,152.71452,100,3013.7087,30.0,10.0,10100,7801,1.582
101,0.059940338,1774480249740,307.38687,152.71452,100,2998.6401,30.0,10.0,10200,7801,1.582
102,0.059940338,1774480249740,307.38687,152.71452,100,2983.647,30.0,10.0,10300,7801,1.582
103,0.03713131,1774480249740,305.8485,153.78508,100,2968.7288,30.0,10.0,10400,10366,2.015
104,0.03713131,1774480249740,305.8485,153.78508,100,2953.885,30.0,10.0,10500,10366,2.015
105,0.03713131,1774480249740,305.8485,153.78508,100,2939.1155,30.0,10.0,10600,10366,2.015
106,0.03713131,1774480249740,305.8485,153.78508,100,2924.42,30.0,10.0,10700,10366,2.015
107,0.03713131,1774480249740,305.8485,153.78508,100,2909.7979,30.0,10.0,10800,10366,2.015
108,0.03713131,1774480249740,305.8485,153.78508,100,2895.2488,30.0,10.0,10900,10366,2.015
109,0.03713131,1774480249740,305.8485,153.78508,100,2880.7725,30.0,10.0,11000,10366,2.015
110,0.03713131,1774480249740,305.8485,153.78508,100,2866.3687,30.0,10.0,11100,10366,2.015
111,0.03713131,1774480249740,305.8485,153.78508,100,2852.0369,30.0,10.0,11200,10366,2.015
112,0.03713131,1774480249740,305.8485,153.78508,100,2837.7766,30.0,10.0,11300,10366,2.015
113,0.03713131,1774480249740,305.8485,153.78508,100,2823.5876,30.0,10.0,11400,10366,2.015
114,0.03713131,1774480249740,305.8485,153.78508,100,2809.4697,30.0,10.0,11500,10366,2.015
115,0.03713131,1774480249740,305.8485,153.78508,100,2795.4224,30.0,10.0,11600,10366,2.015
116,0.03713131,1774480249740,305.8485,153.78508,100,2781.4453,30.0,10.0,11700,10366,2.015
117,0.03713131,1774480249740,305.8485,153.78508,100,2767.538,30.0,10.0,11800,10366,2.015
118,0.03713131,1774480249740,305.8485,153.78508,100,2753.7004,30.0,10.0,11900,10366,2.015
119,0.03713131,1774480249740,305.8485,153.78508,100,2739.932,30.0,10.0,12000,10366,2.015
120,0.03713131,1774480249740,305.8485,153.78508,100,2726.2322,30.0,10.0,12100,10366,2.015
121,0.03713131,1774480249740,305.8485,153.78508,100,2712.601,30.0,10.0,12200,10366,2.015
122,0.03713131,1774480249740,305.8485,153.78508,100,2699.038,30.0,10.0,12300,10366,2.015
123,0.03713131,1774480249740,305.8485,153.78508,100,2685.543,30.0,10.0,12400,10366,2.015
124,0.03713131,1774480249740,305.8485,153.78508,100,2672.1152,30.0,10.0,12500,10366,2.015
125,0.03713131,1774480249740,305.8485,153.78508,100,2658.7546,30.0,10.0,12600,10366,2.015
126,0.03713131,1774480249740,305.8485,153.78508,100,2645.461,30.0,10.0,12700,10366,2.015
127,0.03713131,1774480249740,305.8485,153.78508,100,2632.2336,30.0,10.0,12800,10366,2.015
128,0.03713131,1774480249740,305.8485,153.78508,100,2619.0725,30.0,10.0,12900,10366,2.015
129,0.03713131,1774480249740,305.8485,153.78508,100,2605.977,30.0,10.0,13000,10366,2.015
130,0.03713131,1774480249740,305.8485,153.78508,100,2592.9473,30.0,10.0,13100,10366,2.015
131,0.03713131,1774480249740,305.8485,153.78508,100,2579.9824,30.0,10.0,13200,10366,2.015
132,0.03713131,1774480249740,305.8485,153.78508,100,2567.0825,30.0,10.0,13300,10366,2.015
133,0.03713131,1774480249740,305.8485,153.78508,100,2554.247,30.0,10.0,13400,10366,2.015
134,0.03713131,1774480249740,305.8485,153.78508,100,2541.4758,30.0,10.0,13500,10366,2.015
135,0.03713131,1774480249740,305.8485,153.78508,100,2528.7686,30.0,10.0,13600,10366,2.015
136,0.032546997,1774480249740,308.34827,153.28287,100,2516.1248,30.0,10.0,13700,13655,2.558
137,0.032546997,1774480249740,308.34827,153.28287,100,2503.5442,30.0,10.0,13800,13655,2.558
138,0.032546997,1774480249740,308.34827,153.28287,100,2491.0264,30.0,10.0,13900,13655,2.558
139,0.032546997,1774480249740,308.34827,153.28287,100,2478.5713,30.0,10.0,14000,13655,2.558
140,0.032546997,1774480249740,308.34827,153.28287,100,2466.1785,30.0,10.0,14100,13655,2.558
141,0.0038843155,1774480249740,307.6282,153.52588,100,2453.8477,30.0,10.0,14200,14183,2.643
142,0.0038843155,1774480249740,307.6282,153.52588,100,2441.5784,30.0,10.0,14300,14183,2.643
143,0.0038843155,1774480249740,307.6282,153.52588,100,2429.3706,30.0,10.0,14400,14183,2.643
144,0.0038843155,1774480249740,307.6282,153.52588,100,2417.2239,30.0,10.0,14500,14183,2.643
145,0.0038843155,1774480249740,307.6282,153.52588,100,2405.1377,30.0,10.0,14600,14183,2.643
146,0.0038843155,1774480249740,307.6282,153.52588,100,2393.112,30.0,10.0,14700,14183,2.643
147,0.0038843155,1774480249740,307.6282,153.52588,100,2381.1465,30.0,10.0,14800,14183,2.643
