iteracion,fitness,gbestx,gbesty,puntos,inercia,C1,C2,evals,evals to best,tiempo_al_mejor
0,7.758479,193.09666,254.53627,100,3000.0,30.0,10.0,100,43,0.473
1,7.758479,193.09666,254.53627,100,3000.0,30.0,10.0,200,43,0.473
2,7.758479,193.09666,254.53627,100,3000.0,30.0,10.0,300,43,0.473
3,7.758479,193.09666,254.53627,100,3000.0,30.0,10.0,400,43,0.473
4,7.758479,193.09666,254.53627,100,3000.0,30.0,10.0,500,43,0.473
5,7.758479,193.09666,254.53627,100,3000.0,30.0,10.0,600,43,0.473
6,5.351734,214.69092,97.784904,100,3000.0,30.0,10.0,700,671,0.571
7,3.534727,212.5611,99.89768,100,3000.0,30.0,10.0,800,771,0.589
8,2.5107775,210.43127,102.01046,100,3000.0,30.0,10.0,900,871,0.603
9,2.3192825,208.30145,104.12324,100,3000.0,30.0,10.0,1000,971,0.625
10,2.3192825,208.30145,104.12324,100,3000.0,30.0,10.0,1100,971,0.625
11,2.3192825,208.30145,104.12324,100,3000.0,30.0,10.0,1200,971,0.625
12,2.3192825,208.30145,104.12324,100,3000.0,30.0,10.0,1300,971,0.625
13,2.3192825,208.30145,104.12324,100,3000.0,30.0,10.0,1400,971,0.625
14,2.3192825,208.30145,104.12324,100,3000.0,30.0,10.0,1500,971,0.625
15,2.3192825,208.30145,104.12324,100,3000.0,30.0,10.0,1600,971,0.625
16,2.3192825,208.30145,104.12324,100,3000.0,30.0,10.0,1700,971,0.625
17,2.006381,205.21262,205.00542,100,3000.0,30.0,10.0,1800,1743,0.766
18,2.006381,205.21262,205.00542,100,3000.0,30.0,10.0,1900,1743,0.766
19,2.006381,205.21262,205.00542,100,3000.0,30.0,10.0,2000,1743,0.766
20,2.006381,205.21262,205.00542,100,3000.0,30.0,10.0,2100,1743,0.766
21,2.006381,205.21262,205.00542,100,3000.0,30.0,10.0,2200,1743,0.766
22,2.006381,205.21262,205.00542,100,3000.0,30.0,10.0,2300,1743,0.766
