iteracion,fitness,gbestx,gbesty,puntos,inercia,C1,C2,evals,evals to best,tiempo_al_mejor
0,5.767825,405.6039,48.977283,100,3000.0,30.0,10.0,100,78,0.07
1,5.767825,405.6039,48.977283,100,3000.0,30.0,10.0,200,78,0.07
2,5.767825,405.6039,48.977283,100,3000.0,30.0,10.0,300,78,0.07
3,5.767825,405.6039,48.977283,100,3000.0,30.0,10.0,400,78,0.07
4,5.767825,405.6039,48.977283,100,3000.0,30.0,10.0,500,78,0.07
5,5.767825,405.6039,48.977283,100,3000.0,30.0,10.0,600,78,0.07
6,5.2707157,411.8123,211.13448,100,3000.0,30.0,10.0,700,617,0.521
7,4.4951363,408.9039,210.39873,100,3000.0,30.0,10.0,800,717,0.593
8,4.1019006,405.9955,209.66298,100,3000.0,30.0,10.0,900,817,0.666
9,4.0879416,403.08713,208.92723,100,3000.0,30.0,10.0,1000,917,0.738
10,4.0879416,403.08713,208.92723,100,3000.0,30.0,10.0,1100,917,0.738
11,4.0879416,403.08713,208.92723,100,3000.0,30.0,10.0,1200,917,0.738
12,4.0879416,403.08713,208.92723,100,3000.0,30.0,10.0,1300,917,0.738
13,3.2074184,210.81296,148.86697,100,3000.0,30.0,10.0,1400,1377,1.033
14,2.364152,207.88066,149.5007,100,3000.0,30.0,10.0,1500,1477,1.106
15,1.89291,204.94836,150.13443,100,3000.0,30.0,10.0,1600,1577,1.179
16,1.8015089,202.01607,150.76816,100,3000.0,30.0,10.0,1700,1677,1.252
17,1.8015089,202.01607,150.76816,100,3000.0,30.0,10.0,1800,1677,1.252
18,1.8015089,202.01607,150.76816,100,3000.0,30.0,10.0,1900,1677,1.252
19,1.8015089,202.01607,150.76816,100,3000.0,30.0,10.0,2000,1677,1.252
20,1.8015089,202.01607,150.76816,100,3000.0,30.0,10.0,2100,1677,1.252
21,1.8015089,202.01607,150.76816,100,3000.0,30.0,10.0,2200,1677,1.252
22,1.8015089,202.01607,150.76816,100,3000.0,30.0,10.0,2300,1677,1.252
23,1.8015089,202.01607,150.76816,100,3000.0,30.0,10.0,2400,1677,1.252
24,1.8015089,202.01607,150.76816,100,3000.0,30.0,10.0,2500,1677,1.252
25,1.8015089,202.01607,150.76816,100,3000.0,30.0,10.0,2600,1677,1.252
26,1.8015089,202.01607,150.76816,100,3000.0,30.0,10.0,2700,1677,1.252
27,1.8015089,202.01607,150.76816,100,3000.0,30.0,10.0,2800,1677,1.252
28,1.8015089,202.01607,150.76816,100,3000.0,30.0,10.0,2900,1677,1.252
29,1.8015089,202.01607,150.76816,100,3000.0,30.0,10.0,3000,1677,1.252
30,1.8015089,202.01607,150.76816,100,3000.0,30.0,10.0,3100,1677,1.252
31,1.8015089,202.01607,150.76816,100,3000.0,30.0,10.0,3200,1677,1.252
32,1.8015089,202.01607,150.76816,100,3000.0,30.0,10.0,3300,1677,1.252
