iteracion,fitness,semilla,gbestx,gbesty,puntos,inercia,C1,C2,evals,evals to best,tiempo_al_mejor
0,6.9679155,1774275345952,392.01917,204.15706,100,3000.0,30.0,10.0,100,90,0.019
1,6.9679155,1774275345952,392.01917,204.15706,100,3000.0,30.0,10.0,200,90,0.019
2,6.9679155,1774275345952,392.01917,204.15706,100,3000.0,30.0,10.0,300,90,0.019
3,6.9679155,1774275345952,392.01917,204.15706,100,3000.0,30.0,10.0,400,90,0.019
4,6.9679155,1774275345952,392.01917,204.15706,100,3000.0,30.0,10.0,500,90,0.019
5,6.9679155,1774275345952,392.01917,204.15706,100,3000.0,30.0,10.0,600,90,0.019
6,5.668623,1774275345952,206.2569,48.717113,100,3000.0,30.0,10.0,700,635,0.174
7,4.9834957,1774275345952,204.96684,51.425575,100,3000.0,30.0,10.0,800,735,0.201
8,4.9834957,1774275345952,204.96684,51.425575,100,3000.0,30.0,10.0,900,735,0.201
9,4.3569274,1774275345952,296.1347,158.99983,100,3000.0,30.0,10.0,1000,968,0.256
10,3.247343,1774275345952,294.92584,156.25418,100,3000.0,30.0,10.0,1100,1068,0.287
11,3.247343,1774275345952,294.92584,156.25418,100,3000.0,30.0,10.0,1200,1068,0.287
12,3.247343,1774275345952,294.92584,156.25418,100,3000.0,30.0,10.0,1300,1068,0.287
13,2.7837458,1774275345952,316.1436,104.69971,100,3000.0,30.0,10.0,1400,1375,0.361
14,1.8596745,1774275345952,313.17358,104.276505,100,3000.0,30.0,10.0,1500,1475,0.38
15,1.2728605,1774275345952,310.20358,103.8533,100,3000.0,30.0,10.0,1600,1575,0.407
16,1.0399809,1774275345952,307.23358,103.4301,100,3000.0,30.0,10.0,1700,1675,0.429
17,1.0399809,1774275345952,307.23358,103.4301,100,3000.0,30.0,10.0,1800,1675,0.429
18,1.0399809,1774275345952,307.23358,103.4301,100,3000.0,30.0,10.0,1900,1675,0.429
19,1.0399809,1774275345952,307.23358,103.4301,100,3000.0,30.0,10.0,2000,1675,0.429
20,1.0399809,1774275345952,307.23358,103.4301,100,3000.0,30.0,10.0,2100,1675,0.429
21,1.0399809,1774275345952,307.23358,103.4301,100,3000.0,30.0,10.0,2200,1675,0.429
22,1.0399809,1774275345952,307.23358,103.4301,100,3000.0,30.0,10.0,2300,1675,0.429
23,1.0399809,1774275345952,307.23358,103.4301,100,3000.0,30.0,10.0,2400,1675,0.429
24,1.0399809,1774275345952,307.23358,103.4301,100,3000.0,30.0,10.0,2500,1675,0.429
25,1.0399809,1774275345952,307.23358,103.4301,100,3000.0,30.0,10.0,2600,1675,0.429
26,1.0399809,1774275345952,307.23358,103.4301,100,3000.0,30.0,10.0,2700,1675,0.429
27,1.0399809,1774275345952,307.23358,103.4301,100,3000.0,30.0,10.0,2800,1675,0.429
28,1.0399809,1774275345952,307.23358,103.4301,100,3000.0,30.0,10.0,2900,1675,0.429
29,1.0399809,1774275345952,307.23358,103.4301,100,3000.0,30.0,10.0,3000,1675,0.429
30,1.0399809,1774275345952,307.23358,103.4301,100,3000.0,30.0,10.0,3100,1675,0.429
31,1.0399809,1774275345952,307.23358,103.4301,100,3000.0,30.0,10.0,3200,1675,0.429
32,1.0399809,1774275345952,307.23358,103.4301,100,3000.0,30.0,10.0,3300,1675,0.429
33,1.0399809,1774275345952,307.23358,103.4301,100,3000.0,30.0,10.0,3400,1675,0.429
34,1.0399809,1774275345952,307.23358,103.4301,100,3000.0,30.0,10.0,3500,1675,0.429
35,1.0399809,1774275345952,307.23358,103.4301,100,3000.0,30.0,10.0,3600,1675,0.429
36,1.0399809,1774275345952,307.23358,103.4301,100,3000.0,30.0,10.0,3700,1675,0.429
37,1.0399809,1774275345952,307.23358,103.4301,100,3000.0,30.0,10.0,3800,1675,0.429
38,1.0399809,1774275345952,307.23358,103.4301,100,3000.0,30.0,10.0,3900,1675,0.429
39,1.0399809,1774275345952,307.23358,103.4301,100,3000.0,30.0,10.0,4000,1675,0.429
40,1.0399809,1774275345952,307.23358,103.4301,100,3000.0,30.0,10.0,4100,1675,0.429
41,1.0399809,1774275345952,307.23358,103.4301,100,3000.0,30.0,10.0,4200,1675,0.429
42,1.0399809,1774275345952,307.23358,103.4301,100,3000.0,30.0,10.0,4300,1675,0.429
43,1.0399809,1774275345952,307.23358,103.4301,100,3000.0,30.0,10.0,4400,1675,0.429
44,1.0399809,1774275345952,307.23358,103.4301,100,3000.0,30.0,10.0,4500,1675,0.429
45,1.0399809,1774275345952,307.23358,103.4301,100,3000.0,30.0,10.0,4600,1675,0.429
46,1.0399809,1774275345952,307.23358,103.4301,100,3000.0,30.0,10.0,4700,1675,0.429
47,1.0399809,1774275345952,307.23358,103.4301,100,3000.0,30.0,10.0,4800,1675,0.429
48,1.0399809,1774275345952,307.23358,103.4301,100,3000.0,30.0,10.0,4900,1675,0.429
49,1.0399809,1774275345952,307.23358,103.4301,100,3000.0,30.0,10.0,5000,1675,0.429
50,1.0270052,1774275345952,305.93954,102.82083,100,3000.0,30.0,10.0,5100,5056,1.329
51,1.0270052,1774275345952,305.93954,102.82083,100,3000.0,30.0,10.0,5200,5056,1.329
52,1.0270052,1774275345952,305.93954,102.82083,100,3000.0,30.0,10.0,5300,5056,1.329
53,1.0270052,1774275345952,305.93954,102.82083,100,3000.0,30.0,10.0,5400,5056,1.329
54,1.0270052,1774275345952,305.93954,102.82083,100,3000.0,30.0,10.0,5500,5056,1.329
55,1.0270052,1774275345952,305.93954,102.82083,100,3000.0,30.0,10.0,5600,5056,1.329
56,1.0270052,1774275345952,305.93954,102.82083,100,3000.0,30.0,10.0,5700,5056,1.329
57,1.0270052,1774275345952,305.93954,102.82083,100,3000.0,30.0,10.0,5800,5056,1.329
58,1.0270052,1774275345952,305.93954,102.82083,100,3000.0,30.0,10.0,5900,5056,1.329
59,1.0270052,1774275345952,305.93954,102.82083,100,3000.0,30.0,10.0,6000,5056,1.329
60,1.0270052,1774275345952,305.93954,102.82083,100,3000.0,30.0,10.0,6100,5056,1.329
61,1.0270052,1774275345952,305.93954,102.82083,100,3000.0,30.0,10.0,6200,5056,1.329
62,1.0270052,1774275345952,305.93954,102.82083,100,3000.0,30.0,10.0,6300,5056,1.329
63,1.0270052,1774275345952,305.93954,102.82083,100,3000.0,30.0,10.0,6400,5056,1.329
64,1.0270052,1774275345952,305.93954,102.82083,100,3000.0,30.0,10.0,6500,5056,1.329
65,0.5449419,1774275345952,301.855,153.94899,100,3000.0,30.0,10.0,6600,6589,1.706
66,0.23200893,1774275345952,304.7201,154.83856,100,3000.0,30.0,10.0,6700,6689,1.73
67,0.23200893,1774275345952,304.7201,154.83856,100,3000.0,30.0,10.0,6800,6689,1.73
68,0.23200893,1774275345952,304.7201,154.83856,100,3000.0,30.0,10.0,6900,6689,1.73
69,0.23200893,1774275345952,304.7201,154.83856,100,3000.0,30.0,10.0,7000,6689,1.73
70,0.23200893,1774275345952,304.7201,154.83856,100,3000.0,30.0,10.0,7100,6689,1.73
71,0.23200893,1774275345952,304.7201,154.83856,100,3000.0,30.0,10.0,7200,6689,1.73
72,0.23200893,1774275345952,304.7201,154.83856,100,3000.0,30.0,10.0,7300,6689,1.73
73,0.23200893,1774275345952,304.7201,154.83856,100,3000.0,30.0,10.0,7400,6689,1.73
74,0.23200893,1774275345952,304.7201,154.83856,100,3000.0,30.0,10.0,7500,6689,1.73
75,0.23200893,1774275345952,304.7201,154.83856,100,3000.0,30.0,10.0,7600,6689,1.73
76,0.18078804,1774275345952,305.9022,152.19542,100,3000.0,30.0,10.0,7700,7668,1.989
77,0.18078804,1774275345952,305.9022,152.19542,100,3000.0,30.0,10.0,7800,7668,1.989
78,0.18078804,1774275345952,305.9022,152.19542,100,3000.0,30.0,10.0,7900,7668,1.989
79,0.18078804,1774275345952,305.9022,152.19542,100,3000.0,30.0,10.0,8000,7668,1.989
80,0.18078804,1774275345952,305.9022,152.19542,100,3000.0,30.0,10.0,8100,7668,1.989
81,0.18078804,1774275345952,305.9022,152.19542,100,3000.0,30.0,10.0,8200,7668,1.989
82,0.18078804,1774275345952,305.9022,152.19542,100,3000.0,30.0,10.0,8300,7668,1.989
83,0.18078804,1774275345952,305.9022,152.19542,100,3000.0,30.0,10.0,8400,7668,1.989
84,0.18078804,1774275345952,305.9022,152.19542,100,3000.0,30.0,10.0,8500,7668,1.989
85,0.18078804,1774275345952,305.9022,152.19542,100,3000.0,30.0,10.0,8600,7668,1.989
86,0.18078804,1774275345952,305.9022,152.19542,100,3000.0,30.0,10.0,8700,7668,1.989
87,0.18078804,1774275345952,305.9022,152.19542,100,3000.0,30.0,10.0,8800,7668,1.989
88,0.18078804,1774275345952,305.9022,152.19542,100,3000.0,30.0,10.0,8900,7668,1.989
89,0.18078804,1774275345952,305.9022,152.19542,100,3000.0,30.0,10.0,9000,7668,1.989
90,0.18078804,1774275345952,305.9022,152.19542,100,3000.0,30.0,10.0,9100,7668,1.989
91,0.18078804,1774275345952,305.9022,152.19542,100,3000.0,30.0,10.0,9200,7668,1.989
92,0.18078804,1774275345952,305.9022,152.19542,100,3000.0,30.0,10.0,9300,7668,1.989
93,0.15149117,1774275345952,305.5258,154.74179,100,3000.0,30.0,10.0,9400,9392,2.413
94,0.15149117,1774275345952,305.5258,154.74179,100,3000.0,30.0,10.0,9500,9392,2.413
95,0.15149117,1774275345952,305.5258,154.74179,100,3000.0,30.0,10.0,9600,9392,2.413
96,0.15149117,1774275345952,305.5258,154.74179,100,3000.0,30.0,10.0,9700,9392,2.413
97,0.15149117,1774275345952,305.5258,154.74179,100,3000.0,30.0,10.0,9800,9392,2.413
98,0.15149117,1774275345952,305.5258,154.74179,100,3000.0,30.0,10.0,9900,9392,2.413
99,0.15149117,1774275345952,305.5258,154.74179,100,3000.0,30.0,10.0,10000,9392,2.413
100,0.15149117,1774275345952,305.5258,154.74179,100,3000.0,30.0,10.0,10100,9392,2.413
101,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,10200,10131,2.614
102,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,10300,10131,2.614
103,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,10400,10131,2.614
104,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,10500,10131,2.614
105,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,10600,10131,2.614
106,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,10700,10131,2.614
107,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,10800,10131,2.614
108,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,10900,10131,2.614
109,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,11000,10131,2.614
110,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,11100,10131,2.614
111,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,11200,10131,2.614
112,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,11300,10131,2.614
113,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,11400,10131,2.614
114,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,11500,10131,2.614
115,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,11600,10131,2.614
116,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,11700,10131,2.614
117,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,11800,10131,2.614
118,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,11900,10131,2.614
119,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,12000,10131,2.614
120,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,12100,10131,2.614
121,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,12200,10131,2.614
122,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,12300,10131,2.614
123,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,12400,10131,2.614
124,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,12500,10131,2.614
125,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,12600,10131,2.614
126,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,12700,10131,2.614
127,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,12800,10131,2.614
128,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,12900,10131,2.614
129,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,13000,10131,2.614
130,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,13100,10131,2.614
131,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,13200,10131,2.614
132,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,13300,10131,2.614
133,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,13400,10131,2.614
134,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,13500,10131,2.614
135,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,13600,10131,2.614
136,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,13700,10131,2.614
137,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,13800,10131,2.614
138,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,13900,10131,2.614
139,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,14000,10131,2.614
140,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,14100,10131,2.614
141,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,14200,10131,2.614
142,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,14300,10131,2.614
143,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,14400,10131,2.614
144,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,14500,10131,2.614
145,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,14600,10131,2.614
146,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,14700,10131,2.614
147,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,14800,10131,2.614
148,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,14900,10131,2.614
149,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,15000,10131,2.614
150,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,15100,10131,2.614
151,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,15200,10131,2.614
152,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,15300,10131,2.614
153,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,15400,10131,2.614
154,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,15500,10131,2.614
155,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,15600,10131,2.614
156,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,15700,10131,2.614
157,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,15800,10131,2.614
158,0.06492996,1774275345952,306.208,152.81738,100,3000.0,30.0,10.0,15900,10131,2.614
