iteracion,fitness,gbestx,gbesty,puntos,inercia,C1,C2,evals,evals to best,tiempo_al_mejor
0,6.2549977,103.868004,148.01312,100,3000.0,30.0,10.0,100,13,0.071
1,6.2549977,103.868004,148.01312,100,3000.0,30.0,10.0,200,13,0.071
2,5.535487,194.75966,209.03299,100,3000.0,30.0,10.0,300,271,0.229
3,5.227086,192.76962,206.78804,100,3000.0,30.0,10.0,400,371,0.303
4,5.227086,192.76962,206.78804,100,3000.0,30.0,10.0,500,371,0.303
5,5.227086,192.76962,206.78804,100,3000.0,30.0,10.0,600,371,0.303
6,5.227086,192.76962,206.78804,100,3000.0,30.0,10.0,700,371,0.303
7,5.227086,192.76962,206.78804,100,3000.0,30.0,10.0,800,371,0.303
8,5.227086,192.76962,206.78804,100,3000.0,30.0,10.0,900,371,0.303
9,5.227086,192.76962,206.78804,100,3000.0,30.0,10.0,1000,371,0.303
10,4.5798345,196.8204,159.15019,100,3000.0,30.0,10.0,1100,1055,0.816
11,2.5645123,198.23692,156.50568,100,3000.0,30.0,10.0,1200,1155,0.889
12,1.6026878,199.65344,153.86116,100,3000.0,30.0,10.0,1300,1255,0.962
13,1.6026878,199.65344,153.86116,100,3000.0,30.0,10.0,1400,1255,0.962
14,1.6026878,199.65344,153.86116,100,3000.0,30.0,10.0,1500,1255,0.962
15,1.6026878,199.65344,153.86116,100,3000.0,30.0,10.0,1600,1255,0.962
16,1.6026878,199.65344,153.86116,100,3000.0,30.0,10.0,1700,1255,0.962
17,1.6026878,199.65344,153.86116,100,3000.0,30.0,10.0,1800,1255,0.962
18,1.6026878,199.65344,153.86116,100,3000.0,30.0,10.0,1900,1255,0.962
19,1.6026878,199.65344,153.86116,100,3000.0,30.0,10.0,2000,1255,0.962
20,1.6026878,199.65344,153.86116,100,3000.0,30.0,10.0,2100,1255,0.962
21,1.6026878,199.65344,153.86116,100,3000.0,30.0,10.0,2200,1255,0.962
22,1.6026878,199.65344,153.86116,100,3000.0,30.0,10.0,2300,1255,0.962
23,1.6026878,199.65344,153.86116,100,3000.0,30.0,10.0,2400,1255,0.962
24,1.6026878,199.65344,153.86116,100,3000.0,30.0,10.0,2500,1255,0.962
25,1.6026878,199.65344,153.86116,100,3000.0,30.0,10.0,2600,1255,0.962
26,1.6026878,199.65344,153.86116,100,3000.0,30.0,10.0,2700,1255,0.962
27,1.6026878,199.65344,153.86116,100,3000.0,30.0,10.0,2800,1255,0.962
28,1.6026878,199.65344,153.86116,100,3000.0,30.0,10.0,2900,1255,0.962
29,1.6026878,199.65344,153.86116,100,3000.0,30.0,10.0,3000,1255,0.962
30,1.6026878,199.65344,153.86116,100,3000.0,30.0,10.0,3100,1255,0.962
31,1.6026878,199.65344,153.86116,100,3000.0,30.0,10.0,3200,1255,0.962
32,1.6026878,199.65344,153.86116,100,3000.0,30.0,10.0,3300,1255,0.962
33,1.6026878,199.65344,153.86116,100,3000.0,30.0,10.0,3400,1255,0.962
34,1.6026878,199.65344,153.86116,100,3000.0,30.0,10.0,3500,1255,0.962
35,1.6026878,199.65344,153.86116,100,3000.0,30.0,10.0,3600,1255,0.962
36,1.6026878,199.65344,153.86116,100,3000.0,30.0,10.0,3700,1255,0.962
37,1.6026878,199.65344,153.86116,100,3000.0,30.0,10.0,3800,1255,0.962
38,1.6026878,199.65344,153.86116,100,3000.0,30.0,10.0,3900,1255,0.962
39,1.6026878,199.65344,153.86116,100,3000.0,30.0,10.0,4000,1255,0.962
40,1.6026878,199.65344,153.86116,100,3000.0,30.0,10.0,4100,1255,0.962
41,1.6026878,199.65344,153.86116,100,3000.0,30.0,10.0,4200,1255,0.962
42,1.2769079,202.11246,152.52048,100,3000.0,30.0,10.0,4300,4297,3.154
43,1.187851,208.45773,153.90874,100,3000.0,30.0,10.0,4400,4318,3.23
44,1.0114145,205.55547,153.14925,100,3000.0,30.0,10.0,4500,4418,3.308
45,1.0114145,205.55547,153.14925,100,3000.0,30.0,10.0,4600,4418,3.308
46,1.0114145,205.55547,153.14925,100,3000.0,30.0,10.0,4700,4418,3.308
47,1.0114145,205.55547,153.14925,100,3000.0,30.0,10.0,4800,4418,3.308
48,1.0114145,205.55547,153.14925,100,3000.0,30.0,10.0,4900,4418,3.308
49,1.0114145,205.55547,153.14925,100,3000.0,30.0,10.0,5000,4418,3.308
50,1.0114145,205.55547,153.14925,100,3000.0,30.0,10.0,5100,4418,3.308
51,1.0114145,205.55547,153.14925,100,3000.0,30.0,10.0,5200,4418,3.308
52,1.0114145,205.55547,153.14925,100,3000.0,30.0,10.0,5300,4418,3.308
53,1.0114145,205.55547,153.14925,100,3000.0,30.0,10.0,5400,4418,3.308
54,1.0114145,205.55547,153.14925,100,3000.0,30.0,10.0,5500,4418,3.308
55,1.0114145,205.55547,153.14925,100,3000.0,30.0,10.0,5600,4418,3.308
56,1.0114145,205.55547,153.14925,100,3000.0,30.0,10.0,5700,4418,3.308
57,1.0114145,205.55547,153.14925,100,3000.0,30.0,10.0,5800,4418,3.308
58,1.0114145,205.55547,153.14925,100,3000.0,30.0,10.0,5900,4418,3.308
59,1.0114145,205.55547,153.14925,100,3000.0,30.0,10.0,6000,4418,3.308
60,1.0114145,205.55547,153.14925,100,3000.0,30.0,10.0,6100,4418,3.308
61,1.0114145,205.55547,153.14925,100,3000.0,30.0,10.0,6200,4418,3.308
62,1.0114145,205.55547,153.14925,100,3000.0,30.0,10.0,6300,4418,3.308
63,1.0114145,205.55547,153.14925,100,3000.0,30.0,10.0,6400,4418,3.308
64,1.0114145,205.55547,153.14925,100,3000.0,30.0,10.0,6500,4418,3.308
65,1.0114145,205.55547,153.14925,100,3000.0,30.0,10.0,6600,4418,3.308
66,1.0114145,205.55547,153.14925,100,3000.0,30.0,10.0,6700,4418,3.308
67,1.0114145,205.55547,153.14925,100,3000.0,30.0,10.0,6800,4418,3.308
68,1.0114145,205.55547,153.14925,100,3000.0,30.0,10.0,6900,4418,3.308
69,1.0114145,205.55547,153.14925,100,3000.0,30.0,10.0,7000,4418,3.308
70,1.0114145,205.55547,153.14925,100,3000.0,30.0,10.0,7100,4418,3.308
