iteracion,fitness,gbestx,gbesty,puntos,inercia,C1,C2,evals,evals to best,tiempo_al_mejor
0,8.072684,109.352394,146.64667,100,3000.0,30.0,10.0,100,32,0.071
1,6.813176,520.75653,157.36653,100,3000.0,30.0,10.0,200,136,0.149
2,5.7971306,517.7629,157.17165,100,3000.0,30.0,10.0,300,236,0.224
3,5.10365,514.7692,156.97676,100,3000.0,30.0,10.0,400,336,0.299
4,4.748763,511.77557,156.78188,100,3000.0,30.0,10.0,500,436,0.372
5,4.737338,508.78192,156.58699,100,3000.0,30.0,10.0,600,536,0.445
6,4.737338,508.78192,156.58699,100,3000.0,30.0,10.0,700,536,0.445
7,4.737338,508.78192,156.58699,100,3000.0,30.0,10.0,800,536,0.445
8,4.737338,508.78192,156.58699,100,3000.0,30.0,10.0,900,536,0.445
9,4.737338,508.78192,156.58699,100,3000.0,30.0,10.0,1000,536,0.445
10,4.737338,508.78192,156.58699,100,3000.0,30.0,10.0,1100,536,0.445
11,4.737338,508.78192,156.58699,100,3000.0,30.0,10.0,1200,536,0.445
12,4.737338,508.78192,156.58699,100,3000.0,30.0,10.0,1300,536,0.445
13,4.737338,508.78192,156.58699,100,3000.0,30.0,10.0,1400,536,0.445
14,4.737338,508.78192,156.58699,100,3000.0,30.0,10.0,1500,536,0.445
15,4.737338,508.78192,156.58699,100,3000.0,30.0,10.0,1600,536,0.445
16,4.6845913,98.65053,155.50465,100,3000.0,30.0,10.0,1700,1670,1.246
17,4.294071,101.64975,155.43628,100,3000.0,30.0,10.0,1800,1770,1.319
18,4.243313,104.64897,155.3679,100,3000.0,30.0,10.0,1900,1870,1.391
19,4.243313,104.64897,155.3679,100,3000.0,30.0,10.0,2000,1870,1.391
20,3.4711285,417.8626,149.85063,100,3000.0,30.0,10.0,2100,2097,1.539
21,2.671258,414.8626,149.844,100,3000.0,30.0,10.0,2200,2197,1.612
22,2.1935377,411.8626,149.83736,100,3000.0,30.0,10.0,2300,2297,1.685
23,2.0521784,408.8626,149.83072,100,3000.0,30.0,10.0,2400,2397,1.758
24,2.0521784,408.8626,149.83072,100,3000.0,30.0,10.0,2500,2397,1.758
25,2.0521784,408.8626,149.83072,100,3000.0,30.0,10.0,2600,2397,1.758
26,2.0521784,408.8626,149.83072,100,3000.0,30.0,10.0,2700,2397,1.758
27,2.0521784,408.8626,149.83072,100,3000.0,30.0,10.0,2800,2397,1.758
28,2.0521784,408.8626,149.83072,100,3000.0,30.0,10.0,2900,2397,1.758
29,2.0521784,408.8626,149.83072,100,3000.0,30.0,10.0,3000,2397,1.758
30,2.0521784,408.8626,149.83072,100,3000.0,30.0,10.0,3100,2397,1.758
31,2.0521784,408.8626,149.83072,100,3000.0,30.0,10.0,3200,2397,1.758
32,2.0521784,408.8626,149.83072,100,3000.0,30.0,10.0,3300,2397,1.758
33,2.0521784,408.8626,149.83072,100,3000.0,30.0,10.0,3400,2397,1.758
34,2.0521784,408.8626,149.83072,100,3000.0,30.0,10.0,3500,2397,1.758
35,2.0521784,408.8626,149.83072,100,3000.0,30.0,10.0,3600,2397,1.758
36,1.9606285,415.86688,154.77454,100,3000.0,30.0,10.0,3700,3636,2.7
37,1.3889685,412.8687,154.87952,100,3000.0,30.0,10.0,3800,3736,2.772
38,1.1513891,409.87054,154.9845,100,3000.0,30.0,10.0,3900,3836,2.844
39,1.1513891,409.87054,154.9845,100,3000.0,30.0,10.0,4000,3836,2.844
40,1.1513891,409.87054,154.9845,100,3000.0,30.0,10.0,4100,3836,2.844
41,1.1513891,409.87054,154.9845,100,3000.0,30.0,10.0,4200,3836,2.844
42,1.1513891,409.87054,154.9845,100,3000.0,30.0,10.0,4300,3836,2.844
43,1.1513891,409.87054,154.9845,100,3000.0,30.0,10.0,4400,3836,2.844
44,1.1513891,409.87054,154.9845,100,3000.0,30.0,10.0,4500,3836,2.844
45,1.1136503,305.10037,101.97415,100,3000.0,30.0,10.0,4600,4541,3.349
46,0.998085,306.83618,102.56736,100,3000.0,30.0,10.0,4700,4674,3.421
47,0.998085,306.83618,102.56736,100,3000.0,30.0,10.0,4800,4674,3.421
48,0.998085,306.83618,102.56736,100,3000.0,30.0,10.0,4900,4674,3.421
49,0.998085,306.83618,102.56736,100,3000.0,30.0,10.0,5000,4674,3.421
50,0.998085,306.83618,102.56736,100,3000.0,30.0,10.0,5100,4674,3.421
51,0.998085,306.83618,102.56736,100,3000.0,30.0,10.0,5200,4674,3.421
52,0.998085,306.83618,102.56736,100,3000.0,30.0,10.0,5300,4674,3.421
53,0.998085,306.83618,102.56736,100,3000.0,30.0,10.0,5400,4674,3.421
54,0.998085,306.83618,102.56736,100,3000.0,30.0,10.0,5500,4674,3.421
55,0.998085,306.83618,102.56736,100,3000.0,30.0,10.0,5600,4674,3.421
56,0.998085,306.83618,102.56736,100,3000.0,30.0,10.0,5700,4674,3.421
57,0.998085,306.83618,102.56736,100,3000.0,30.0,10.0,5800,4674,3.421
58,0.998085,306.83618,102.56736,100,3000.0,30.0,10.0,5900,4674,3.421
59,0.998085,306.83618,102.56736,100,3000.0,30.0,10.0,6000,4674,3.421
60,0.998085,306.83618,102.56736,100,3000.0,30.0,10.0,6100,4674,3.421
61,0.998085,306.83618,102.56736,100,3000.0,30.0,10.0,6200,4674,3.421
