iteracion,fitness,gbestx,gbesty,puntos,inercia,C1,C2,evals,evals to best,tiempo_al_mejor
0,5.03973,509.51486,203.96411,100,3000.0,30.0,10.0,100,14,0.07
1,5.03973,509.51486,203.96411,100,3000.0,30.0,10.0,200,14,0.07
2,5.03973,509.51486,203.96411,100,3000.0,30.0,10.0,300,14,0.07
3,5.03973,509.51486,203.96411,100,3000.0,30.0,10.0,400,14,0.07
4,5.03973,509.51486,203.96411,100,3000.0,30.0,10.0,500,14,0.07
5,5.03973,509.51486,203.96411,100,3000.0,30.0,10.0,600,14,0.07
6,5.03973,509.51486,203.96411,100,3000.0,30.0,10.0,700,14,0.07
7,5.03973,509.51486,203.96411,100,3000.0,30.0,10.0,800,14,0.07
8,5.03973,509.51486,203.96411,100,3000.0,30.0,10.0,900,14,0.07
9,5.03973,509.51486,203.96411,100,3000.0,30.0,10.0,1000,14,0.07
10,5.03973,509.51486,203.96411,100,3000.0,30.0,10.0,1100,14,0.07
11,5.03973,509.51486,203.96411,100,3000.0,30.0,10.0,1200,14,0.07
12,5.03973,509.51486,203.96411,100,3000.0,30.0,10.0,1300,14,0.07
13,5.03973,509.51486,203.96411,100,3000.0,30.0,10.0,1400,14,0.07
14,5.03973,509.51486,203.96411,100,3000.0,30.0,10.0,1500,14,0.07
15,5.03973,509.51486,203.96411,100,3000.0,30.0,10.0,1600,14,0.07
16,5.03973,509.51486,203.96411,100,3000.0,30.0,10.0,1700,14,0.07
17,4.7808433,311.58716,257.89572,100,3000.0,30.0,10.0,1800,1748,1.31
18,4.7024765,313.4172,255.51854,100,3000.0,30.0,10.0,1900,1848,1.383
19,4.7024765,313.4172,255.51854,100,3000.0,30.0,10.0,2000,1848,1.383
20,3.8074632,209.66995,98.21974,100,3000.0,30.0,10.0,2100,2065,1.529
21,2.7613802,201.29292,100.17018,100,3000.0,30.0,10.0,2200,2167,1.601
22,2.0913715,203.831,101.76961,100,3000.0,30.0,10.0,2300,2267,1.673
23,2.0490274,206.36906,103.36903,100,3000.0,30.0,10.0,2400,2367,1.744
24,2.0490274,206.36906,103.36903,100,3000.0,30.0,10.0,2500,2367,1.744
25,2.0490274,206.36906,103.36903,100,3000.0,30.0,10.0,2600,2367,1.744
26,2.0490274,206.36906,103.36903,100,3000.0,30.0,10.0,2700,2367,1.744
27,2.0490274,206.36906,103.36903,100,3000.0,30.0,10.0,2800,2367,1.744
28,2.0490274,206.36906,103.36903,100,3000.0,30.0,10.0,2900,2367,1.744
29,1.6776676,312.80057,101.53714,100,3000.0,30.0,10.0,3000,2912,2.189
30,1.6776676,312.80057,101.53714,100,3000.0,30.0,10.0,3100,2912,2.189
31,1.524746,309.39743,149.19461,100,3000.0,30.0,10.0,3200,3168,2.333
32,1.3192978,312.2132,150.22972,100,3000.0,30.0,10.0,3300,3268,2.405
33,1.3192978,312.2132,150.22972,100,3000.0,30.0,10.0,3400,3268,2.405
34,1.3192978,312.2132,150.22972,100,3000.0,30.0,10.0,3500,3268,2.405
35,1.3192978,312.2132,150.22972,100,3000.0,30.0,10.0,3600,3268,2.405
36,1.3192978,312.2132,150.22972,100,3000.0,30.0,10.0,3700,3268,2.405
37,1.3192978,312.2132,150.22972,100,3000.0,30.0,10.0,3800,3268,2.405
38,1.3192978,312.2132,150.22972,100,3000.0,30.0,10.0,3900,3268,2.405
39,1.3192978,312.2132,150.22972,100,3000.0,30.0,10.0,4000,3268,2.405
40,1.3192978,312.2132,150.22972,100,3000.0,30.0,10.0,4100,3268,2.405
41,1.3192978,312.2132,150.22972,100,3000.0,30.0,10.0,4200,3268,2.405
42,1.3192978,312.2132,150.22972,100,3000.0,30.0,10.0,4300,3268,2.405
43,1.3192978,312.2132,150.22972,100,3000.0,30.0,10.0,4400,3268,2.405
44,1.3192978,312.2132,150.22972,100,3000.0,30.0,10.0,4500,3268,2.405
45,1.3192978,312.2132,150.22972,100,3000.0,30.0,10.0,4600,3268,2.405
46,1.3192978,312.2132,150.22972,100,3000.0,30.0,10.0,4700,3268,2.405
47,1.3192978,312.2132,150.22972,100,3000.0,30.0,10.0,4800,3268,2.405
48,1.3192978,312.2132,150.22972,100,3000.0,30.0,10.0,4900,3268,2.405
49,1.3192978,312.2132,150.22972,100,3000.0,30.0,10.0,5000,3268,2.405
50,1.3192978,312.2132,150.22972,100,3000.0,30.0,10.0,5100,3268,2.405
51,1.3192978,312.2132,150.22972,100,3000.0,30.0,10.0,5200,3268,2.405
52,0.90532494,310.01996,156.77902,100,3000.0,30.0,10.0,5300,5248,3.84
53,0.104548454,309.51007,153.82266,100,3000.0,30.0,10.0,5400,5348,3.913
54,0.104548454,309.51007,153.82266,100,3000.0,30.0,10.0,5500,5348,3.913
55,0.104548454,309.51007,153.82266,100,3000.0,30.0,10.0,5600,5348,3.913
56,0.104548454,309.51007,153.82266,100,3000.0,30.0,10.0,5700,5348,3.913
57,0.104548454,309.51007,153.82266,100,3000.0,30.0,10.0,5800,5348,3.913
58,0.104548454,309.51007,153.82266,100,3000.0,30.0,10.0,5900,5348,3.913
59,0.104548454,309.51007,153.82266,100,3000.0,30.0,10.0,6000,5348,3.913
60,0.104548454,309.51007,153.82266,100,3000.0,30.0,10.0,6100,5348,3.913
61,0.104548454,309.51007,153.82266,100,3000.0,30.0,10.0,6200,5348,3.913
62,0.104548454,309.51007,153.82266,100,3000.0,30.0,10.0,6300,5348,3.913
63,0.104548454,309.51007,153.82266,100,3000.0,30.0,10.0,6400,5348,3.913
64,0.104548454,309.51007,153.82266,100,3000.0,30.0,10.0,6500,5348,3.913
65,0.104548454,309.51007,153.82266,100,3000.0,30.0,10.0,6600,5348,3.913
66,0.104548454,309.51007,153.82266,100,3000.0,30.0,10.0,6700,5348,3.913
67,0.104548454,309.51007,153.82266,100,3000.0,30.0,10.0,6800,5348,3.913
68,0.104548454,309.51007,153.82266,100,3000.0,30.0,10.0,6900,5348,3.913
69,0.104548454,309.51007,153.82266,100,3000.0,30.0,10.0,7000,5348,3.913
70,0.104548454,309.51007,153.82266,100,3000.0,30.0,10.0,7100,5348,3.913
71,0.104548454,309.51007,153.82266,100,3000.0,30.0,10.0,7200,5348,3.913
72,0.104548454,309.51007,153.82266,100,3000.0,30.0,10.0,7300,5348,3.913
73,0.104548454,309.51007,153.82266,100,3000.0,30.0,10.0,7400,5348,3.913
74,0.104548454,309.51007,153.82266,100,3000.0,30.0,10.0,7500,5348,3.913
75,0.104548454,309.51007,153.82266,100,3000.0,30.0,10.0,7600,5348,3.913
76,0.104548454,309.51007,153.82266,100,3000.0,30.0,10.0,7700,5348,3.913
77,0.104548454,309.51007,153.82266,100,3000.0,30.0,10.0,7800,5348,3.913
78,0.104548454,309.51007,153.82266,100,3000.0,30.0,10.0,7900,5348,3.913
79,0.104548454,309.51007,153.82266,100,3000.0,30.0,10.0,8000,5348,3.913
80,0.104548454,309.51007,153.82266,100,3000.0,30.0,10.0,8100,5348,3.913
81,0.104548454,309.51007,153.82266,100,3000.0,30.0,10.0,8200,5348,3.913
82,0.104548454,309.51007,153.82266,100,3000.0,30.0,10.0,8300,5348,3.913
83,0.104548454,309.51007,153.82266,100,3000.0,30.0,10.0,8400,5348,3.913
84,0.104548454,309.51007,153.82266,100,3000.0,30.0,10.0,8500,5348,3.913
85,0.09601116,306.0997,154.5835,100,3000.0,30.0,10.0,8600,8549,6.214
86,0.09601116,306.0997,154.5835,100,3000.0,30.0,10.0,8700,8549,6.214
87,0.09601116,306.0997,154.5835,100,3000.0,30.0,10.0,8800,8549,6.214
88,0.09601116,306.0997,154.5835,100,3000.0,30.0,10.0,8900,8549,6.214
89,0.09601116,306.0997,154.5835,100,3000.0,30.0,10.0,9000,8549,6.214
90,0.09601116,306.0997,154.5835,100,3000.0,30.0,10.0,9100,8549,6.214
91,0.09601116,306.0997,154.5835,100,3000.0,30.0,10.0,9200,8549,6.214
92,0.09601116,306.0997,154.5835,100,3000.0,30.0,10.0,9300,8549,6.214
93,0.023503304,308.0456,153.23688,100,3000.0,30.0,10.0,9400,9329,6.842
94,0.023503304,308.0456,153.23688,100,3000.0,30.0,10.0,9500,9329,6.842
95,0.023503304,308.0456,153.23688,100,3000.0,30.0,10.0,9600,9329,6.842
96,0.023503304,308.0456,153.23688,100,3000.0,30.0,10.0,9700,9329,6.842
97,0.023503304,308.0456,153.23688,100,3000.0,30.0,10.0,9800,9329,6.842
98,0.023503304,308.0456,153.23688,100,3000.0,30.0,10.0,9900,9329,6.842
99,0.023503304,308.0456,153.23688,100,3000.0,30.0,10.0,10000,9329,6.842
100,0.023503304,308.0456,153.23688,100,3000.0,30.0,10.0,10100,9329,6.842
101,0.023503304,308.0456,153.23688,100,3000.0,30.0,10.0,10200,9329,6.842
102,0.023503304,308.0456,153.23688,100,3000.0,30.0,10.0,10300,9329,6.842
103,0.023503304,308.0456,153.23688,100,3000.0,30.0,10.0,10400,9329,6.842
104,0.023503304,308.0456,153.23688,100,3000.0,30.0,10.0,10500,9329,6.842
105,0.023503304,308.0456,153.23688,100,3000.0,30.0,10.0,10600,9329,6.842
106,0.023503304,308.0456,153.23688,100,3000.0,30.0,10.0,10700,9329,6.842
107,0.023503304,308.0456,153.23688,100,3000.0,30.0,10.0,10800,9329,6.842
108,0.023503304,308.0456,153.23688,100,3000.0,30.0,10.0,10900,9329,6.842
109,0.023503304,308.0456,153.23688,100,3000.0,30.0,10.0,11000,9329,6.842
110,0.023503304,308.0456,153.23688,100,3000.0,30.0,10.0,11100,9329,6.842
111,0.023503304,308.0456,153.23688,100,3000.0,30.0,10.0,11200,9329,6.842
112,0.023503304,308.0456,153.23688,100,3000.0,30.0,10.0,11300,9329,6.842
113,0.023503304,308.0456,153.23688,100,3000.0,30.0,10.0,11400,9329,6.842
