iteracion,fitness,semilla,gbestx,gbesty,puntos,inercia,C1,C2,evals,evals to best,tiempo_al_mejor
0,4.4788504,1774275254189,217.06573,204.86998,100,3000.0,30.0,10.0,100,58,0.415
1,4.4788504,1774275254189,217.06573,204.86998,100,3000.0,30.0,10.0,200,58,0.415
2,4.4788504,1774275254189,217.06573,204.86998,100,3000.0,30.0,10.0,300,58,0.415
3,4.4788504,1774275254189,217.06573,204.86998,100,3000.0,30.0,10.0,400,58,0.415
4,4.4788504,1774275254189,217.06573,204.86998,100,3000.0,30.0,10.0,500,58,0.415
5,4.4788504,1774275254189,217.06573,204.86998,100,3000.0,30.0,10.0,600,58,0.415
6,4.4788504,1774275254189,217.06573,204.86998,100,3000.0,30.0,10.0,700,58,0.415
7,4.4788504,1774275254189,217.06573,204.86998,100,3000.0,30.0,10.0,800,58,0.415
8,4.4788504,1774275254189,217.06573,204.86998,100,3000.0,30.0,10.0,900,58,0.415
9,4.4788504,1774275254189,217.06573,204.86998,100,3000.0,30.0,10.0,1000,58,0.415
10,4.4788504,1774275254189,217.06573,204.86998,100,3000.0,30.0,10.0,1100,58,0.415
11,4.4788504,1774275254189,217.06573,204.86998,100,3000.0,30.0,10.0,1200,58,0.415
12,4.1942806,1774275254189,195.8689,149.01767,100,3000.0,30.0,10.0,1300,1293,0.638
13,3.2844305,1774275254189,194.76497,151.80717,100,3000.0,30.0,10.0,1400,1393,0.66
14,3.2844305,1774275254189,194.76497,151.80717,100,3000.0,30.0,10.0,1500,1393,0.66
15,3.2844305,1774275254189,194.76497,151.80717,100,3000.0,30.0,10.0,1600,1393,0.66
16,3.2844305,1774275254189,194.76497,151.80717,100,3000.0,30.0,10.0,1700,1393,0.66
17,3.2844305,1774275254189,194.76497,151.80717,100,3000.0,30.0,10.0,1800,1393,0.66
18,3.2844305,1774275254189,194.76497,151.80717,100,3000.0,30.0,10.0,1900,1393,0.66
19,3.0098925,1774275254189,416.4016,157.29233,100,3000.0,30.0,10.0,2000,1994,0.773
20,2.442441,1774275254189,413.40524,157.43971,100,3000.0,30.0,10.0,2100,2094,0.793
21,2.207573,1774275254189,410.40887,157.5871,100,3000.0,30.0,10.0,2200,2194,0.813
22,2.207573,1774275254189,410.40887,157.5871,100,3000.0,30.0,10.0,2300,2194,0.813
23,2.207573,1774275254189,410.40887,157.5871,100,3000.0,30.0,10.0,2400,2194,0.813
24,2.207573,1774275254189,410.40887,157.5871,100,3000.0,30.0,10.0,2500,2194,0.813
25,2.207573,1774275254189,410.40887,157.5871,100,3000.0,30.0,10.0,2600,2194,0.813
26,2.207573,1774275254189,410.40887,157.5871,100,3000.0,30.0,10.0,2700,2194,0.813
27,2.0857553,1774275254189,411.0386,103.21659,100,3000.0,30.0,10.0,2800,2757,0.929
