iteracion,fitness,gbestx,gbesty,puntos,inercia,C1,C2,evals,evals to best,tiempo_al_mejor
0,2.6984406,414.67407,203.27399,100,3000.0,30.0,10.0,100,63,0.07
1,2.6984406,414.67407,203.27399,100,3000.0,30.0,10.0,200,63,0.07
2,2.6984406,414.67407,203.27399,100,3000.0,30.0,10.0,300,63,0.07
3,2.6984406,414.67407,203.27399,100,3000.0,30.0,10.0,400,63,0.07
4,2.6984406,414.67407,203.27399,100,3000.0,30.0,10.0,500,63,0.07
5,2.6984406,414.67407,203.27399,100,3000.0,30.0,10.0,600,63,0.07
6,2.6984406,414.67407,203.27399,100,3000.0,30.0,10.0,700,63,0.07
7,2.6984406,414.67407,203.27399,100,3000.0,30.0,10.0,800,63,0.07
8,2.6984406,414.67407,203.27399,100,3000.0,30.0,10.0,900,63,0.07
9,2.6984406,414.67407,203.27399,100,3000.0,30.0,10.0,1000,63,0.07
10,2.6984406,414.67407,203.27399,100,3000.0,30.0,10.0,1100,63,0.07
11,2.6984406,414.67407,203.27399,100,3000.0,30.0,10.0,1200,63,0.07
12,2.6984406,414.67407,203.27399,100,3000.0,30.0,10.0,1300,63,0.07
13,2.6984406,414.67407,203.27399,100,3000.0,30.0,10.0,1400,63,0.07
14,1.957634,200.89265,150.78493,100,3000.0,30.0,10.0,1500,1481,1.116
15,1.6494904,199.42575,153.40184,100,3000.0,30.0,10.0,1600,1581,1.189
16,1.6494904,199.42575,153.40184,100,3000.0,30.0,10.0,1700,1581,1.189
17,1.6494904,199.42575,153.40184,100,3000.0,30.0,10.0,1800,1581,1.189
18,1.6494904,199.42575,153.40184,100,3000.0,30.0,10.0,1900,1581,1.189
19,1.6494904,199.42575,153.40184,100,3000.0,30.0,10.0,2000,1581,1.189
20,1.6494904,199.42575,153.40184,100,3000.0,30.0,10.0,2100,1581,1.189
21,1.6494904,199.42575,153.40184,100,3000.0,30.0,10.0,2200,1581,1.189
22,1.6494904,199.42575,153.40184,100,3000.0,30.0,10.0,2300,1581,1.189
23,1.6494904,199.42575,153.40184,100,3000.0,30.0,10.0,2400,1581,1.189
24,1.6494904,199.42575,153.40184,100,3000.0,30.0,10.0,2500,1581,1.189
25,1.6494904,199.42575,153.40184,100,3000.0,30.0,10.0,2600,1581,1.189
26,1.6494904,199.42575,153.40184,100,3000.0,30.0,10.0,2700,1581,1.189
27,1.4982023,200.27496,154.17354,100,3000.0,30.0,10.0,2800,2702,2.07
28,1.0783796,203.21619,153.58264,100,3000.0,30.0,10.0,2900,2802,2.142
29,1.0363169,206.15741,152.99174,100,3000.0,30.0,10.0,3000,2902,2.214
30,1.0363169,206.15741,152.99174,100,3000.0,30.0,10.0,3100,2902,2.214
31,0.5310612,306.93607,156.2574,100,3000.0,30.0,10.0,3200,3110,2.361
32,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,3300,3210,2.437
33,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,3400,3210,2.437
34,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,3500,3210,2.437
35,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,3600,3210,2.437
36,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,3700,3210,2.437
37,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,3800,3210,2.437
38,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,3900,3210,2.437
39,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,4000,3210,2.437
40,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,4100,3210,2.437
41,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,4200,3210,2.437
42,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,4300,3210,2.437
43,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,4400,3210,2.437
44,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,4500,3210,2.437
45,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,4600,3210,2.437
46,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,4700,3210,2.437
47,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,4800,3210,2.437
48,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,4900,3210,2.437
49,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,5000,3210,2.437
50,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,5100,3210,2.437
51,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,5200,3210,2.437
52,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,5300,3210,2.437
53,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,5400,3210,2.437
54,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,5500,3210,2.437
55,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,5600,3210,2.437
56,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,5700,3210,2.437
57,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,5800,3210,2.437
58,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,5900,3210,2.437
59,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,6000,3210,2.437
60,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,6100,3210,2.437
61,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,6200,3210,2.437
62,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,6300,3210,2.437
63,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,6400,3210,2.437
64,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,6500,3210,2.437
65,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,6600,3210,2.437
66,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,6700,3210,2.437
67,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,6800,3210,2.437
68,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,6900,3210,2.437
69,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,7000,3210,2.437
70,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,7100,3210,2.437
71,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,7200,3210,2.437
72,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,7300,3210,2.437
73,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,7400,3210,2.437
74,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,7500,3210,2.437
75,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,7600,3210,2.437
76,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,7700,3210,2.437
77,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,7800,3210,2.437
78,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,7900,3210,2.437
79,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,8000,3210,2.437
80,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,8100,3210,2.437
81,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,8200,3210,2.437
82,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,8300,3210,2.437
83,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,8400,3210,2.437
84,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,8500,3210,2.437
85,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,8600,3210,2.437
86,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,8700,3210,2.437
87,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,8800,3210,2.437
88,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,8900,3210,2.437
89,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,9000,3210,2.437
90,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,9100,3210,2.437
91,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,9200,3210,2.437
92,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,9300,3210,2.437
93,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,9400,3210,2.437
94,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,9500,3210,2.437
95,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,9600,3210,2.437
96,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,9700,3210,2.437
97,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,9800,3210,2.437
98,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,9900,3210,2.437
99,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,10000,3210,2.437
100,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,10100,3210,2.437
101,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,10200,3210,2.437
102,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,10300,3210,2.437
103,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,10400,3210,2.437
104,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,10500,3210,2.437
105,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,10600,3210,2.437
106,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,10700,3210,2.437
107,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,10800,3210,2.437
108,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,10900,3210,2.437
109,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,11000,3210,2.437
110,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,11100,3210,2.437
111,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,11200,3210,2.437
112,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,11300,3210,2.437
113,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,11400,3210,2.437
114,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,11500,3210,2.437
115,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,11600,3210,2.437
116,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,11700,3210,2.437
117,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,11800,3210,2.437
118,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,11900,3210,2.437
119,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,12000,3210,2.437
120,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,12100,3210,2.437
121,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,12200,3210,2.437
122,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,12300,3210,2.437
123,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,12400,3210,2.437
124,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,12500,3210,2.437
125,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,12600,3210,2.437
126,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,12700,3210,2.437
127,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,12800,3210,2.437
128,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,12900,3210,2.437
129,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,13000,3210,2.437
130,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,13100,3210,2.437
131,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,13200,3210,2.437
132,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,13300,3210,2.437
133,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,13400,3210,2.437
134,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,13500,3210,2.437
135,0.038837433,305.78473,153.48712,100,3000.0,30.0,10.0,13600,3210,2.437
