iteracion,fitness,semilla,gbestx,gbesty,puntos,inercia,C1,C2,evals,evals to best,tiempo_al_mejor
0,7.3520412,1774275264294,113.036575,207.61006,100,3000.0,30.0,10.0,100,83,0.006
1,6.3916235,1774275264294,112.24478,204.71643,100,3000.0,30.0,10.0,200,183,0.015
2,6.3916235,1774275264294,112.24478,204.71643,100,3000.0,30.0,10.0,300,183,0.015
3,5.4829626,1774275264294,190.17297,155.9427,100,3000.0,30.0,10.0,400,375,0.052
4,5.4829626,1774275264294,190.17297,155.9427,100,3000.0,30.0,10.0,500,375,0.052
5,5.4829626,1774275264294,190.17297,155.9427,100,3000.0,30.0,10.0,600,375,0.052
6,5.4536304,1774275264294,298.4666,211.03386,100,3000.0,30.0,10.0,700,615,0.1
7,5.05071,1774275264294,295.94363,209.41074,100,3000.0,30.0,10.0,800,715,0.116
8,5.05071,1774275264294,295.94363,209.41074,100,3000.0,30.0,10.0,900,715,0.116
9,4.90954,1774275264294,417.8825,147.75467,100,3000.0,30.0,10.0,1000,925,0.153
10,4.225161,1774275264294,414.8861,147.60773,100,3000.0,30.0,10.0,1100,1025,0.172
11,3.864419,1774275264294,411.8897,147.46078,100,3000.0,30.0,10.0,1200,1125,0.193
12,3.8415575,1774275264294,408.8933,147.31384,100,3000.0,30.0,10.0,1300,1225,0.21
13,3.8415575,1774275264294,408.8933,147.31384,100,3000.0,30.0,10.0,1400,1225,0.21
14,3.8415575,1774275264294,408.8933,147.31384,100,3000.0,30.0,10.0,1500,1225,0.21
15,3.2210188,1774275264294,416.55487,206.1225,100,3000.0,30.0,10.0,1600,1543,0.258
16,2.4230394,1774275264294,413.84042,204.8451,100,3000.0,30.0,10.0,1700,1643,0.274
17,2.1404028,1774275264294,411.12598,203.56769,100,3000.0,30.0,10.0,1800,1743,0.293
18,2.1404028,1774275264294,411.12598,203.56769,100,3000.0,30.0,10.0,1900,1743,0.293
19,2.1404028,1774275264294,411.12598,203.56769,100,3000.0,30.0,10.0,2000,1743,0.293
20,2.1404028,1774275264294,411.12598,203.56769,100,3000.0,30.0,10.0,2100,1743,0.293
21,2.0395164,1774275264294,209.81601,150.61882,100,3000.0,30.0,10.0,2200,2181,0.36
22,2.0395164,1774275264294,209.81601,150.61882,100,3000.0,30.0,10.0,2300,2181,0.36
23,2.0395164,1774275264294,209.81601,150.61882,100,3000.0,30.0,10.0,2400,2181,0.36
24,2.0395164,1774275264294,209.81601,150.61882,100,3000.0,30.0,10.0,2500,2181,0.36
25,2.0395164,1774275264294,209.81601,150.61882,100,3000.0,30.0,10.0,2600,2181,0.36
