iteracion,fitness,gbestx,gbesty,puntos,inercia,C1,C2,evals,evals to best,tiempo_al_mejor
0,5.5466847,418.71857,209.53647,100,3000.0,30.0,10.0,100,12,0.073
1,4.283073,415.77264,208.96936,100,3000.0,30.0,10.0,200,112,0.147
2,3.366321,412.82672,208.40225,100,3000.0,30.0,10.0,300,212,0.222
3,2.8147383,409.8808,207.83514,100,3000.0,30.0,10.0,400,312,0.296
4,2.6359386,406.93488,207.26804,100,3000.0,30.0,10.0,500,412,0.368
5,2.6359386,406.93488,207.26804,100,3000.0,30.0,10.0,600,412,0.368
6,2.6359386,406.93488,207.26804,100,3000.0,30.0,10.0,700,412,0.368
7,2.6359386,406.93488,207.26804,100,3000.0,30.0,10.0,800,412,0.368
8,2.6359386,406.93488,207.26804,100,3000.0,30.0,10.0,900,412,0.368
9,2.6359386,406.93488,207.26804,100,3000.0,30.0,10.0,1000,412,0.368
10,2.6359386,406.93488,207.26804,100,3000.0,30.0,10.0,1100,412,0.368
11,1.7039337,311.54205,206.70963,100,3000.0,30.0,10.0,1200,1109,0.873
12,1.439765,311.7763,203.71878,100,3000.0,30.0,10.0,1300,1209,0.948
13,1.439765,311.7763,203.71878,100,3000.0,30.0,10.0,1400,1209,0.948
14,1.439765,311.7763,203.71878,100,3000.0,30.0,10.0,1500,1209,0.948
15,1.439765,311.7763,203.71878,100,3000.0,30.0,10.0,1600,1209,0.948
16,1.439765,311.7763,203.71878,100,3000.0,30.0,10.0,1700,1209,0.948
17,1.292264,303.25262,102.88608,100,3000.0,30.0,10.0,1800,1715,1.364
18,1.292264,303.25262,102.88608,100,3000.0,30.0,10.0,1900,1715,1.364
19,1.292264,303.25262,102.88608,100,3000.0,30.0,10.0,2000,1715,1.364
20,1.292264,303.25262,102.88608,100,3000.0,30.0,10.0,2100,1715,1.364
21,1.292264,303.25262,102.88608,100,3000.0,30.0,10.0,2200,1715,1.364
22,1.292264,303.25262,102.88608,100,3000.0,30.0,10.0,2300,1715,1.364
23,1.292264,303.25262,102.88608,100,3000.0,30.0,10.0,2400,1715,1.364
24,1.292264,303.25262,102.88608,100,3000.0,30.0,10.0,2500,1715,1.364
25,1.292264,303.25262,102.88608,100,3000.0,30.0,10.0,2600,1715,1.364
26,1.292264,303.25262,102.88608,100,3000.0,30.0,10.0,2700,1715,1.364
27,1.292264,303.25262,102.88608,100,3000.0,30.0,10.0,2800,1715,1.364
28,1.2431669,314.0749,155.79376,100,3000.0,30.0,10.0,2900,2809,2.21
29,0.9237356,314.04898,152.79387,100,3000.0,30.0,10.0,3000,2909,2.289
30,0.34488392,310.15042,155.14723,100,3000.0,30.0,10.0,3100,3087,2.362
31,0.0026311874,307.52972,153.68712,100,3000.0,30.0,10.0,3200,3187,2.438
32,0.0026311874,307.52972,153.68712,100,3000.0,30.0,10.0,3300,3187,2.438
33,0.0026311874,307.52972,153.68712,100,3000.0,30.0,10.0,3400,3187,2.438
34,0.0026311874,307.52972,153.68712,100,3000.0,30.0,10.0,3500,3187,2.438
35,0.0026311874,307.52972,153.68712,100,3000.0,30.0,10.0,3600,3187,2.438
36,0.0026311874,307.52972,153.68712,100,3000.0,30.0,10.0,3700,3187,2.438
37,0.0026311874,307.52972,153.68712,100,3000.0,30.0,10.0,3800,3187,2.438
38,0.0026311874,307.52972,153.68712,100,3000.0,30.0,10.0,3900,3187,2.438
39,0.0026311874,307.52972,153.68712,100,3000.0,30.0,10.0,4000,3187,2.438
40,0.0026311874,307.52972,153.68712,100,3000.0,30.0,10.0,4100,3187,2.438
41,0.0026311874,307.52972,153.68712,100,3000.0,30.0,10.0,4200,3187,2.438
42,0.0026311874,307.52972,153.68712,100,3000.0,30.0,10.0,4300,3187,2.438
43,0.0026311874,307.52972,153.68712,100,3000.0,30.0,10.0,4400,3187,2.438
44,0.0026311874,307.52972,153.68712,100,3000.0,30.0,10.0,4500,3187,2.438
45,0.0026311874,307.52972,153.68712,100,3000.0,30.0,10.0,4600,3187,2.438
46,0.0026311874,307.52972,153.68712,100,3000.0,30.0,10.0,4700,3187,2.438
47,0.0026311874,307.52972,153.68712,100,3000.0,30.0,10.0,4800,3187,2.438
48,0.0026311874,307.52972,153.68712,100,3000.0,30.0,10.0,4900,3187,2.438
49,0.0026311874,307.52972,153.68712,100,3000.0,30.0,10.0,5000,3187,2.438
50,0.0026311874,307.52972,153.68712,100,3000.0,30.0,10.0,5100,3187,2.438
51,0.0026311874,307.52972,153.68712,100,3000.0,30.0,10.0,5200,3187,2.438
52,0.0026311874,307.52972,153.68712,100,3000.0,30.0,10.0,5300,3187,2.438
53,0.0026311874,307.52972,153.68712,100,3000.0,30.0,10.0,5400,3187,2.438
54,0.0026311874,307.52972,153.68712,100,3000.0,30.0,10.0,5500,3187,2.438
55,0.0026311874,307.52972,153.68712,100,3000.0,30.0,10.0,5600,3187,2.438
56,0.0026311874,307.52972,153.68712,100,3000.0,30.0,10.0,5700,3187,2.438
57,0.0026311874,307.52972,153.68712,100,3000.0,30.0,10.0,5800,3187,2.438
