iteracion,fitness,semilla,gbestx,gbesty,puntos,inercia,C1,C2,evals,evals to best,tiempo_al_mejor
0,5.1017137,1774275426922,309.30237,259.20563,100,3000.0,30.0,10.0,100,8,0.016
1,4.379864,1774275426922,306.6681,257.77017,100,3000.0,30.0,10.0,200,108,0.041
2,4.2237043,1774275426922,304.0338,256.33472,100,3000.0,30.0,10.0,300,208,0.067
3,4.2237043,1774275426922,304.0338,256.33472,100,3000.0,30.0,10.0,400,208,0.067
4,4.2237043,1774275426922,304.0338,256.33472,100,3000.0,30.0,10.0,500,208,0.067
5,4.2237043,1774275426922,304.0338,256.33472,100,3000.0,30.0,10.0,600,208,0.067
6,4.2237043,1774275426922,304.0338,256.33472,100,3000.0,30.0,10.0,700,208,0.067
7,4.2237043,1774275426922,304.0338,256.33472,100,3000.0,30.0,10.0,800,208,0.067
8,3.1464605,1774275426922,206.71263,208.41588,100,3000.0,30.0,10.0,900,892,0.218
9,2.178875,1774275426922,207.69905,205.58269,100,3000.0,30.0,10.0,1000,992,0.243
10,2.178875,1774275426922,207.69905,205.58269,100,3000.0,30.0,10.0,1100,992,0.243
11,2.178875,1774275426922,207.69905,205.58269,100,3000.0,30.0,10.0,1200,992,0.243
12,2.178875,1774275426922,207.69905,205.58269,100,3000.0,30.0,10.0,1300,992,0.243
13,2.178875,1774275426922,207.69905,205.58269,100,3000.0,30.0,10.0,1400,992,0.243
14,2.178875,1774275426922,207.69905,205.58269,100,3000.0,30.0,10.0,1500,992,0.243
15,2.178875,1774275426922,207.69905,205.58269,100,3000.0,30.0,10.0,1600,992,0.243
16,2.178875,1774275426922,207.69905,205.58269,100,3000.0,30.0,10.0,1700,992,0.243
17,2.178875,1774275426922,207.69905,205.58269,100,3000.0,30.0,10.0,1800,992,0.243
18,2.178875,1774275426922,207.69905,205.58269,100,3000.0,30.0,10.0,1900,992,0.243
19,2.178875,1774275426922,207.69905,205.58269,100,3000.0,30.0,10.0,2000,992,0.243
20,2.178875,1774275426922,207.69905,205.58269,100,3000.0,30.0,10.0,2100,992,0.243
21,2.178875,1774275426922,207.69905,205.58269,100,3000.0,30.0,10.0,2200,992,0.243
22,2.178875,1774275426922,207.69905,205.58269,100,3000.0,30.0,10.0,2300,992,0.243
23,2.178875,1774275426922,207.69905,205.58269,100,3000.0,30.0,10.0,2400,992,0.243
24,1.5501451,1774275426922,314.0601,150.6017,100,3000.0,30.0,10.0,2500,2498,0.594
25,0.5256424,1774275426922,311.40698,152.00206,100,3000.0,30.0,10.0,2600,2598,0.62
26,0.048603058,1774275426922,308.75388,153.40242,100,3000.0,30.0,10.0,2700,2698,0.643
27,0.048603058,1774275426922,308.75388,153.40242,100,3000.0,30.0,10.0,2800,2698,0.643
28,0.048603058,1774275426922,308.75388,153.40242,100,3000.0,30.0,10.0,2900,2698,0.643
29,0.048603058,1774275426922,308.75388,153.40242,100,3000.0,30.0,10.0,3000,2698,0.643
30,0.048603058,1774275426922,308.75388,153.40242,100,3000.0,30.0,10.0,3100,2698,0.643
31,0.048603058,1774275426922,308.75388,153.40242,100,3000.0,30.0,10.0,3200,2698,0.643
32,0.048603058,1774275426922,308.75388,153.40242,100,3000.0,30.0,10.0,3300,2698,0.643
33,0.048603058,1774275426922,308.75388,153.40242,100,3000.0,30.0,10.0,3400,2698,0.643
34,0.048603058,1774275426922,308.75388,153.40242,100,3000.0,30.0,10.0,3500,2698,0.643
35,0.048603058,1774275426922,308.75388,153.40242,100,3000.0,30.0,10.0,3600,2698,0.643
36,0.048603058,1774275426922,308.75388,153.40242,100,3000.0,30.0,10.0,3700,2698,0.643
37,0.048603058,1774275426922,308.75388,153.40242,100,3000.0,30.0,10.0,3800,2698,0.643
38,0.048603058,1774275426922,308.75388,153.40242,100,3000.0,30.0,10.0,3900,2698,0.643
39,0.048603058,1774275426922,308.75388,153.40242,100,3000.0,30.0,10.0,4000,2698,0.643
40,0.048603058,1774275426922,308.75388,153.40242,100,3000.0,30.0,10.0,4100,2698,0.643
41,0.048603058,1774275426922,308.75388,153.40242,100,3000.0,30.0,10.0,4200,2698,0.643
42,0.048603058,1774275426922,308.75388,153.40242,100,3000.0,30.0,10.0,4300,2698,0.643
43,0.048603058,1774275426922,308.75388,153.40242,100,3000.0,30.0,10.0,4400,2698,0.643
44,0.048603058,1774275426922,308.75388,153.40242,100,3000.0,30.0,10.0,4500,2698,0.643
45,0.048603058,1774275426922,308.75388,153.40242,100,3000.0,30.0,10.0,4600,2698,0.643
