iteracion,fitness,gbestx,gbesty,puntos,inercia,C1,C2,evals,evals to best,tiempo_al_mejor
0,6.6950665,301.11368,163.01857,100,3000.0,30.0,10.0,100,75,0.069
1,5.5595326,298.62952,161.33664,100,3000.0,30.0,10.0,200,175,0.144
2,4.875005,296.14536,159.65471,100,3000.0,30.0,10.0,300,275,0.218
3,4.687005,293.6612,157.97278,100,3000.0,30.0,10.0,400,375,0.29
4,4.687005,293.6612,157.97278,100,3000.0,30.0,10.0,500,375,0.29
5,4.687005,293.6612,157.97278,100,3000.0,30.0,10.0,600,375,0.29
6,4.687005,293.6612,157.97278,100,3000.0,30.0,10.0,700,375,0.29
7,4.687005,293.6612,157.97278,100,3000.0,30.0,10.0,800,375,0.29
8,4.687005,293.6612,157.97278,100,3000.0,30.0,10.0,900,375,0.29
9,4.687005,293.6612,157.97278,100,3000.0,30.0,10.0,1000,375,0.29
10,4.687005,293.6612,157.97278,100,3000.0,30.0,10.0,1100,375,0.29
11,4.687005,293.6612,157.97278,100,3000.0,30.0,10.0,1200,375,0.29
12,4.687005,293.6612,157.97278,100,3000.0,30.0,10.0,1300,375,0.29
13,4.687005,293.6612,157.97278,100,3000.0,30.0,10.0,1400,375,0.29
14,4.687005,293.6612,157.97278,100,3000.0,30.0,10.0,1500,375,0.29
15,4.687005,293.6612,157.97278,100,3000.0,30.0,10.0,1600,375,0.29
16,4.687005,293.6612,157.97278,100,3000.0,30.0,10.0,1700,375,0.29
17,4.687005,293.6612,157.97278,100,3000.0,30.0,10.0,1800,375,0.29
18,4.687005,293.6612,157.97278,100,3000.0,30.0,10.0,1900,375,0.29
19,4.687005,293.6612,157.97278,100,3000.0,30.0,10.0,2000,375,0.29
20,4.687005,293.6612,157.97278,100,3000.0,30.0,10.0,2100,375,0.29
21,4.687005,293.6612,157.97278,100,3000.0,30.0,10.0,2200,375,0.29
22,4.687005,293.6612,157.97278,100,3000.0,30.0,10.0,2300,375,0.29
23,4.687005,293.6612,157.97278,100,3000.0,30.0,10.0,2400,375,0.29
24,4.687005,293.6612,157.97278,100,3000.0,30.0,10.0,2500,375,0.29
25,4.687005,293.6612,157.97278,100,3000.0,30.0,10.0,2600,375,0.29
26,4.687005,293.6612,157.97278,100,3000.0,30.0,10.0,2700,375,0.29
27,4.687005,293.6612,157.97278,100,3000.0,30.0,10.0,2800,375,0.29
28,4.687005,293.6612,157.97278,100,3000.0,30.0,10.0,2900,375,0.29
29,4.3186536,413.40695,209.72255,100,3000.0,30.0,10.0,3000,2978,2.208
30,3.0962782,410.76764,208.29634,100,3000.0,30.0,10.0,3100,3078,2.281
31,2.4156675,408.12833,206.87013,100,3000.0,30.0,10.0,3200,3178,2.353
32,2.2942944,405.489,205.44392,100,3000.0,30.0,10.0,3300,3278,2.428
33,2.1949759,314.94684,101.59389,100,3000.0,30.0,10.0,3400,3373,2.502
34,2.1102324,314.0419,104.45415,100,3000.0,30.0,10.0,3500,3473,2.574
35,2.1102324,314.0419,104.45415,100,3000.0,30.0,10.0,3600,3473,2.574
36,2.1102324,314.0419,104.45415,100,3000.0,30.0,10.0,3700,3473,2.574
37,2.1102324,314.0419,104.45415,100,3000.0,30.0,10.0,3800,3473,2.574
38,2.1102324,314.0419,104.45415,100,3000.0,30.0,10.0,3900,3473,2.574
39,2.1102324,314.0419,104.45415,100,3000.0,30.0,10.0,4000,3473,2.574
40,2.1102324,314.0419,104.45415,100,3000.0,30.0,10.0,4100,3473,2.574
41,2.1102324,314.0419,104.45415,100,3000.0,30.0,10.0,4200,3473,2.574
42,2.0458431,297.0715,152.1158,100,3000.0,30.0,10.0,4300,4214,3.158
43,1.1480427,299.38318,154.02791,100,3000.0,30.0,10.0,4400,4314,3.231
44,0.979579,301.69485,155.94002,100,3000.0,30.0,10.0,4500,4414,3.303
45,0.979579,301.69485,155.94002,100,3000.0,30.0,10.0,4600,4414,3.303
46,0.65307236,312.89008,154.3855,100,3000.0,30.0,10.0,4700,4695,3.448
47,0.65307236,312.89008,154.3855,100,3000.0,30.0,10.0,4800,4695,3.448
48,0.65307236,312.89008,154.3855,100,3000.0,30.0,10.0,4900,4695,3.448
49,0.65307236,312.89008,154.3855,100,3000.0,30.0,10.0,5000,4695,3.448
50,0.65307236,312.89008,154.3855,100,3000.0,30.0,10.0,5100,4695,3.448
51,0.65307236,312.89008,154.3855,100,3000.0,30.0,10.0,5200,4695,3.448
52,0.65307236,312.89008,154.3855,100,3000.0,30.0,10.0,5300,4695,3.448
53,0.65307236,312.89008,154.3855,100,3000.0,30.0,10.0,5400,4695,3.448
54,0.65307236,312.89008,154.3855,100,3000.0,30.0,10.0,5500,4695,3.448
55,0.65307236,312.89008,154.3855,100,3000.0,30.0,10.0,5600,4695,3.448
56,0.65307236,312.89008,154.3855,100,3000.0,30.0,10.0,5700,4695,3.448
57,0.65307236,312.89008,154.3855,100,3000.0,30.0,10.0,5800,4695,3.448
58,0.65307236,312.89008,154.3855,100,3000.0,30.0,10.0,5900,4695,3.448
59,0.65307236,312.89008,154.3855,100,3000.0,30.0,10.0,6000,4695,3.448
60,0.65307236,312.89008,154.3855,100,3000.0,30.0,10.0,6100,4695,3.448
61,0.65307236,312.89008,154.3855,100,3000.0,30.0,10.0,6200,4695,3.448
62,0.65307236,312.89008,154.3855,100,3000.0,30.0,10.0,6300,4695,3.448
63,0.65307236,312.89008,154.3855,100,3000.0,30.0,10.0,6400,4695,3.448
64,0.65307236,312.89008,154.3855,100,3000.0,30.0,10.0,6500,4695,3.448
65,0.44374275,302.69165,154.50279,100,3000.0,30.0,10.0,6600,6558,4.836
66,0.44374275,302.69165,154.50279,100,3000.0,30.0,10.0,6700,6558,4.836
67,0.44374275,302.69165,154.50279,100,3000.0,30.0,10.0,6800,6558,4.836
68,0.44374275,302.69165,154.50279,100,3000.0,30.0,10.0,6900,6558,4.836
