iteracion,fitness,semilla,gbestx,gbesty,puntos,inercia,C1,C2,evals,evals to best,tiempo_al_mejor
0,7.855837,1774275406682,191.10654,198.96188,100,3000.0,30.0,10.0,100,17,0.014
1,7.855837,1774275406682,191.10654,198.96188,100,3000.0,30.0,10.0,200,17,0.014
2,7.855837,1774275406682,191.10654,198.96188,100,3000.0,30.0,10.0,300,17,0.014
3,7.855837,1774275406682,191.10654,198.96188,100,3000.0,30.0,10.0,400,17,0.014
4,7.855837,1774275406682,191.10654,198.96188,100,3000.0,30.0,10.0,500,17,0.014
5,7.8094125,1774275406682,401.25293,46.929585,100,3000.0,30.0,10.0,600,519,0.13
6,7.8094125,1774275406682,401.25293,46.929585,100,3000.0,30.0,10.0,700,519,0.13
7,7.322279,1774275406682,522.153,103.4066,100,3000.0,30.0,10.0,800,767,0.173
8,6.244066,1774275406682,519.18494,102.970024,100,3000.0,30.0,10.0,900,867,0.193
9,5.495426,1774275406682,516.21686,102.53345,100,3000.0,30.0,10.0,1000,967,0.216
10,5.097066,1774275406682,513.2488,102.09687,100,3000.0,30.0,10.0,1100,1067,0.239
11,5.0589924,1774275406682,510.28073,101.66029,100,3000.0,30.0,10.0,1200,1167,0.263
12,5.0589924,1774275406682,510.28073,101.66029,100,3000.0,30.0,10.0,1300,1167,0.263
13,5.0589924,1774275406682,510.28073,101.66029,100,3000.0,30.0,10.0,1400,1167,0.263
14,5.0589924,1774275406682,510.28073,101.66029,100,3000.0,30.0,10.0,1500,1167,0.263
15,5.055024,1774275406682,197.40303,159.94058,100,3000.0,30.0,10.0,1600,1517,0.353
16,3.1296482,1774275406682,199.86368,158.22443,100,3000.0,30.0,10.0,1700,1617,0.379
17,1.797472,1774275406682,202.32433,156.50827,100,3000.0,30.0,10.0,1800,1717,0.401
18,1.1076593,1774275406682,204.78497,154.79211,100,3000.0,30.0,10.0,1900,1817,0.423
19,1.0859632,1774275406682,207.24562,153.07596,100,3000.0,30.0,10.0,2000,1917,0.447
20,1.0859632,1774275406682,207.24562,153.07596,100,3000.0,30.0,10.0,2100,1917,0.447
21,1.0859632,1774275406682,207.24562,153.07596,100,3000.0,30.0,10.0,2200,1917,0.447
22,1.0859632,1774275406682,207.24562,153.07596,100,3000.0,30.0,10.0,2300,1917,0.447
23,1.0859632,1774275406682,207.24562,153.07596,100,3000.0,30.0,10.0,2400,1917,0.447
24,1.0859632,1774275406682,207.24562,153.07596,100,3000.0,30.0,10.0,2500,1917,0.447
25,1.0859632,1774275406682,207.24562,153.07596,100,3000.0,30.0,10.0,2600,1917,0.447
26,1.0859632,1774275406682,207.24562,153.07596,100,3000.0,30.0,10.0,2700,1917,0.447
27,1.0859632,1774275406682,207.24562,153.07596,100,3000.0,30.0,10.0,2800,1917,0.447
28,1.0859632,1774275406682,207.24562,153.07596,100,3000.0,30.0,10.0,2900,1917,0.447
29,1.0859632,1774275406682,207.24562,153.07596,100,3000.0,30.0,10.0,3000,1917,0.447
30,1.0859632,1774275406682,207.24562,153.07596,100,3000.0,30.0,10.0,3100,1917,0.447
31,1.0859632,1774275406682,207.24562,153.07596,100,3000.0,30.0,10.0,3200,1917,0.447
32,1.0859632,1774275406682,207.24562,153.07596,100,3000.0,30.0,10.0,3300,1917,0.447
33,1.0859632,1774275406682,207.24562,153.07596,100,3000.0,30.0,10.0,3400,1917,0.447
34,1.0859632,1774275406682,207.24562,153.07596,100,3000.0,30.0,10.0,3500,1917,0.447
