iteracion,semilla,fitness,fitness_promedio,gbestx,gbesty,poblacion,tasa_mutacion,fuerza_mutacion,tam_torneo,evals,evals to best,tiempo_al_mejor
0,1775340415104,3.7930508,25.538237,208.59915,147.61066,100,0.0497931,1.9925495,5,200,169,0.052
1,1775340415104,2.4164753,16.837055,409.30316,157.98502,100,0.0497931,1.9925495,5,300,222,0.064
2,1775340415104,0.2567854,12.63559,305.11835,155.12247,100,0.0497931,1.9925495,5,400,303,0.117
3,1775340415104,0.2567854,10.290447,305.11835,155.12247,100,0.0497931,1.9925495,5,500,303,0.117
4,1775340415104,0.04005146,7.18417,308.19696,153.06999,100,0.0497931,1.9925495,5,600,567,0.22
5,1775340415104,0.029615402,0.989767,307.62125,153.01083,100,0.0497931,1.9925495,5,700,624,0.27
6,1775340415104,0.009209633,0.21301433,307.88333,153.52954,100,0.0497931,1.9925495,5,800,766,0.32
7,1775340415104,3.671646E-4,0.067573875,307.09973,153.55167,100,0.0497931,1.9925495,5,900,898,0.372
8,1775340415104,2.1362305E-4,0.018135805,307.09528,153.59062,100,0.0497931,1.9925495,5,1000,952,0.421
9,1775340415104,1.2111664E-4,0.008538313,307.12717,153.5839,100,0.0497931,1.9925495,5,1100,1041,0.473
10,1775340415104,1.9073486E-5,0.0036755563,307.23157,153.59763,100,0.0497931,1.9925495,5,1200,1135,0.522
11,1775340415104,2.861023E-6,0.008379984,307.1959,153.59404,100,0.0497931,1.9925495,5,1300,1214,0.576
12,1775340415104,9.536743E-7,0.009241419,307.19482,153.59944,100,0.0497931,1.9925495,5,1400,1383,0.619
13,1775340415104,0.0,0.010864544,307.1983,153.59859,100,0.0497931,1.9925495,5,1500,1458,0.669
14,1775340415104,0.0,0.002197008,307.1983,153.59859,100,0.0497931,1.9925495,5,1600,1458,0.669
15,1775340415104,0.0,0.011954708,307.1983,153.59859,100,0.0497931,1.9925495,5,1700,1458,0.669
16,1775340415104,0.0,0.0064323423,307.1983,153.59859,100,0.0497931,1.9925495,5,1800,1458,0.669
17,1775340415104,0.0,0.0042832945,307.1983,153.59859,100,0.0497931,1.9925495,5,1900,1458,0.669
18,1775340415104,0.0,0.004076691,307.1983,153.59859,100,0.0497931,1.9925495,5,2000,1458,0.669
19,1775340415104,0.0,0.0064367484,307.1983,153.59859,100,0.0497931,1.9925495,5,2100,1458,0.669
20,1775340415104,0.0,0.0070310305,307.1983,153.59859,100,0.0497931,1.9925495,5,2200,1458,0.669
21,1775340415104,0.0,0.007122984,307.1983,153.59859,100,0.0497931,1.9925495,5,2300,1458,0.669
22,1775340415104,0.0,0.0021899224,307.1983,153.59859,100,0.0497931,1.9925495,5,2400,1458,0.669
23,1775340415104,0.0,0.01345748,307.1983,153.59859,100,0.0497931,1.9925495,5,2500,1458,0.669
24,1775340415104,0.0,0.0028477574,307.1983,153.59859,100,0.0497931,1.9925495,5,2600,1458,0.669
25,1775340415104,0.0,0.004221706,307.1983,153.59859,100,0.0497931,1.9925495,5,2700,1458,0.669
26,1775340415104,0.0,0.00790473,307.1983,153.59859,100,0.0497931,1.9925495,5,2800,1458,0.669
27,1775340415104,0.0,0.010143451,307.1983,153.59859,100,0.0497931,1.9925495,5,2900,1458,0.669
28,1775340415104,0.0,0.003671713,307.1983,153.59859,100,0.0497931,1.9925495,5,3000,1458,0.669
29,1775340415104,0.0,0.008312464,307.1983,153.59859,100,0.0497931,1.9925495,5,3100,1458,0.669
30,1775340415104,0.0,0.005239439,307.1983,153.59859,100,0.0497931,1.9925495,5,3200,1458,0.669
31,1775340415104,0.0,0.0074737454,307.1983,153.59859,100,0.0497931,1.9925495,5,3300,1458,0.669
32,1775340415104,0.0,0.007206125,307.1983,153.59859,100,0.0497931,1.9925495,5,3400,1458,0.669
33,1775340415104,0.0,0.010840911,307.1983,153.59859,100,0.0497931,1.9925495,5,3500,1458,0.669
34,1775340415104,0.0,0.0028934574,307.1983,153.59859,100,0.0497931,1.9925495,5,3600,1458,0.669
35,1775340415104,0.0,0.0031426144,307.1983,153.59859,100,0.0497931,1.9925495,5,3700,1458,0.669
36,1775340415104,0.0,0.005565119,307.1983,153.59859,100,0.0497931,1.9925495,5,3800,1458,0.669
37,1775340415104,0.0,0.0024724961,307.1983,153.59859,100,0.0497931,1.9925495,5,3900,1458,0.669
38,1775340415104,0.0,0.0071614836,307.1983,153.59859,100,0.0497931,1.9925495,5,4000,1458,0.669
39,1775340415104,0.0,0.0015480614,307.1983,153.59859,100,0.0497931,1.9925495,5,4100,1458,0.669
40,1775340415104,0.0,0.0053662206,307.1983,153.59859,100,0.0497931,1.9925495,5,4200,1458,0.669
41,1775340415104,0.0,0.0072337054,307.1983,153.59859,100,0.0497931,1.9925495,5,4300,1458,0.669
42,1775340415104,0.0,0.008704863,307.1983,153.59859,100,0.0497931,1.9925495,5,4400,1458,0.669
43,1775340415104,0.0,0.005137529,307.1983,153.59859,100,0.0497931,1.9925495,5,4500,1458,0.669
44,1775340415104,0.0,0.005633507,307.1983,153.59859,100,0.0497931,1.9925495,5,4600,1458,0.669
45,1775340415104,0.0,0.002825632,307.1983,153.59859,100,0.0497931,1.9925495,5,4700,1458,0.669
46,1775340415104,0.0,0.009899025,307.1983,153.59859,100,0.0497931,1.9925495,5,4800,1458,0.669
47,1775340415104,0.0,0.011948871,307.1983,153.59859,100,0.0497931,1.9925495,5,4900,1458,0.669
48,1775340415104,0.0,0.0063033295,307.1983,153.59859,100,0.0497931,1.9925495,5,5000,1458,0.669
49,1775340415104,0.0,2.0943642E-4,307.1983,153.59859,100,0.0497931,1.9925495,5,5100,1458,0.669
50,1775340415104,0.0,0.006411629,307.1983,153.59859,100,0.0497931,1.9925495,5,5200,1458,0.669
51,1775340415104,0.0,0.0059062387,307.1983,153.59859,100,0.0497931,1.9925495,5,5300,1458,0.669
52,1775340415104,0.0,0.0033286286,307.1983,153.59859,100,0.0497931,1.9925495,5,5400,1458,0.669
53,1775340415104,0.0,0.0010103035,307.1983,153.59859,100,0.0497931,1.9925495,5,5500,1458,0.669
54,1775340415104,0.0,0.0028140354,307.1983,153.59859,100,0.0497931,1.9925495,5,5600,1458,0.669
55,1775340415104,0.0,0.008949871,307.1983,153.59859,100,0.0497931,1.9925495,5,5700,1458,0.669
56,1775340415104,0.0,0.009194336,307.1983,153.59859,100,0.0497931,1.9925495,5,5800,1458,0.669
57,1775340415104,0.0,0.015291491,307.1983,153.59859,100,0.0497931,1.9925495,5,5900,1458,0.669
58,1775340415104,0.0,0.00391222,307.1983,153.59859,100,0.0497931,1.9925495,5,6000,1458,0.669
59,1775340415104,0.0,0.003927431,307.1983,153.59859,100,0.0497931,1.9925495,5,6100,1458,0.669
60,1775340415104,0.0,0.005760708,307.1983,153.59859,100,0.0497931,1.9925495,5,6201,1458,0.669
61,1775340415104,0.0,0.0030804444,307.1983,153.59859,100,0.0497931,1.9925495,5,6301,1458,0.669
62,1775340415104,0.0,0.0055318926,307.1983,153.59859,100,0.0497931,1.9925495,5,6401,1458,0.669
63,1775340415104,0.0,0.0045380117,307.1983,153.59859,100,0.0497931,1.9925495,5,6501,1458,0.669
64,1775340415104,0.0,0.009347496,307.1983,153.59859,100,0.0497931,1.9925495,5,6601,1458,0.669
65,1775340415104,0.0,1.1507988E-4,307.1983,153.59859,100,0.0497931,1.9925495,5,6701,1458,0.669
66,1775340415104,0.0,0.0053093717,307.1983,153.59859,100,0.0497931,1.9925495,5,6801,1458,0.669
67,1775340415104,0.0,0.00485836,307.1983,153.59859,100,0.0497931,1.9925495,5,6901,1458,0.669
68,1775340415104,0.0,0.002947998,307.1983,153.59859,100,0.0497931,1.9925495,5,7001,1458,0.669
69,1775340415104,0.0,0.005180378,307.1983,153.59859,100,0.0497931,1.9925495,5,7101,1458,0.669
70,1775340415104,0.0,0.010388584,307.1983,153.59859,100,0.0497931,1.9925495,5,7201,1458,0.669
71,1775340415104,0.0,0.0023544026,307.1983,153.59859,100,0.0497931,1.9925495,5,7301,1458,0.669
72,1775340415104,0.0,0.0051431465,307.1983,153.59859,100,0.0497931,1.9925495,5,7401,1458,0.669
73,1775340415104,0.0,0.0057125,307.1983,153.59859,100,0.0497931,1.9925495,5,7501,1458,0.669
