iteracion,fitness,gbestx,gbesty,poblacion,tasa_mutacion,fuerza_mutacion,tam_torneo,evals,evals to best,tiempo_al_mejor
0,1.107233,410.2498,154.6702,100,0.1,55.0,3,100,15,0.005
1,0.96597576,304.94415,157.01505,100,0.1,55.0,3,200,170,0.012
2,0.56842613,310.7846,155.682,100,0.1,55.0,3,300,226,0.03
3,0.56842613,310.7846,155.682,100,0.1,55.0,3,400,226,0.03
4,0.0731926,308.78134,153.01468,100,0.1,55.0,3,500,419,0.065
5,0.0731926,308.78134,153.01468,100,0.1,55.0,3,600,419,0.065
6,0.02821064,306.96344,154.1991,100,0.1,55.0,3,700,692,0.097
7,0.0021133423,306.93604,153.70244,100,0.1,55.0,3,800,759,0.117
8,0.0021133423,306.93604,153.70244,100,0.1,55.0,3,900,759,0.117
9,1.8119812E-4,307.23627,153.64548,100,0.1,55.0,3,1000,912,0.148
10,1.6212463E-5,307.2154,153.61304,100,0.1,55.0,3,1100,1080,0.167
11,1.6212463E-5,307.2154,153.61304,100,0.1,55.0,3,1200,1080,0.167
12,3.8146973E-6,307.20923,153.60565,100,0.1,55.0,3,1300,1290,0.197
13,9.536743E-7,307.20758,153.59991,100,0.1,55.0,3,1400,1387,0.217
14,0.0,307.19638,153.59973,100,0.1,55.0,3,1500,1421,0.231
15,0.0,307.19638,153.59973,100,0.1,55.0,3,1600,1421,0.231
16,0.0,307.19638,153.59973,100,0.1,55.0,3,1700,1421,0.231
17,0.0,307.19638,153.59973,100,0.1,55.0,3,1800,1421,0.231
18,0.0,307.19638,153.59973,100,0.1,55.0,3,1900,1421,0.231
19,0.0,307.19638,153.59973,100,0.1,55.0,3,2000,1421,0.231
20,0.0,307.19638,153.59973,100,0.1,55.0,3,2100,1421,0.231
21,0.0,307.19638,153.59973,100,0.1,55.0,3,2200,1421,0.231
22,0.0,307.19638,153.59973,100,0.1,55.0,3,2300,1421,0.231
23,0.0,307.19638,153.59973,100,0.1,55.0,3,2400,1421,0.231
24,0.0,307.19638,153.59973,100,0.1,55.0,3,2500,1421,0.231
25,0.0,307.19638,153.59973,100,0.1,55.0,3,2600,1421,0.231
26,0.0,307.19638,153.59973,100,0.1,55.0,3,2700,1421,0.231
27,0.0,307.19638,153.59973,100,0.1,55.0,3,2800,1421,0.231
28,0.0,307.19638,153.59973,100,0.1,55.0,3,2900,1421,0.231
29,0.0,307.19638,153.59973,100,0.1,55.0,3,3000,1421,0.231
30,0.0,307.19638,153.59973,100,0.1,55.0,3,3100,1421,0.231
31,0.0,307.19638,153.59973,100,0.1,55.0,3,3200,1421,0.231
32,0.0,307.19638,153.59973,100,0.1,55.0,3,3300,1421,0.231
33,0.0,307.19638,153.59973,100,0.1,55.0,3,3400,1421,0.231
34,0.0,307.19638,153.59973,100,0.1,55.0,3,3500,1421,0.231
35,0.0,307.19638,153.59973,100,0.1,55.0,3,3600,1421,0.231
36,0.0,307.19638,153.59973,100,0.1,55.0,3,3700,1421,0.231
37,0.0,307.19638,153.59973,100,0.1,55.0,3,3800,1421,0.231
38,0.0,307.19638,153.59973,100,0.1,55.0,3,3900,1421,0.231
39,0.0,307.19638,153.59973,100,0.1,55.0,3,4000,1421,0.231
40,0.0,307.19638,153.59973,100,0.1,55.0,3,4100,1421,0.231
41,0.0,307.19638,153.59973,100,0.1,55.0,3,4200,1421,0.231
42,0.0,307.19638,153.59973,100,0.1,55.0,3,4300,1421,0.231
43,0.0,307.19638,153.59973,100,0.1,55.0,3,4400,1421,0.231
44,0.0,307.19638,153.59973,100,0.1,55.0,3,4500,1421,0.231
45,0.0,307.19638,153.59973,100,0.1,55.0,3,4600,1421,0.231
46,0.0,307.19638,153.59973,100,0.1,55.0,3,4700,1421,0.231
47,0.0,307.19638,153.59973,100,0.1,55.0,3,4800,1421,0.231
48,0.0,307.19638,153.59973,100,0.1,55.0,3,4900,1421,0.231
49,0.0,307.19638,153.59973,100,0.1,55.0,3,5000,1421,0.231
50,0.0,307.19638,153.59973,100,0.1,55.0,3,5100,1421,0.231
51,0.0,307.19638,153.59973,100,0.1,55.0,3,5200,1421,0.231
52,0.0,307.19638,153.59973,100,0.1,55.0,3,5300,1421,0.231
53,0.0,307.19638,153.59973,100,0.1,55.0,3,5400,1421,0.231
54,0.0,307.19638,153.59973,100,0.1,55.0,3,5500,1421,0.231
55,0.0,307.19638,153.59973,100,0.1,55.0,3,5600,1421,0.231
56,0.0,307.19638,153.59973,100,0.1,55.0,3,5700,1421,0.231
57,0.0,307.19638,153.59973,100,0.1,55.0,3,5800,1421,0.231
58,0.0,307.19638,153.59973,100,0.1,55.0,3,5900,1421,0.231
59,0.0,307.19638,153.59973,100,0.1,55.0,3,6000,1421,0.231
60,0.0,307.19638,153.59973,100,0.1,55.0,3,6100,1421,0.231
61,0.0,307.19638,153.59973,100,0.1,55.0,3,6200,1421,0.231
62,0.0,307.19638,153.59973,100,0.1,55.0,3,6300,1421,0.231
63,0.0,307.19638,153.59973,100,0.1,55.0,3,6400,1421,0.231
64,0.0,307.19638,153.59973,100,0.1,55.0,3,6500,1421,0.231
