iteracion,fitness,gbestx,gbesty,poblacion,tasa_mutacion,fuerza_mutacion,tam_torneo,evals,evals to best,tiempo_al_mejor
0,1.8725481,300.35327,204.32492,100,0.1,55.0,3,100,43,0.004
1,1.419487,413.00714,152.26738,100,0.1,55.0,3,200,147,0.009
2,0.2505827,303.68686,153.1127,100,0.1,55.0,3,300,296,0.043
3,0.2505827,303.68686,153.1127,100,0.1,55.0,3,400,296,0.043
4,0.12998962,309.07083,154.51895,100,0.1,55.0,3,500,402,0.075
5,0.02755642,307.18073,154.20346,100,0.1,55.0,3,600,526,0.093
6,0.02755642,307.18073,154.20346,100,0.1,55.0,3,700,526,0.093
7,0.02755642,307.18073,154.20346,100,0.1,55.0,3,800,526,0.093
8,0.02755642,307.18073,154.20346,100,0.1,55.0,3,900,526,0.093
9,0.02755642,307.18073,154.20346,100,0.1,55.0,3,1000,526,0.093
10,0.02755642,307.18073,154.20346,100,0.1,55.0,3,1100,526,0.093
11,0.02755642,307.18073,154.20346,100,0.1,55.0,3,1200,526,0.093
12,0.02755642,307.18073,154.20346,100,0.1,55.0,3,1300,526,0.093
13,0.02755642,307.18073,154.20346,100,0.1,55.0,3,1400,526,0.093
14,0.02755642,307.18073,154.20346,100,0.1,55.0,3,1500,526,0.093
15,0.02755642,307.18073,154.20346,100,0.1,55.0,3,1600,526,0.093
16,0.02755642,307.18073,154.20346,100,0.1,55.0,3,1700,526,0.093
17,0.02755642,307.18073,154.20346,100,0.1,55.0,3,1800,526,0.093
18,0.02755642,307.18073,154.20346,100,0.1,55.0,3,1900,526,0.093
19,0.02755642,307.18073,154.20346,100,0.1,55.0,3,2000,526,0.093
20,0.02686882,307.4418,154.18356,100,0.1,55.0,3,2100,2058,0.342
21,0.02686882,307.4418,154.18356,100,0.1,55.0,3,2200,2058,0.342
22,0.02686882,307.4418,154.18356,100,0.1,55.0,3,2300,2058,0.342
23,0.02686882,307.4418,154.18356,100,0.1,55.0,3,2400,2058,0.342
24,0.02686882,307.4418,154.18356,100,0.1,55.0,3,2500,2058,0.342
25,0.02686882,307.4418,154.18356,100,0.1,55.0,3,2600,2058,0.342
26,0.02686882,307.4418,154.18356,100,0.1,55.0,3,2700,2058,0.342
27,0.02686882,307.4418,154.18356,100,0.1,55.0,3,2800,2058,0.342
28,0.02686882,307.4418,154.18356,100,0.1,55.0,3,2900,2058,0.342
29,0.02686882,307.4418,154.18356,100,0.1,55.0,3,3000,2058,0.342
30,0.02686882,307.4418,154.18356,100,0.1,55.0,3,3100,2058,0.342
31,0.02686882,307.4418,154.18356,100,0.1,55.0,3,3200,2058,0.342
32,0.02686882,307.4418,154.18356,100,0.1,55.0,3,3300,2058,0.342
33,0.02686882,307.4418,154.18356,100,0.1,55.0,3,3400,2058,0.342
34,0.02686882,307.4418,154.18356,100,0.1,55.0,3,3500,2058,0.342
35,0.02686882,307.4418,154.18356,100,0.1,55.0,3,3600,2058,0.342
36,0.02686882,307.4418,154.18356,100,0.1,55.0,3,3700,2058,0.342
37,0.02686882,307.4418,154.18356,100,0.1,55.0,3,3800,2058,0.342
38,0.02686882,307.4418,154.18356,100,0.1,55.0,3,3900,2058,0.342
39,0.02686882,307.4418,154.18356,100,0.1,55.0,3,4000,2058,0.342
40,0.02686882,307.4418,154.18356,100,0.1,55.0,3,4100,2058,0.342
41,0.02686882,307.4418,154.18356,100,0.1,55.0,3,4200,2058,0.342
42,0.02686882,307.4418,154.18356,100,0.1,55.0,3,4300,2058,0.342
43,0.02686882,307.4418,154.18356,100,0.1,55.0,3,4400,2058,0.342
44,0.026867867,307.44202,154.18355,100,0.1,55.0,3,4500,4434,0.743
45,0.026867867,307.44202,154.18355,100,0.1,55.0,3,4600,4434,0.743
46,0.026867867,307.44202,154.18355,100,0.1,55.0,3,4700,4434,0.743
47,0.026867867,307.44202,154.18355,100,0.1,55.0,3,4800,4434,0.743
48,0.026867867,307.44202,154.18355,100,0.1,55.0,3,4900,4434,0.743
49,0.026867867,307.44202,154.18355,100,0.1,55.0,3,5000,4434,0.743
50,0.026867867,307.44202,154.18355,100,0.1,55.0,3,5100,4434,0.743
51,0.026867867,307.44202,154.18355,100,0.1,55.0,3,5200,4434,0.743
52,0.026867867,307.44202,154.18355,100,0.1,55.0,3,5300,4434,0.743
53,0.026866913,307.44205,154.18353,100,0.1,55.0,3,5400,5320,0.898
54,0.026866913,307.44205,154.18353,100,0.1,55.0,3,5500,5320,0.898
55,0.026866913,307.44205,154.18353,100,0.1,55.0,3,5600,5320,0.898
56,0.026866913,307.44205,154.18353,100,0.1,55.0,3,5700,5320,0.898
57,0.026866913,307.44205,154.18353,100,0.1,55.0,3,5800,5320,0.898
58,0.026866913,307.44205,154.18353,100,0.1,55.0,3,5900,5320,0.898
59,0.026866913,307.44205,154.18353,100,0.1,55.0,3,6000,5320,0.898
60,0.026866913,307.44205,154.18353,100,0.1,55.0,3,6100,5320,0.898
61,0.026866913,307.44205,154.18353,100,0.1,55.0,3,6200,5320,0.898
62,0.026866913,307.44205,154.18353,100,0.1,55.0,3,6300,5320,0.898
63,0.026866913,307.44205,154.18353,100,0.1,55.0,3,6400,5320,0.898
64,0.026866913,307.44205,154.18353,100,0.1,55.0,3,6500,5320,0.898
65,0.026866913,307.44205,154.18353,100,0.1,55.0,3,6600,5320,0.898
66,0.026866913,307.44205,154.18353,100,0.1,55.0,3,6700,5320,0.898
67,0.026866913,307.44205,154.18353,100,0.1,55.0,3,6800,5320,0.898
68,0.026866913,307.44205,154.18353,100,0.1,55.0,3,6900,5320,0.898
69,0.026866913,307.44205,154.18353,100,0.1,55.0,3,7000,5320,0.898
70,0.026866913,307.44205,154.18353,100,0.1,55.0,3,7100,5320,0.898
71,0.026866913,307.44205,154.18353,100,0.1,55.0,3,7200,5320,0.898
72,0.026866913,307.44205,154.18353,100,0.1,55.0,3,7300,5320,0.898
73,0.026866913,307.44205,154.18353,100,0.1,55.0,3,7400,5320,0.898
74,0.026866913,307.44205,154.18353,100,0.1,55.0,3,7500,5320,0.898
75,0.026866913,307.44205,154.18353,100,0.1,55.0,3,7600,5320,0.898
76,0.026866913,307.44205,154.18353,100,0.1,55.0,3,7700,5320,0.898
77,0.026866913,307.44205,154.18353,100,0.1,55.0,3,7800,5320,0.898
78,0.026866913,307.44205,154.18353,100,0.1,55.0,3,7900,5320,0.898
79,0.026866913,307.44205,154.18353,100,0.1,55.0,3,8000,5320,0.898
80,0.026866913,307.44205,154.18353,100,0.1,55.0,3,8100,5320,0.898
81,0.026866913,307.44205,154.18353,100,0.1,55.0,3,8200,5320,0.898
82,0.026866913,307.44205,154.18353,100,0.1,55.0,3,8300,5320,0.898
83,0.026866913,307.44205,154.18353,100,0.1,55.0,3,8400,5320,0.898
84,0.026866913,307.44205,154.18353,100,0.1,55.0,3,8500,5320,0.898
85,0.026866913,307.44205,154.18353,100,0.1,55.0,3,8600,5320,0.898
86,0.026866913,307.44205,154.18353,100,0.1,55.0,3,8700,5320,0.898
87,0.026866913,307.44205,154.18353,100,0.1,55.0,3,8800,5320,0.898
88,0.026866913,307.44205,154.18353,100,0.1,55.0,3,8900,5320,0.898
89,0.026866913,307.44205,154.18353,100,0.1,55.0,3,9000,5320,0.898
90,0.026866913,307.44205,154.18353,100,0.1,55.0,3,9100,5320,0.898
91,0.026866913,307.44205,154.18353,100,0.1,55.0,3,9200,5320,0.898
92,0.026866913,307.44205,154.18353,100,0.1,55.0,3,9300,5320,0.898
93,0.026866913,307.44205,154.18353,100,0.1,55.0,3,9400,5320,0.898
94,0.026866913,307.44205,154.18353,100,0.1,55.0,3,9500,5320,0.898
95,0.026866913,307.44205,154.18353,100,0.1,55.0,3,9600,5320,0.898
96,0.026866913,307.44205,154.18353,100,0.1,55.0,3,9700,5320,0.898
97,0.026866913,307.44205,154.18353,100,0.1,55.0,3,9800,5320,0.898
98,0.026866913,307.44205,154.18353,100,0.1,55.0,3,9900,5320,0.898
99,0.02613926,307.6933,153.06647,100,0.1,55.0,3,10000,9920,1.677
100,0.0026044846,307.5677,153.625,100,0.1,55.0,3,10100,10004,1.694
101,0.0026044846,307.5677,153.625,100,0.1,55.0,3,10200,10004,1.694
102,0.0026044846,307.5677,153.625,100,0.1,55.0,3,10300,10004,1.694
103,0.0026044846,307.5677,153.625,100,0.1,55.0,3,10400,10004,1.694
104,0.0026044846,307.5677,153.625,100,0.1,55.0,3,10500,10004,1.694
105,0.0026044846,307.5677,153.625,100,0.1,55.0,3,10600,10004,1.694
106,0.0026044846,307.5677,153.625,100,0.1,55.0,3,10700,10004,1.694
107,0.0026044846,307.5677,153.625,100,0.1,55.0,3,10800,10004,1.694
108,0.0026044846,307.5677,153.625,100,0.1,55.0,3,10900,10004,1.694
109,0.0026044846,307.5677,153.625,100,0.1,55.0,3,11000,10004,1.694
110,0.0026044846,307.5677,153.625,100,0.1,55.0,3,11100,10004,1.694
111,0.0026044846,307.5677,153.625,100,0.1,55.0,3,11200,10004,1.694
112,0.0026044846,307.5677,153.625,100,0.1,55.0,3,11300,10004,1.694
113,0.0026044846,307.5677,153.625,100,0.1,55.0,3,11400,10004,1.694
114,0.0026044846,307.5677,153.625,100,0.1,55.0,3,11500,10004,1.694
115,0.0026044846,307.5677,153.625,100,0.1,55.0,3,11600,10004,1.694
116,0.0026044846,307.5677,153.625,100,0.1,55.0,3,11700,10004,1.694
117,0.0026044846,307.5677,153.625,100,0.1,55.0,3,11800,10004,1.694
118,0.0026044846,307.5677,153.625,100,0.1,55.0,3,11900,10004,1.694
119,0.0026044846,307.5677,153.625,100,0.1,55.0,3,12000,10004,1.694
120,0.0026044846,307.5677,153.625,100,0.1,55.0,3,12100,10004,1.694
121,0.0026044846,307.5677,153.625,100,0.1,55.0,3,12200,10004,1.694
122,0.0026044846,307.5677,153.625,100,0.1,55.0,3,12300,10004,1.694
123,0.0026044846,307.5677,153.625,100,0.1,55.0,3,12400,10004,1.694
124,0.0026044846,307.5677,153.625,100,0.1,55.0,3,12500,10004,1.694
125,0.0026044846,307.5677,153.625,100,0.1,55.0,3,12600,10004,1.694
126,0.0026044846,307.5677,153.625,100,0.1,55.0,3,12700,10004,1.694
127,0.0026044846,307.5677,153.625,100,0.1,55.0,3,12800,10004,1.694
128,0.0026044846,307.5677,153.625,100,0.1,55.0,3,12900,10004,1.694
129,0.0026044846,307.5677,153.625,100,0.1,55.0,3,13000,10004,1.694
130,0.0026044846,307.5677,153.625,100,0.1,55.0,3,13100,10004,1.694
131,0.0026044846,307.5677,153.625,100,0.1,55.0,3,13200,10004,1.694
132,0.002603531,307.5673,153.62646,100,0.1,55.0,3,13300,13211,2.225
133,0.002603531,307.5673,153.62646,100,0.1,55.0,3,13400,13211,2.225
