iteracion,semilla,fitness,fitness_promedio,gbestx,gbesty,poblacion,tasa_mutacion,fuerza_mutacion,tam_torneo,evals,evals to best,tiempo_al_mejor
0,1775340353029,3.184042,29.19943,402.38452,100.47046,100,0.0497931,1.9925495,5,200,161,0.076
1,1775340353029,2.5895987,18.224041,413.2164,206.4595,100,0.0497931,1.9925495,5,300,260,0.091
2,1775340353029,2.1959734,13.402787,311.86603,207.792,100,0.0497931,1.9925495,5,400,348,0.15
3,1775340353029,0.6089268,11.455997,306.79047,156.44348,100,0.0497931,1.9925495,5,500,406,0.215
4,1775340353029,0.6089268,8.765038,306.79047,156.44348,100,0.0497931,1.9925495,5,600,406,0.215
5,1775340353029,0.6089268,7.3695574,306.79047,156.44348,100,0.0497931,1.9925495,5,700,406,0.215
6,1775340353029,0.083452225,6.8341613,308.60092,154.38283,100,0.0497931,1.9925495,5,800,773,0.402
7,1775340353029,0.002855301,2.9976895,307.49475,153.72652,100,0.0497931,1.9925495,5,900,880,0.465
8,1775340353029,2.5558472E-4,0.5111572,307.31015,153.5813,100,0.0497931,1.9925495,5,1000,940,0.53
9,1775340353029,2.5558472E-4,0.05323695,307.31015,153.5813,100,0.0497931,1.9925495,5,1100,940,0.53
10,1775340353029,1.0967255E-4,0.007103739,307.2729,153.61049,100,0.0497931,1.9925495,5,1200,1116,0.648
11,1775340353029,1.2397766E-5,0.009048986,307.1753,153.60443,100,0.0497931,1.9925495,5,1300,1233,0.711
12,1775340353029,9.536743E-7,0.0034834384,307.19553,153.5993,100,0.0497931,1.9925495,5,1400,1323,0.782
13,1775340353029,0.0,0.0029250812,307.19833,153.60022,100,0.0497931,1.9925495,5,1500,1409,0.839
14,1775340353029,0.0,0.008518849,307.19833,153.60022,100,0.0497931,1.9925495,5,1600,1409,0.839
15,1775340353029,0.0,0.0076798154,307.19833,153.60022,100,0.0497931,1.9925495,5,1700,1409,0.839
16,1775340353029,0.0,0.008635445,307.19833,153.60022,100,0.0497931,1.9925495,5,1800,1409,0.839
17,1775340353029,0.0,0.0048227403,307.19833,153.60022,100,0.0497931,1.9925495,5,1900,1409,0.839
18,1775340353029,0.0,0.0056137373,307.19833,153.60022,100,0.0497931,1.9925495,5,2000,1409,0.839
19,1775340353029,0.0,0.010982952,307.19833,153.60022,100,0.0497931,1.9925495,5,2100,1409,0.839
20,1775340353029,0.0,0.0046524336,307.19833,153.60022,100,0.0497931,1.9925495,5,2200,1409,0.839
21,1775340353029,0.0,0.009872522,307.19833,153.60022,100,0.0497931,1.9925495,5,2300,1409,0.839
22,1775340353029,0.0,0.005425444,307.19833,153.60022,100,0.0497931,1.9925495,5,2400,1409,0.839
23,1775340353029,0.0,0.005932331,307.19833,153.60022,100,0.0497931,1.9925495,5,2500,1409,0.839
24,1775340353029,0.0,0.009378051,307.19833,153.60022,100,0.0497931,1.9925495,5,2600,1409,0.839
25,1775340353029,0.0,0.0021204662,307.19833,153.60022,100,0.0497931,1.9925495,5,2700,1409,0.839
26,1775340353029,0.0,0.002726965,307.19833,153.60022,100,0.0497931,1.9925495,5,2800,1409,0.839
27,1775340353029,0.0,0.008050423,307.19833,153.60022,100,0.0497931,1.9925495,5,2900,1409,0.839
28,1775340353029,0.0,0.0047488404,307.19833,153.60022,100,0.0497931,1.9925495,5,3000,1409,0.839
29,1775340353029,0.0,0.011183167,307.19833,153.60022,100,0.0497931,1.9925495,5,3100,1409,0.839
30,1775340353029,0.0,0.0036472606,307.19833,153.60022,100,0.0497931,1.9925495,5,3200,1409,0.839
31,1775340353029,0.0,0.006383457,307.19833,153.60022,100,0.0497931,1.9925495,5,3300,1409,0.839
32,1775340353029,0.0,0.006094513,307.19833,153.60022,100,0.0497931,1.9925495,5,3400,1409,0.839
33,1775340353029,0.0,0.0061530974,307.19833,153.60022,100,0.0497931,1.9925495,5,3500,1409,0.839
34,1775340353029,0.0,0.002925749,307.19833,153.60022,100,0.0497931,1.9925495,5,3600,1409,0.839
35,1775340353029,0.0,0.001601019,307.19833,153.60022,100,0.0497931,1.9925495,5,3700,1409,0.839
36,1775340353029,0.0,0.0027734756,307.19833,153.60022,100,0.0497931,1.9925495,5,3800,1409,0.839
37,1775340353029,0.0,0.00576581,307.19833,153.60022,100,0.0497931,1.9925495,5,3900,1409,0.839
38,1775340353029,0.0,0.0013793755,307.19833,153.60022,100,0.0497931,1.9925495,5,4000,1409,0.839
39,1775340353029,0.0,0.0056298543,307.19833,153.60022,100,0.0497931,1.9925495,5,4100,1409,0.839
40,1775340353029,0.0,0.018475704,307.19833,153.60022,100,0.0497931,1.9925495,5,4200,1409,0.839
41,1775340353029,0.0,0.0065052984,307.19833,153.60022,100,0.0497931,1.9925495,5,4300,1409,0.839
42,1775340353029,0.0,0.0064265635,307.19833,153.60022,100,0.0497931,1.9925495,5,4400,1409,0.839
43,1775340353029,0.0,0.00788331,307.19833,153.60022,100,0.0497931,1.9925495,5,4500,1409,0.839
44,1775340353029,0.0,0.011377087,307.19833,153.60022,100,0.0497931,1.9925495,5,4600,1409,0.839
45,1775340353029,0.0,0.004895363,307.19833,153.60022,100,0.0497931,1.9925495,5,4700,1409,0.839
46,1775340353029,0.0,0.0060103512,307.19833,153.60022,100,0.0497931,1.9925495,5,4800,1409,0.839
47,1775340353029,0.0,0.0037605762,307.19833,153.60022,100,0.0497931,1.9925495,5,4900,1409,0.839
48,1775340353029,0.0,0.0044180965,307.19833,153.60022,100,0.0497931,1.9925495,5,5000,1409,0.839
49,1775340353029,0.0,0.00932375,307.19833,153.60022,100,0.0497931,1.9925495,5,5100,1409,0.839
50,1775340353029,0.0,0.0053129387,307.19833,153.60022,100,0.0497931,1.9925495,5,5200,1409,0.839
51,1775340353029,0.0,0.008175679,307.19833,153.60022,100,0.0497931,1.9925495,5,5300,1409,0.839
52,1775340353029,0.0,0.010188217,307.19833,153.60022,100,0.0497931,1.9925495,5,5400,1409,0.839
