iteracion,fitness,gbestx,gbesty,poblacion,tasa_mutacion,fuerza_mutacion,tam_torneo,evals,evals to best,tiempo_al_mejor
0,0.5252447,301.95032,153.931,100,0.1,55.0,3,100,9,0.007
1,0.5252447,301.95032,153.931,100,0.1,55.0,3,200,9,0.007
2,0.5252447,301.95032,153.931,100,0.1,55.0,3,300,9,0.007
3,0.5048628,307.77686,156.17734,100,0.1,55.0,3,400,329,0.053
4,0.5048628,307.77686,156.17734,100,0.1,55.0,3,500,329,0.053
5,0.5048628,307.77686,156.17734,100,0.1,55.0,3,600,329,0.053
6,0.5048628,307.77686,156.17734,100,0.1,55.0,3,700,329,0.053
7,0.5048628,307.77686,156.17734,100,0.1,55.0,3,800,329,0.053
8,0.5048628,307.77686,156.17734,100,0.1,55.0,3,900,329,0.053
9,0.5048628,307.77686,156.17734,100,0.1,55.0,3,1000,329,0.053
10,0.5048628,307.77686,156.17734,100,0.1,55.0,3,1100,329,0.053
11,0.5048628,307.77686,156.17734,100,0.1,55.0,3,1200,329,0.053
12,0.5048628,307.77686,156.17734,100,0.1,55.0,3,1300,329,0.053
13,0.5048628,307.77686,156.17734,100,0.1,55.0,3,1400,329,0.053
14,0.5048628,307.77686,156.17734,100,0.1,55.0,3,1500,329,0.053
15,0.5048628,307.77686,156.17734,100,0.1,55.0,3,1600,329,0.053
16,0.5048628,307.77686,156.17734,100,0.1,55.0,3,1700,329,0.053
17,0.5048628,307.77686,156.17734,100,0.1,55.0,3,1800,329,0.053
18,0.5048628,307.77686,156.17734,100,0.1,55.0,3,1900,329,0.053
19,0.5048628,307.77686,156.17734,100,0.1,55.0,3,2000,329,0.053
20,0.040680885,306.05298,154.05695,100,0.1,55.0,3,2100,2091,0.343
21,0.040680885,306.05298,154.05695,100,0.1,55.0,3,2200,2091,0.343
22,0.040680885,306.05298,154.05695,100,0.1,55.0,3,2300,2091,0.343
23,0.040680885,306.05298,154.05695,100,0.1,55.0,3,2400,2091,0.343
24,0.040680885,306.05298,154.05695,100,0.1,55.0,3,2500,2091,0.343
25,0.040680885,306.05298,154.05695,100,0.1,55.0,3,2600,2091,0.343
26,0.040680885,306.05298,154.05695,100,0.1,55.0,3,2700,2091,0.343
27,0.040680885,306.05298,154.05695,100,0.1,55.0,3,2800,2091,0.343
28,0.040680885,306.05298,154.05695,100,0.1,55.0,3,2900,2091,0.343
29,0.040680885,306.05298,154.05695,100,0.1,55.0,3,3000,2091,0.343
30,0.040680885,306.05298,154.05695,100,0.1,55.0,3,3100,2091,0.343
31,0.040680885,306.05298,154.05695,100,0.1,55.0,3,3200,2091,0.343
32,0.040680885,306.05298,154.05695,100,0.1,55.0,3,3300,2091,0.343
33,0.040680885,306.05298,154.05695,100,0.1,55.0,3,3400,2091,0.343
34,0.040680885,306.05298,154.05695,100,0.1,55.0,3,3500,2091,0.343
35,0.040680885,306.05298,154.05695,100,0.1,55.0,3,3600,2091,0.343
36,0.040680885,306.05298,154.05695,100,0.1,55.0,3,3700,2091,0.343
37,0.040680885,306.05298,154.05695,100,0.1,55.0,3,3800,2091,0.343
38,0.040680885,306.05298,154.05695,100,0.1,55.0,3,3900,2091,0.343
39,0.040680885,306.05298,154.05695,100,0.1,55.0,3,4000,2091,0.343
40,0.040680885,306.05298,154.05695,100,0.1,55.0,3,4100,2091,0.343
41,0.040680885,306.05298,154.05695,100,0.1,55.0,3,4200,2091,0.343
42,0.040680885,306.05298,154.05695,100,0.1,55.0,3,4300,2091,0.343
43,0.040680885,306.05298,154.05695,100,0.1,55.0,3,4400,2091,0.343
44,0.040680885,306.05298,154.05695,100,0.1,55.0,3,4500,2091,0.343
45,0.040680885,306.05298,154.05695,100,0.1,55.0,3,4600,2091,0.343
46,0.040680885,306.05298,154.05695,100,0.1,55.0,3,4700,2091,0.343
47,0.040680885,306.05298,154.05695,100,0.1,55.0,3,4800,2091,0.343
48,0.040680885,306.05298,154.05695,100,0.1,55.0,3,4900,2091,0.343
49,0.040680885,306.05298,154.05695,100,0.1,55.0,3,5000,2091,0.343
50,0.040680885,306.05298,154.05695,100,0.1,55.0,3,5100,2091,0.343
51,0.040680885,306.05298,154.05695,100,0.1,55.0,3,5200,2091,0.343
52,0.040680885,306.05298,154.05695,100,0.1,55.0,3,5300,2091,0.343
53,0.040680885,306.05298,154.05695,100,0.1,55.0,3,5400,2091,0.343
54,0.040680885,306.05298,154.05695,100,0.1,55.0,3,5500,2091,0.343
55,0.040680885,306.05298,154.05695,100,0.1,55.0,3,5600,2091,0.343
56,0.040680885,306.05298,154.05695,100,0.1,55.0,3,5700,2091,0.343
57,0.040680885,306.05298,154.05695,100,0.1,55.0,3,5800,2091,0.343
58,0.040680885,306.05298,154.05695,100,0.1,55.0,3,5900,2091,0.343
59,0.040680885,306.05298,154.05695,100,0.1,55.0,3,6000,2091,0.343
60,0.040680885,306.05298,154.05695,100,0.1,55.0,3,6100,2091,0.343
61,0.040680885,306.05298,154.05695,100,0.1,55.0,3,6200,2091,0.343
62,0.040680885,306.05298,154.05695,100,0.1,55.0,3,6300,2091,0.343
63,0.040680885,306.05298,154.05695,100,0.1,55.0,3,6400,2091,0.343
64,0.040680885,306.05298,154.05695,100,0.1,55.0,3,6500,2091,0.343
65,0.040680885,306.05298,154.05695,100,0.1,55.0,3,6600,2091,0.343
66,0.040680885,306.05298,154.05695,100,0.1,55.0,3,6700,2091,0.343
67,0.040680885,306.05298,154.05695,100,0.1,55.0,3,6800,2091,0.343
68,0.040680885,306.05298,154.05695,100,0.1,55.0,3,6900,2091,0.343
69,0.040680885,306.05298,154.05695,100,0.1,55.0,3,7000,2091,0.343
70,0.040680885,306.05298,154.05695,100,0.1,55.0,3,7100,2091,0.343
71,0.040680885,306.05298,154.05695,100,0.1,55.0,3,7200,2091,0.343
72,0.040680885,306.05298,154.05695,100,0.1,55.0,3,7300,2091,0.343
73,0.040680885,306.05298,154.05695,100,0.1,55.0,3,7400,2091,0.343
74,0.040680885,306.05298,154.05695,100,0.1,55.0,3,7500,2091,0.343
75,0.040680885,306.05298,154.05695,100,0.1,55.0,3,7600,2091,0.343
76,0.040680885,306.05298,154.05695,100,0.1,55.0,3,7700,2091,0.343
77,0.040680885,306.05298,154.05695,100,0.1,55.0,3,7800,2091,0.343
78,0.040680885,306.05298,154.05695,100,0.1,55.0,3,7900,2091,0.343
79,0.040680885,306.05298,154.05695,100,0.1,55.0,3,8000,2091,0.343
80,0.040680885,306.05298,154.05695,100,0.1,55.0,3,8100,2091,0.343
81,0.040680885,306.05298,154.05695,100,0.1,55.0,3,8200,2091,0.343
82,0.040680885,306.05298,154.05695,100,0.1,55.0,3,8300,2091,0.343
83,0.040680885,306.05298,154.05695,100,0.1,55.0,3,8400,2091,0.343
84,0.040680885,306.05298,154.05695,100,0.1,55.0,3,8500,2091,0.343
85,0.040680885,306.05298,154.05695,100,0.1,55.0,3,8600,2091,0.343
86,0.040680885,306.05298,154.05695,100,0.1,55.0,3,8700,2091,0.343
87,0.040680885,306.05298,154.05695,100,0.1,55.0,3,8800,2091,0.343
88,0.040680885,306.05298,154.05695,100,0.1,55.0,3,8900,2091,0.343
89,0.040680885,306.05298,154.05695,100,0.1,55.0,3,9000,2091,0.343
90,0.040680885,306.05298,154.05695,100,0.1,55.0,3,9100,2091,0.343
91,0.040680885,306.05298,154.05695,100,0.1,55.0,3,9200,2091,0.343
92,0.040680885,306.05298,154.05695,100,0.1,55.0,3,9300,2091,0.343
93,0.040680885,306.05298,154.05695,100,0.1,55.0,3,9400,2091,0.343
94,0.040680885,306.05298,154.05695,100,0.1,55.0,3,9500,2091,0.343
95,0.040680885,306.05298,154.05695,100,0.1,55.0,3,9600,2091,0.343
96,0.040680885,306.05298,154.05695,100,0.1,55.0,3,9700,2091,0.343
97,0.040680885,306.05298,154.05695,100,0.1,55.0,3,9800,2091,0.343
98,0.040680885,306.05298,154.05695,100,0.1,55.0,3,9900,2091,0.343
99,0.040680885,306.05298,154.05695,100,0.1,55.0,3,10000,2091,0.343
100,0.040680885,306.05298,154.05695,100,0.1,55.0,3,10100,2091,0.343
101,0.040680885,306.05298,154.05695,100,0.1,55.0,3,10200,2091,0.343
102,0.040680885,306.05298,154.05695,100,0.1,55.0,3,10300,2091,0.343
103,0.040680885,306.05298,154.05695,100,0.1,55.0,3,10400,2091,0.343
104,0.040680885,306.05298,154.05695,100,0.1,55.0,3,10500,2091,0.343
105,0.040680885,306.05298,154.05695,100,0.1,55.0,3,10600,2091,0.343
106,0.040680885,306.05298,154.05695,100,0.1,55.0,3,10700,2091,0.343
107,0.040680885,306.05298,154.05695,100,0.1,55.0,3,10800,2091,0.343
108,0.040680885,306.05298,154.05695,100,0.1,55.0,3,10900,2091,0.343
109,0.040680885,306.05298,154.05695,100,0.1,55.0,3,11000,2091,0.343
110,0.040680885,306.05298,154.05695,100,0.1,55.0,3,11100,2091,0.343
111,0.040680885,306.05298,154.05695,100,0.1,55.0,3,11200,2091,0.343
112,0.040680885,306.05298,154.05695,100,0.1,55.0,3,11300,2091,0.343
113,0.040680885,306.05298,154.05695,100,0.1,55.0,3,11400,2091,0.343
114,0.040680885,306.05298,154.05695,100,0.1,55.0,3,11500,2091,0.343
115,0.040680885,306.05298,154.05695,100,0.1,55.0,3,11600,2091,0.343
116,0.040680885,306.05298,154.05695,100,0.1,55.0,3,11700,2091,0.343
117,0.040680885,306.05298,154.05695,100,0.1,55.0,3,11800,2091,0.343
118,0.040680885,306.05298,154.05695,100,0.1,55.0,3,11900,2091,0.343
119,0.040680885,306.05298,154.05695,100,0.1,55.0,3,12000,2091,0.343
120,0.040680885,306.05298,154.05695,100,0.1,55.0,3,12100,2091,0.343
121,0.040680885,306.05298,154.05695,100,0.1,55.0,3,12200,2091,0.343
122,0.040680885,306.05298,154.05695,100,0.1,55.0,3,12300,2091,0.343
123,0.040680885,306.05298,154.05695,100,0.1,55.0,3,12400,2091,0.343
124,0.040680885,306.05298,154.05695,100,0.1,55.0,3,12500,2091,0.343
125,0.040680885,306.05298,154.05695,100,0.1,55.0,3,12600,2091,0.343
126,0.040680885,306.05298,154.05695,100,0.1,55.0,3,12700,2091,0.343
127,0.040680885,306.05298,154.05695,100,0.1,55.0,3,12800,2091,0.343
128,0.040680885,306.05298,154.05695,100,0.1,55.0,3,12900,2091,0.343
129,0.040680885,306.05298,154.05695,100,0.1,55.0,3,13000,2091,0.343
130,0.040680885,306.05298,154.05695,100,0.1,55.0,3,13100,2091,0.343
131,0.040680885,306.05298,154.05695,100,0.1,55.0,3,13200,2091,0.343
132,0.040680885,306.05298,154.05695,100,0.1,55.0,3,13300,2091,0.343
133,0.040680885,306.05298,154.05695,100,0.1,55.0,3,13400,2091,0.343
134,0.040680885,306.05298,154.05695,100,0.1,55.0,3,13500,2091,0.343
135,0.040680885,306.05298,154.05695,100,0.1,55.0,3,13600,2091,0.343
136,0.040680885,306.05298,154.05695,100,0.1,55.0,3,13700,2091,0.343
137,0.040680885,306.05298,154.05695,100,0.1,55.0,3,13800,2091,0.343
138,0.040680885,306.05298,154.05695,100,0.1,55.0,3,13900,2091,0.343
139,0.040680885,306.05298,154.05695,100,0.1,55.0,3,14000,2091,0.343
