iteracion,semilla,fitness,fitness_promedio,gbestx,gbesty,poblacion,tasa_mutacion,fuerza_mutacion,tam_torneo,evals,evals to best,tiempo_al_mejor
0,1775340290296,1.5913305,28.971807,302.78613,157.66498,100,0.0497931,1.9925495,5,200,157,0.075
1,1775340290296,1.5913305,22.051922,302.78613,157.66498,100,0.0497931,1.9925495,5,300,157,0.075
2,1775340290296,1.5913305,18.903656,302.78613,157.66498,100,0.0497931,1.9925495,5,400,157,0.075
3,1775340290296,1.4143791,14.327607,410.7416,151.38985,100,0.0497931,1.9925495,5,500,479,0.217
4,1775340290296,1.4143791,12.607229,410.7416,151.38985,100,0.0497931,1.9925495,5,600,479,0.217
5,1775340290296,1.0116501,9.43674,408.6661,153.17928,100,0.0497931,1.9925495,5,700,636,0.346
6,1775340290296,1.0116501,3.9122534,408.6661,153.17928,100,0.0497931,1.9925495,5,800,636,0.346
7,1775340290296,0.9966936,1.414657,408.80713,153.66162,100,0.0497931,1.9925495,5,900,805,0.468
8,1775340290296,0.9966936,1.0838807,408.80713,153.66162,100,0.0497931,1.9925495,5,1000,805,0.468
9,1775340290296,0.99500847,1.029265,409.12848,153.58788,100,0.0497931,1.9925495,5,1100,1039,0.594
10,1775340290296,0.9949846,1.0182265,409.07703,153.58195,100,0.0497931,1.9925495,5,1200,1166,0.644
11,1775340290296,0.9949827,0.9991227,409.0715,153.58293,100,0.0497931,1.9925495,5,1300,1297,0.724
12,1775340290296,0.99496174,1.0008516,409.09335,153.59569,100,0.0497931,1.9925495,5,1400,1350,0.781
13,1775340290296,0.9949589,1.0071414,409.08997,153.59998,100,0.0497931,1.9925495,5,1500,1425,0.839
14,1775340290296,0.9949589,0.9987117,409.08997,153.59998,100,0.0497931,1.9925495,5,1600,1425,0.839
15,1775340290296,0.9949589,0.9965114,409.08997,153.59998,100,0.0497931,1.9925495,5,1700,1425,0.839
16,1775340290296,0.9949589,0.9973824,409.08997,153.59998,100,0.0497931,1.9925495,5,1800,1425,0.839
17,1775340290296,0.9949579,1.0145854,409.0856,153.60068,100,0.0497931,1.9925495,5,1900,1865,1.092
18,1775340290296,0.9949579,1.0039535,409.0856,153.60068,100,0.0497931,1.9925495,5,2000,1865,1.092
19,1775340290296,0.9949579,1.0045197,409.0856,153.60068,100,0.0497931,1.9925495,5,2100,1865,1.092
20,1775340290296,0.9949579,1.0000316,409.0856,153.60068,100,0.0497931,1.9925495,5,2200,1865,1.092
21,1775340290296,0.9949579,0.99766463,409.0856,153.60068,100,0.0497931,1.9925495,5,2300,1865,1.092
22,1775340290296,0.9949579,1.0007503,409.0856,153.60068,100,0.0497931,1.9925495,5,2400,1865,1.092
23,1775340290296,0.9949579,0.99998224,409.0856,153.60068,100,0.0497931,1.9925495,5,2500,1865,1.092
24,1775340290296,0.9949579,1.001241,409.0856,153.60068,100,0.0497931,1.9925495,5,2600,1865,1.092
25,1775340290296,0.9949579,1.0000433,409.0856,153.60068,100,0.0497931,1.9925495,5,2700,1865,1.092
26,1775340290296,0.9949579,1.0002697,409.0856,153.60068,100,0.0497931,1.9925495,5,2800,1865,1.092
27,1775340290296,0.9949579,1.0001734,409.0856,153.60068,100,0.0497931,1.9925495,5,2900,1865,1.092
28,1775340290296,0.9949579,1.0017588,409.0856,153.60068,100,0.0497931,1.9925495,5,3000,1865,1.092
29,1775340290296,0.9949579,0.9963077,409.0856,153.60068,100,0.0497931,1.9925495,5,3100,1865,1.092
30,1775340290296,0.9949579,1.0049235,409.0856,153.60068,100,0.0497931,1.9925495,5,3200,1865,1.092
31,1775340290296,0.9949579,1.0042939,409.0856,153.60068,100,0.0497931,1.9925495,5,3300,1865,1.092
32,1775340290296,0.9949579,1.0048774,409.0856,153.60068,100,0.0497931,1.9925495,5,3400,1865,1.092
33,1775340290296,0.9949579,0.997193,409.0856,153.60068,100,0.0497931,1.9925495,5,3500,1865,1.092
