iteracion,fitness,gbestx,gbesty,poblacion,tasa_mutacion,fuerza_mutacion,tam_torneo,evals,evals to best,tiempo_al_mejor
0,4.8185854,195.67252,158.96957,100,0.1,55.0,3,100,53,0.004
1,0.9590311,313.40546,151.81876,100,0.1,55.0,3,200,195,0.01
2,0.9590311,313.40546,151.81876,100,0.1,55.0,3,300,195,0.01
3,0.52929974,312.51254,153.60278,100,0.1,55.0,3,400,310,0.058
4,0.52929974,312.51254,153.60278,100,0.1,55.0,3,500,310,0.058
5,0.2415247,310.69586,153.98444,100,0.1,55.0,3,600,504,0.089
6,0.038437843,307.7579,154.25598,100,0.1,55.0,3,700,636,0.107
7,0.012098312,307.76413,153.8834,100,0.1,55.0,3,800,736,0.12
8,0.0010137558,307.1961,153.48422,100,0.1,55.0,3,900,808,0.136
9,0.0010137558,307.1961,153.48422,100,0.1,55.0,3,1000,808,0.136
10,0.0010137558,307.1961,153.48422,100,0.1,55.0,3,1100,808,0.136
11,0.0010137558,307.1961,153.48422,100,0.1,55.0,3,1200,808,0.136
12,0.0010137558,307.1961,153.48422,100,0.1,55.0,3,1300,808,0.136
13,0.0010032654,307.36975,153.52225,100,0.1,55.0,3,1400,1341,0.221
14,0.0010032654,307.36975,153.52225,100,0.1,55.0,3,1500,1341,0.221
15,0.0010032654,307.36975,153.52225,100,0.1,55.0,3,1600,1341,0.221
16,0.0010032654,307.36975,153.52225,100,0.1,55.0,3,1700,1341,0.221
17,0.0010032654,307.36975,153.52225,100,0.1,55.0,3,1800,1341,0.221
18,0.0010032654,307.36975,153.52225,100,0.1,55.0,3,1900,1341,0.221
19,0.0010032654,307.36975,153.52225,100,0.1,55.0,3,2000,1341,0.221
20,0.0010032654,307.36975,153.52225,100,0.1,55.0,3,2100,1341,0.221
21,0.0010032654,307.36975,153.52225,100,0.1,55.0,3,2200,1341,0.221
22,0.0010032654,307.36975,153.52225,100,0.1,55.0,3,2300,1341,0.221
23,0.0010032654,307.36975,153.52225,100,0.1,55.0,3,2400,1341,0.221
24,0.0010032654,307.36975,153.52225,100,0.1,55.0,3,2500,1341,0.221
25,0.0010032654,307.36975,153.52225,100,0.1,55.0,3,2600,1341,0.221
26,0.0010032654,307.36975,153.52225,100,0.1,55.0,3,2700,1341,0.221
27,0.0010032654,307.36975,153.52225,100,0.1,55.0,3,2800,1341,0.221
28,0.0010032654,307.36975,153.52225,100,0.1,55.0,3,2900,1341,0.221
29,0.0010032654,307.36975,153.52225,100,0.1,55.0,3,3000,1341,0.221
30,0.0010032654,307.36975,153.52225,100,0.1,55.0,3,3100,1341,0.221
31,0.0010032654,307.36975,153.52225,100,0.1,55.0,3,3200,1341,0.221
32,0.0010032654,307.36975,153.52225,100,0.1,55.0,3,3300,1341,0.221
33,0.0010032654,307.36975,153.52225,100,0.1,55.0,3,3400,1341,0.221
34,0.0010032654,307.36975,153.52225,100,0.1,55.0,3,3500,1341,0.221
35,0.0010032654,307.36975,153.52225,100,0.1,55.0,3,3600,1341,0.221
36,0.0010032654,307.36975,153.52225,100,0.1,55.0,3,3700,1341,0.221
37,0.0010032654,307.36975,153.52225,100,0.1,55.0,3,3800,1341,0.221
38,0.0010032654,307.36975,153.52225,100,0.1,55.0,3,3900,1341,0.221
39,0.0010032654,307.36975,153.52225,100,0.1,55.0,3,4000,1341,0.221
40,0.0010032654,307.36975,153.52225,100,0.1,55.0,3,4100,1341,0.221
41,0.0010032654,307.36975,153.52225,100,0.1,55.0,3,4200,1341,0.221
42,0.0010032654,307.36975,153.52225,100,0.1,55.0,3,4300,1341,0.221
43,0.0010032654,307.36975,153.52225,100,0.1,55.0,3,4400,1341,0.221
44,0.0010032654,307.36975,153.52225,100,0.1,55.0,3,4500,1341,0.221
45,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,4600,4550,0.752
46,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,4700,4550,0.752
47,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,4800,4550,0.752
48,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,4900,4550,0.752
49,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,5000,4550,0.752
50,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,5100,4550,0.752
51,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,5200,4550,0.752
52,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,5300,4550,0.752
53,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,5400,4550,0.752
54,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,5500,4550,0.752
55,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,5600,4550,0.752
56,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,5700,4550,0.752
57,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,5800,4550,0.752
58,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,5900,4550,0.752
59,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,6000,4550,0.752
60,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,6100,4550,0.752
61,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,6200,4550,0.752
62,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,6300,4550,0.752
63,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,6400,4550,0.752
64,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,6500,4550,0.752
65,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,6600,4550,0.752
66,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,6700,4550,0.752
67,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,6800,4550,0.752
68,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,6900,4550,0.752
69,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,7000,4550,0.752
70,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,7100,4550,0.752
71,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,7200,4550,0.752
72,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,7300,4550,0.752
73,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,7400,4550,0.752
74,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,7500,4550,0.752
75,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,7600,4550,0.752
76,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,7700,4550,0.752
77,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,7800,4550,0.752
78,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,7900,4550,0.752
79,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,8000,4550,0.752
80,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,8100,4550,0.752
81,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,8200,4550,0.752
82,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,8300,4550,0.752
83,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,8400,4550,0.752
84,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,8500,4550,0.752
85,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,8600,4550,0.752
86,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,8700,4550,0.752
87,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,8800,4550,0.752
88,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,8900,4550,0.752
89,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,9000,4550,0.752
90,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,9100,4550,0.752
91,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,9200,4550,0.752
92,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,9300,4550,0.752
93,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,9400,4550,0.752
94,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,9500,4550,0.752
95,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,9600,4550,0.752
96,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,9700,4550,0.752
97,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,9800,4550,0.752
98,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,9900,4550,0.752
99,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,10000,4550,0.752
100,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,10100,4550,0.752
101,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,10200,4550,0.752
102,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,10300,4550,0.752
103,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,10400,4550,0.752
104,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,10500,4550,0.752
105,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,10600,4550,0.752
106,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,10700,4550,0.752
107,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,10800,4550,0.752
108,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,10900,4550,0.752
109,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,11000,4550,0.752
110,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,11100,4550,0.752
111,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,11200,4550,0.752
112,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,11300,4550,0.752
113,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,11400,4550,0.752
114,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,11500,4550,0.752
115,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,11600,4550,0.752
116,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,11700,4550,0.752
117,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,11800,4550,0.752
118,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,11900,4550,0.752
119,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,12000,4550,0.752
120,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,12100,4550,0.752
121,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,12200,4550,0.752
122,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,12300,4550,0.752
123,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,12400,4550,0.752
124,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,12500,4550,0.752
125,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,12600,4550,0.752
126,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,12700,4550,0.752
127,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,12800,4550,0.752
128,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,12900,4550,0.752
129,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,13000,4550,0.752
130,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,13100,4550,0.752
131,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,13200,4550,0.752
132,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,13300,4550,0.752
133,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,13400,4550,0.752
134,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,13500,4550,0.752
135,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,13600,4550,0.752
136,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,13700,4550,0.752
137,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,13800,4550,0.752
138,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,13900,4550,0.752
139,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,14000,4550,0.752
140,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,14100,4550,0.752
141,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,14200,4550,0.752
142,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,14300,4550,0.752
143,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,14400,4550,0.752
144,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,14500,4550,0.752
145,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,14600,4550,0.752
146,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,14700,4550,0.752
147,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,14800,4550,0.752
148,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,14900,4550,0.752
149,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,15000,4550,0.752
150,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,15100,4550,0.752
151,0.0010023117,307.3699,153.52231,100,0.1,55.0,3,15200,4550,0.752
