iteracion,semilla,fitness,gbestx,gbesty,poblacion,tasa_mutacion,fuerza_mutacion,tam_torneo,evals,evals to best,tiempo_al_mejor
0,1774274368889,0.31434155,303.26437,154.14777,100,0.1,55.0,3,200,156,0.247
1,1774274368889,0.31434155,303.26437,154.14777,100,0.1,55.0,3,300,156,0.247
2,1774274368889,0.31434155,303.26437,154.14777,100,0.1,55.0,3,400,156,0.247
3,1774274368889,0.14918709,305.77258,152.38968,100,0.1,55.0,3,500,481,0.302
4,1774274368889,0.010298729,307.39496,153.95578,100,0.1,55.0,3,600,534,0.315
5,1774274368889,0.010298729,307.39496,153.95578,100,0.1,55.0,3,700,534,0.315
6,1774274368889,0.010298729,307.39496,153.95578,100,0.1,55.0,3,800,534,0.315
7,1774274368889,0.010298729,307.39496,153.95578,100,0.1,55.0,3,900,534,0.315
8,1774274368889,0.010298729,307.39496,153.95578,100,0.1,55.0,3,1000,534,0.315
9,1774274368889,0.010298729,307.39496,153.95578,100,0.1,55.0,3,1100,534,0.315
10,1774274368889,0.010298729,307.39496,153.95578,100,0.1,55.0,3,1200,534,0.315
11,1774274368889,0.010298729,307.39496,153.95578,100,0.1,55.0,3,1300,534,0.315
12,1774274368889,0.010298729,307.39496,153.95578,100,0.1,55.0,3,1400,534,0.315
13,1774274368889,0.010298729,307.39496,153.95578,100,0.1,55.0,3,1500,534,0.315
14,1774274368889,0.010298729,307.39496,153.95578,100,0.1,55.0,3,1600,534,0.315
15,1774274368889,0.010298729,307.39496,153.95578,100,0.1,55.0,3,1700,534,0.315
16,1774274368889,0.010298729,307.39496,153.95578,100,0.1,55.0,3,1800,534,0.315
17,1774274368889,0.010298729,307.39496,153.95578,100,0.1,55.0,3,1900,534,0.315
18,1774274368889,0.010298729,307.39496,153.95578,100,0.1,55.0,3,2000,534,0.315
19,1774274368889,0.010298729,307.39496,153.95578,100,0.1,55.0,3,2100,534,0.315
20,1774274368889,0.010298729,307.39496,153.95578,100,0.1,55.0,3,2200,534,0.315
21,1774274368889,0.010298729,307.39496,153.95578,100,0.1,55.0,3,2300,534,0.315
22,1774274368889,0.010298729,307.39496,153.95578,100,0.1,55.0,3,2400,534,0.315
23,1774274368889,0.010298729,307.39496,153.95578,100,0.1,55.0,3,2500,534,0.315
24,1774274368889,0.010298729,307.39496,153.95578,100,0.1,55.0,3,2600,534,0.315
25,1774274368889,0.010298729,307.39496,153.95578,100,0.1,55.0,3,2700,534,0.315
26,1774274368889,0.010298729,307.39496,153.95578,100,0.1,55.0,3,2800,534,0.315
27,1774274368889,0.010298729,307.39496,153.95578,100,0.1,55.0,3,2900,534,0.315
28,1774274368889,0.010298729,307.39496,153.95578,100,0.1,55.0,3,3000,534,0.315
29,1774274368889,0.010298729,307.39496,153.95578,100,0.1,55.0,3,3100,534,0.315
30,1774274368889,0.010298729,307.39496,153.95578,100,0.1,55.0,3,3200,534,0.315
31,1774274368889,0.010298729,307.39496,153.95578,100,0.1,55.0,3,3300,534,0.315
32,1774274368889,0.010298729,307.39496,153.95578,100,0.1,55.0,3,3400,534,0.315
33,1774274368889,0.010298729,307.39496,153.95578,100,0.1,55.0,3,3500,534,0.315
34,1774274368889,0.010298729,307.39496,153.95578,100,0.1,55.0,3,3600,534,0.315
35,1774274368889,0.010298729,307.39496,153.95578,100,0.1,55.0,3,3700,534,0.315
36,1774274368889,0.010298729,307.39496,153.95578,100,0.1,55.0,3,3800,534,0.315
