iteracion,semilla,fitness,fitness_promedio,gbestx,gbesty,poblacion,tasa_mutacion,fuerza_mutacion,tam_torneo,evals,evals to best,tiempo_al_mejor
0,1775340175773,4.051026,25.50897,298.58456,199.73996,100,0.0497931,2.5218787,5,200,199,0.072
1,1775340175773,1.0010862,16.323025,299.93317,153.10777,100,0.0497931,2.5092692,5,300,296,0.093
2,1775340175773,1.0010862,13.919472,299.93317,153.10777,100,0.0497931,2.496723,5,400,296,0.093
3,1775340175773,0.2331667,11.482464,310.63657,153.22675,100,0.0497931,2.4842393,5,500,425,0.209
4,1775340175773,0.04115486,8.69784,308.58395,153.34456,100,0.0497931,2.4718182,5,600,558,0.275
5,1775340175773,0.004647255,4.4396777,307.55487,153.77296,100,0.0497931,2.459459,5,700,608,0.331
6,1775340175773,0.003083229,0.9088778,307.11655,153.40257,100,0.0497931,2.4471617,5,800,783,0.399
7,1775340175773,3.7384033E-4,0.06410687,307.33514,153.61926,100,0.0497931,2.4349258,5,900,847,0.461
8,1775340175773,1.9645691E-4,0.018004885,307.18344,153.65019,100,0.0497931,2.4227512,5,1000,951,0.52
9,1775340175773,3.6239624E-5,0.024488421,307.2052,153.6216,100,0.0497931,2.4106374,5,1100,1070,0.581
10,1775340175773,1.1444092E-5,0.007564888,307.17914,153.59346,100,0.0497931,2.3985841,5,1200,1109,0.649
11,1775340175773,1.9073486E-6,0.009722242,307.19656,153.59479,100,0.0497931,2.3865912,5,1300,1219,0.71
12,1775340175773,9.536743E-7,0.017067175,307.19583,153.59805,100,0.0497931,2.3746583,5,1400,1384,0.773
13,1775340175773,0.0,0.010172662,307.1968,153.59906,100,0.0497931,2.362785,5,1500,1494,0.84
14,1775340175773,0.0,0.010334053,307.1968,153.59906,100,0.0497931,2.3509712,5,1600,1494,0.84
15,1775340175773,0.0,0.013359642,307.1968,153.59906,100,0.0497931,2.3392165,5,1700,1494,0.84
16,1775340175773,0.0,9.572887E-4,307.1968,153.59906,100,0.0497931,2.3275204,5,1800,1494,0.84
17,1775340175773,0.0,0.0116175655,307.1968,153.59906,100,0.0497931,2.3158827,5,1900,1494,0.84
18,1775340175773,0.0,0.0075802137,307.1968,153.59906,100,0.0497931,2.3043032,5,2000,1494,0.84
19,1775340175773,0.0,0.0042365836,307.1968,153.59906,100,0.0497931,2.2927816,5,2100,1494,0.84
20,1775340175773,0.0,0.011198712,307.1968,153.59906,100,0.0497931,2.2813177,5,2200,1494,0.84
21,1775340175773,0.0,0.011955567,307.1968,153.59906,100,0.0497931,2.269911,5,2300,1494,0.84
22,1775340175773,0.0,0.012559834,307.1968,153.59906,100,0.0497931,2.2585616,5,2400,1494,0.84
23,1775340175773,0.0,0.003087845,307.1968,153.59906,100,0.0497931,2.247269,5,2500,1494,0.84
24,1775340175773,0.0,0.00914937,307.1968,153.59906,100,0.0497931,2.2360325,5,2600,1494,0.84
25,1775340175773,0.0,0.006178179,307.1968,153.59906,100,0.0497931,2.2248523,5,2700,1494,0.84
26,1775340175773,0.0,0.009000407,307.1968,153.59906,100,0.0497931,2.2137282,5,2800,1494,0.84
27,1775340175773,0.0,0.0055658435,307.1968,153.59906,100,0.0497931,2.2026596,5,2900,1494,0.84
28,1775340175773,0.0,0.0041016103,307.1968,153.59906,100,0.0497931,2.1916463,5,3000,1494,0.84
29,1775340175773,0.0,0.005119171,307.1968,153.59906,100,0.0497931,2.1806881,5,3100,1494,0.84
30,1775340175773,0.0,0.006250324,307.1968,153.59906,100,0.0497931,2.1697848,5,3200,1494,0.84
31,1775340175773,0.0,0.012439948,307.1968,153.59906,100,0.0497931,2.1589358,5,3300,1494,0.84
32,1775340175773,0.0,0.007835264,307.1968,153.59906,100,0.0497931,2.1481411,5,3400,1494,0.84
33,1775340175773,0.0,0.012292338,307.1968,153.59906,100,0.0497931,2.1374004,5,3500,1494,0.84
34,1775340175773,0.0,0.0044194697,307.1968,153.59906,100,0.0497931,2.1267135,5,3600,1494,0.84
35,1775340175773,0.0,0.008412352,307.1968,153.59906,100,0.0497931,2.11608,5,3700,1494,0.84
36,1775340175773,0.0,0.0066826725,307.1968,153.59906,100,0.0497931,2.1054997,5,3800,1494,0.84
37,1775340175773,0.0,0.0025193118,307.1968,153.59906,100,0.0497931,2.0949724,5,3900,1494,0.84
38,1775340175773,0.0,0.008658466,307.1968,153.59906,100,0.0497931,2.0844975,5,4000,1494,0.84
39,1775340175773,0.0,0.014048643,307.1968,153.59906,100,0.0497931,2.074075,5,4100,1494,0.84
40,1775340175773,0.0,0.0055941963,307.1968,153.59906,100,0.0497931,2.0637047,5,4200,1494,0.84
41,1775340175773,0.0,0.0061470033,307.1968,153.59906,100,0.0497931,2.0533862,5,4300,1494,0.84
42,1775340175773,0.0,0.009388628,307.1968,153.59906,100,0.0497931,2.0431192,5,4400,1494,0.84
43,1775340175773,0.0,7.0713996E-4,307.1968,153.59906,100,0.0497931,2.0329037,5,4500,1494,0.84
44,1775340175773,0.0,0.0021637345,307.1968,153.59906,100,0.0497931,2.0227392,5,4600,1494,0.84
45,1775340175773,0.0,0.011642885,307.1968,153.59906,100,0.0497931,2.0126255,5,4700,1494,0.84
46,1775340175773,0.0,0.005494528,307.1968,153.59906,100,0.0497931,2.0025623,5,4800,1494,0.84
47,1775340175773,0.0,0.002951765,307.1968,153.59906,100,0.0497931,1.9925495,5,4900,1494,0.84
48,1775340175773,0.0,0.007992211,307.1968,153.59906,100,0.0497931,1.9925495,5,5000,1494,0.84
49,1775340175773,0.0,0.003260088,307.1968,153.59906,100,0.0497931,1.9925495,5,5100,1494,0.84
50,1775340175773,0.0,0.009291134,307.1968,153.59906,100,0.0497931,1.9925495,5,5200,1494,0.84
51,1775340175773,0.0,0.008769054,307.1968,153.59906,100,0.0497931,1.9925495,5,5300,1494,0.84
52,1775340175773,0.0,0.013541174,307.1968,153.59906,100,0.0497931,1.9925495,5,5400,1494,0.84
53,1775340175773,0.0,0.006214151,307.1968,153.59906,100,0.0497931,1.9925495,5,5500,1494,0.84
54,1775340175773,0.0,0.0013949298,307.1968,153.59906,100,0.0497931,1.9925495,5,5600,1494,0.84
55,1775340175773,0.0,0.009451866,307.1968,153.59906,100,0.0497931,1.9925495,5,5700,1494,0.84
56,1775340175773,0.0,0.009015417,307.1968,153.59906,100,0.0497931,1.9925495,5,5800,1494,0.84
57,1775340175773,0.0,0.0025936603,307.1968,153.59906,100,0.0497931,1.9925495,5,5900,1494,0.84
58,1775340175773,0.0,0.0065631294,307.1968,153.59906,100,0.0497931,1.9925495,5,6000,1494,0.84
59,1775340175773,0.0,0.009025965,307.1968,153.59906,100,0.0497931,1.9925495,5,6100,1494,0.84
60,1775340175773,0.0,0.007956467,307.1968,153.59906,100,0.0497931,1.9925495,5,6200,1494,0.84
61,1775340175773,0.0,0.0076858234,307.1968,153.59906,100,0.0497931,1.9925495,5,6300,1494,0.84
62,1775340175773,0.0,0.0055828,307.1968,153.59906,100,0.0497931,1.9925495,5,6400,1494,0.84
63,1775340175773,0.0,0.008921805,307.1968,153.59906,100,0.0497931,1.9925495,5,6500,1494,0.84
64,1775340175773,0.0,0.006220522,307.1968,153.59906,100,0.0497931,1.9925495,5,6600,1494,0.84
65,1775340175773,0.0,0.0051128482,307.1968,153.59906,100,0.0497931,1.9925495,5,6700,1494,0.84
66,1775340175773,0.0,0.011288748,307.1968,153.59906,100,0.0497931,1.9925495,5,6800,1494,0.84
67,1775340175773,0.0,0.0070957183,307.1968,153.59906,100,0.0497931,1.9925495,5,6900,1494,0.84
68,1775340175773,0.0,0.0042234324,307.1968,153.59906,100,0.0497931,1.9925495,5,7000,1494,0.84
69,1775340175773,0.0,0.003290348,307.1968,153.59906,100,0.0497931,1.9925495,5,7100,1494,0.84
70,1775340175773,0.0,0.007738047,307.1968,153.59906,100,0.0497931,1.9925495,5,7200,1494,0.84
71,1775340175773,0.0,0.0062291147,307.1968,153.59906,100,0.0497931,1.9925495,5,7300,1494,0.84
72,1775340175773,0.0,0.00638278,307.1968,153.59906,100,0.0497931,1.9925495,5,7400,1494,0.84
73,1775340175773,0.0,0.0044259643,307.1968,153.59906,100,0.0497931,1.9925495,5,7500,1494,0.84
74,1775340175773,0.0,0.00719717,307.1968,153.59906,100,0.0497931,1.9925495,5,7600,1494,0.84
75,1775340175773,0.0,0.0033418846,307.1968,153.59906,100,0.0497931,1.9925495,5,7700,1494,0.84
76,1775340175773,0.0,0.0053159143,307.1968,153.59906,100,0.0497931,1.9925495,5,7800,1494,0.84
77,1775340175773,0.0,0.007149229,307.1968,153.59906,100,0.0497931,1.9925495,5,7900,1494,0.84
78,1775340175773,0.0,0.004459572,307.1968,153.59906,100,0.0497931,1.9925495,5,8000,1494,0.84
79,1775340175773,0.0,0.005984869,307.1968,153.59906,100,0.0497931,1.9925495,5,8100,1494,0.84
80,1775340175773,0.0,0.0028566646,307.1968,153.59906,100,0.0497931,1.9925495,5,8200,1494,0.84
81,1775340175773,0.0,0.0062220003,307.1968,153.59906,100,0.0497931,1.9925495,5,8300,1494,0.84
82,1775340175773,0.0,0.0039036656,307.1968,153.59906,100,0.0497931,1.9925495,5,8400,1494,0.84
83,1775340175773,0.0,2.3445129E-4,307.1968,153.59906,100,0.0497931,1.9925495,5,8500,1494,0.84
84,1775340175773,0.0,0.002160263,307.1968,153.59906,100,0.0497931,1.9925495,5,8600,1494,0.84
85,1775340175773,0.0,0.009676666,307.1968,153.59906,100,0.0497931,1.9925495,5,8700,1494,0.84
86,1775340175773,0.0,0.008186464,307.1968,153.59906,100,0.0497931,1.9925495,5,8800,1494,0.84
87,1775340175773,0.0,0.007822228,307.1968,153.59906,100,0.0497931,1.9925495,5,8900,1494,0.84
88,1775340175773,0.0,0.007835445,307.1968,153.59906,100,0.0497931,1.9925495,5,9000,1494,0.84
89,1775340175773,0.0,0.0076721,307.1968,153.59906,100,0.0497931,1.9925495,5,9100,1494,0.84
90,1775340175773,0.0,0.01168601,307.1968,153.59906,100,0.0497931,1.9925495,5,9200,1494,0.84
91,1775340175773,0.0,0.011169052,307.1968,153.59906,100,0.0497931,1.9925495,5,9300,1494,0.84
92,1775340175773,0.0,0.007364559,307.1968,153.59906,100,0.0497931,1.9925495,5,9400,1494,0.84
93,1775340175773,0.0,0.0044244863,307.1968,153.59906,100,0.0497931,1.9925495,5,9500,1494,0.84
94,1775340175773,0.0,0.01227541,307.1968,153.59906,100,0.0497931,1.9925495,5,9600,1494,0.84
95,1775340175773,0.0,0.0073578833,307.1968,153.59906,100,0.0497931,1.9925495,5,9700,1494,0.84
96,1775340175773,0.0,0.00869935,307.1968,153.59906,100,0.0497931,1.9925495,5,9800,1494,0.84
97,1775340175773,0.0,0.002323227,307.1968,153.59906,100,0.0497931,1.9925495,5,9900,1494,0.84
98,1775340175773,0.0,0.0062943934,307.1968,153.59906,100,0.0497931,1.9925495,5,10000,1494,0.84
99,1775340175773,0.0,0.007077322,307.1968,153.59906,100,0.0497931,1.9925495,5,10100,1494,0.84
