iteracion,semilla,fitness,fitness_promedio,gbestx,gbesty,poblacion,tasa_mutacion,fuerza_mutacion,tam_torneo,evals,evals to best,tiempo_al_mejor
0,1775340406689,2.6926603,30.277464,310.34973,98.14527,100,0.0497931,1.9925495,5,200,80,10.807
1,1775340406689,2.2681875,19.466022,204.46802,104.53503,100,0.0497931,1.9925495,5,300,228,0.069
2,1775340406689,0.38623333,14.895334,304.8233,155.52638,100,0.0497931,1.9925495,5,400,398,0.12
3,1775340406689,0.38623333,11.773455,304.8233,155.52638,100,0.0497931,1.9925495,5,500,398,0.12
4,1775340406689,0.38623333,9.866736,304.8233,155.52638,100,0.0497931,1.9925495,5,600,398,0.12
5,1775340406689,0.29529476,7.4128666,304.99216,151.95862,100,0.0497931,1.9925495,5,700,615,0.273
6,1775340406689,0.18501377,5.388704,305.76706,154.99153,100,0.0497931,1.9925495,5,800,716,0.326
7,1775340406689,0.09020901,2.361643,305.0303,153.47044,100,0.0497931,1.9925495,5,900,839,0.375
8,1775340406689,0.003109932,0.2805819,307.45447,153.75783,100,0.0497931,1.9925495,5,1000,974,0.428
9,1775340406689,0.003109932,0.089507215,307.45447,153.75783,100,0.0497931,1.9925495,5,1100,974,0.428
10,1775340406689,4.234314E-4,0.019352008,307.30792,153.65184,100,0.0497931,1.9925495,5,1200,1149,0.524
11,1775340406689,1.707077E-4,0.011790285,307.29456,153.60509,100,0.0497931,1.9925495,5,1300,1293,0.574
12,1775340406689,2.861023E-6,0.009173488,307.21225,153.59889,100,0.0497931,1.9925495,5,1400,1398,0.619
13,1775340406689,9.536743E-7,0.008082399,307.2034,153.60295,100,0.0497931,1.9925495,5,1500,1465,0.677
14,1775340406689,9.536743E-7,0.009077063,307.2034,153.60295,100,0.0497931,1.9925495,5,1600,1465,0.677
15,1775340406689,0.0,0.008518238,307.201,153.59923,100,0.0497931,1.9925495,5,1700,1603,0.777
16,1775340406689,0.0,0.002083044,307.201,153.59923,100,0.0497931,1.9925495,5,1800,1603,0.777
17,1775340406689,0.0,0.0062586023,307.201,153.59923,100,0.0497931,1.9925495,5,1900,1603,0.777
18,1775340406689,0.0,0.003839426,307.201,153.59923,100,0.0497931,1.9925495,5,2000,1603,0.777
19,1775340406689,0.0,0.0055393027,307.201,153.59923,100,0.0497931,1.9925495,5,2100,1603,0.777
20,1775340406689,0.0,0.0031728554,307.201,153.59923,100,0.0497931,1.9925495,5,2200,1603,0.777
21,1775340406689,0.0,0.011045084,307.201,153.59923,100,0.0497931,1.9925495,5,2300,1603,0.777
22,1775340406689,0.0,0.0068764687,307.201,153.59923,100,0.0497931,1.9925495,5,2400,1603,0.777
23,1775340406689,0.0,0.008093348,307.201,153.59923,100,0.0497931,1.9925495,5,2500,1603,0.777
24,1775340406689,0.0,0.011535206,307.201,153.59923,100,0.0497931,1.9925495,5,2600,1603,0.777
25,1775340406689,0.0,0.008136167,307.201,153.59923,100,0.0497931,1.9925495,5,2700,1603,0.777
26,1775340406689,0.0,0.007543888,307.201,153.59923,100,0.0497931,1.9925495,5,2800,1603,0.777
27,1775340406689,0.0,0.0,307.201,153.59923,100,0.0497931,1.9925495,5,2900,1603,0.777
28,1775340406689,0.0,0.008738594,307.201,153.59923,100,0.0497931,1.9925495,5,3000,1603,0.777
29,1775340406689,0.0,0.0018803691,307.201,153.59923,100,0.0497931,1.9925495,5,3100,1603,0.777
30,1775340406689,0.0,0.0010765361,307.201,153.59923,100,0.0497931,1.9925495,5,3200,1603,0.777
31,1775340406689,0.0,0.0013529682,307.201,153.59923,100,0.0497931,1.9925495,5,3300,1603,0.777
32,1775340406689,0.0,0.0011121749,307.201,153.59923,100,0.0497931,1.9925495,5,3400,1603,0.777
33,1775340406689,0.0,0.00527688,307.201,153.59923,100,0.0497931,1.9925495,5,3500,1603,0.777
34,1775340406689,0.0,0.00778141,307.201,153.59923,100,0.0497931,1.9925495,5,3600,1603,0.777
35,1775340406689,0.0,0.0062607764,307.201,153.59923,100,0.0497931,1.9925495,5,3700,1603,0.777
36,1775340406689,0.0,0.0027538585,307.201,153.59923,100,0.0497931,1.9925495,5,3800,1603,0.777
37,1775340406689,0.0,0.0061644935,307.201,153.59923,100,0.0497931,1.9925495,5,3900,1603,0.777
38,1775340406689,0.0,0.0028804303,307.201,153.59923,100,0.0497931,1.9925495,5,4000,1603,0.777
39,1775340406689,0.0,8.511543E-4,307.201,153.59923,100,0.0497931,1.9925495,5,4100,1603,0.777
40,1775340406689,0.0,0.0062835217,307.201,153.59923,100,0.0497931,1.9925495,5,4200,1603,0.777
41,1775340406689,0.0,0.0,307.201,153.59923,100,0.0497931,1.9925495,5,4300,1603,0.777
42,1775340406689,0.0,0.003585739,307.201,153.59923,100,0.0497931,1.9925495,5,4400,1603,0.777
43,1775340406689,0.0,0.0028320504,307.201,153.59923,100,0.0497931,1.9925495,5,4500,1603,0.777
44,1775340406689,0.0,7.7581404E-5,307.201,153.59923,100,0.0497931,1.9925495,5,4600,1603,0.777
45,1775340406689,0.0,0.0041843415,307.201,153.59923,100,0.0497931,1.9925495,5,4700,1603,0.777
46,1775340406689,0.0,0.004245281,307.201,153.59923,100,0.0497931,1.9925495,5,4800,1603,0.777
47,1775340406689,0.0,0.013320694,307.201,153.59923,100,0.0497931,1.9925495,5,4900,1603,0.777
48,1775340406689,0.0,0.0020875835,307.201,153.59923,100,0.0497931,1.9925495,5,5000,1603,0.777
49,1775340406689,0.0,0.0065544606,307.201,153.59923,100,0.0497931,1.9925495,5,5100,1603,0.777
50,1775340406689,0.0,0.010650768,307.201,153.59923,100,0.0497931,1.9925495,5,5200,1603,0.777
51,1775340406689,0.0,0.0065337084,307.201,153.59923,100,0.0497931,1.9925495,5,5300,1603,0.777
52,1775340406689,0.0,0.005935383,307.201,153.59923,100,0.0497931,1.9925495,5,5400,1603,0.777
53,1775340406689,0.0,0.0078441715,307.201,153.59923,100,0.0497931,1.9925495,5,5500,1603,0.777
54,1775340406689,0.0,0.0046358965,307.201,153.59923,100,0.0497931,1.9925495,5,5600,1603,0.777
55,1775340406689,0.0,0.003127165,307.201,153.59923,100,0.0497931,1.9925495,5,5700,1603,0.777
56,1775340406689,0.0,0.0014897728,307.201,153.59923,100,0.0497931,1.9925495,5,5800,1603,0.777
57,1775340406689,0.0,0.0037404727,307.201,153.59923,100,0.0497931,1.9925495,5,5900,1603,0.777
58,1775340406689,0.0,0.0053426647,307.201,153.59923,100,0.0497931,1.9925495,5,6000,1603,0.777
59,1775340406689,0.0,0.0028835488,307.201,153.59923,100,0.0497931,1.9925495,5,6100,1603,0.777
60,1775340406689,0.0,0.0041868878,307.201,153.59923,100,0.0497931,1.9925495,5,6200,1603,0.777
61,1775340406689,0.0,0.011548405,307.201,153.59923,100,0.0497931,1.9925495,5,6300,1603,0.777
62,1775340406689,0.0,0.004607067,307.201,153.59923,100,0.0497931,1.9925495,5,6400,1603,0.777
63,1775340406689,0.0,0.01381073,307.201,153.59923,100,0.0497931,1.9925495,5,6500,1603,0.777
64,1775340406689,0.0,0.0086067105,307.201,153.59923,100,0.0497931,1.9925495,5,6600,1603,0.777
65,1775340406689,0.0,7.939625E-4,307.201,153.59923,100,0.0497931,1.9925495,5,6700,1603,0.777
66,1775340406689,0.0,0.0049586105,307.201,153.59923,100,0.0497931,1.9925495,5,6800,1603,0.777
67,1775340406689,0.0,0.005722895,307.201,153.59923,100,0.0497931,1.9925495,5,6900,1603,0.777
68,1775340406689,0.0,0.0027693273,307.201,153.59923,100,0.0497931,1.9925495,5,7000,1603,0.777
69,1775340406689,0.0,0.0025257587,307.201,153.59923,100,0.0497931,1.9925495,5,7100,1603,0.777
70,1775340406689,0.0,9.58662E-4,307.201,153.59923,100,0.0497931,1.9925495,5,7200,1603,0.777
71,1775340406689,0.0,0.009219008,307.201,153.59923,100,0.0497931,1.9925495,5,7300,1603,0.777
72,1775340406689,0.0,0.003910475,307.201,153.59923,100,0.0497931,1.9925495,5,7400,1603,0.777
73,1775340406689,0.0,0.005709238,307.201,153.59923,100,0.0497931,1.9925495,5,7500,1603,0.777
74,1775340406689,0.0,0.0030207348,307.201,153.59923,100,0.0497931,1.9925495,5,7600,1603,0.777
75,1775340406689,0.0,0.0058262064,307.201,153.59923,100,0.0497931,1.9925495,5,7700,1603,0.777
76,1775340406689,0.0,0.0013355922,307.201,153.59923,100,0.0497931,1.9925495,5,7800,1603,0.777
77,1775340406689,0.0,0.0043848706,307.201,153.59923,100,0.0497931,1.9925495,5,7900,1603,0.777
78,1775340406689,0.0,0.0019034004,307.201,153.59923,100,0.0497931,1.9925495,5,8000,1603,0.777
79,1775340406689,0.0,0.0119643975,307.201,153.59923,100,0.0497931,1.9925495,5,8100,1603,0.777
80,1775340406689,0.0,0.004964056,307.201,153.59923,100,0.0497931,1.9925495,5,8200,1603,0.777
81,1775340406689,0.0,0.003501892,307.201,153.59923,100,0.0497931,1.9925495,5,8300,1603,0.777
82,1775340406689,0.0,0.009819145,307.201,153.59923,100,0.0497931,1.9925495,5,8400,1603,0.777
83,1775340406689,0.0,0.0034946536,307.201,153.59923,100,0.0497931,1.9925495,5,8500,1603,0.777
84,1775340406689,0.0,0.0046473024,307.201,153.59923,100,0.0497931,1.9925495,5,8600,1603,0.777
85,1775340406689,0.0,0.004803419,307.201,153.59923,100,0.0497931,1.9925495,5,8700,1603,0.777
86,1775340406689,0.0,0.0013824176,307.201,153.59923,100,0.0497931,1.9925495,5,8800,1603,0.777
87,1775340406689,0.0,0.0074586775,307.201,153.59923,100,0.0497931,1.9925495,5,8900,1603,0.777
88,1775340406689,0.0,0.0042298697,307.201,153.59923,100,0.0497931,1.9925495,5,9000,1603,0.777
89,1775340406689,0.0,0.008571596,307.201,153.59923,100,0.0497931,1.9925495,5,9100,1603,0.777
90,1775340406689,0.0,0.004138069,307.201,153.59923,100,0.0497931,1.9925495,5,9200,1603,0.777
91,1775340406689,0.0,0.006658697,307.201,153.59923,100,0.0497931,1.9925495,5,9300,1603,0.777
92,1775340406689,0.0,0.001949234,307.201,153.59923,100,0.0497931,1.9925495,5,9400,1603,0.777
93,1775340406689,0.0,0.0052827834,307.201,153.59923,100,0.0497931,1.9925495,5,9500,1603,0.777
