iteracion,fitness,gbestx,gbesty,poblacion,tasa_mutacion,fuerza_mutacion,tam_torneo,evals,evals to best,tiempo_al_mejor
0,2.6736012,409.12253,105.68768,100,0.1,55.0,3,100,57,0.003
1,1.7915115,301.47974,206.10129,100,0.1,55.0,3,200,143,0.008
2,1.267849,310.2818,203.42706,100,0.1,55.0,3,300,288,0.027
3,1.2302275,306.2906,206.24704,100,0.1,55.0,3,400,321,0.043
4,1.1143064,304.96945,203.96254,100,0.1,55.0,3,500,424,0.078
5,1.1143064,304.96945,203.96254,100,0.1,55.0,3,600,424,0.078
6,1.0497084,410.7843,153.57314,100,0.1,55.0,3,700,640,0.11
7,1.0207663,409.94275,153.9957,100,0.1,55.0,3,800,798,0.126
8,1.0207663,409.94275,153.9957,100,0.1,55.0,3,900,798,0.126
9,1.0207663,409.94275,153.9957,100,0.1,55.0,3,1000,798,0.126
10,1.0207663,409.94275,153.9957,100,0.1,55.0,3,1100,798,0.126
11,1.0132732,408.9949,153.11,100,0.1,55.0,3,1200,1194,0.193
12,1.0132732,408.9949,153.11,100,0.1,55.0,3,1300,1194,0.193
13,1.0128183,409.23398,154.08002,100,0.1,55.0,3,1400,1317,0.225
14,1.0128183,409.23398,154.08002,100,0.1,55.0,3,1500,1317,0.225
15,1.0119019,408.47485,153.96234,100,0.1,55.0,3,1600,1543,0.257
16,1.010603,408.60645,153.98709,100,0.1,55.0,3,1700,1684,0.276
17,1.010603,408.60645,153.98709,100,0.1,55.0,3,1800,1684,0.276
18,1.010603,408.60645,153.98709,100,0.1,55.0,3,1900,1684,0.276
19,1.010603,408.60645,153.98709,100,0.1,55.0,3,2000,1684,0.276
20,1.010603,408.60645,153.98709,100,0.1,55.0,3,2100,1684,0.276
21,1.010603,408.60645,153.98709,100,0.1,55.0,3,2200,1684,0.276
22,1.010603,408.60645,153.98709,100,0.1,55.0,3,2300,1684,0.276
23,1.010603,408.60645,153.98709,100,0.1,55.0,3,2400,1684,0.276
24,1.010603,408.60645,153.98709,100,0.1,55.0,3,2500,1684,0.276
25,1.010603,408.60645,153.98709,100,0.1,55.0,3,2600,1684,0.276
26,1.010603,408.60645,153.98709,100,0.1,55.0,3,2700,1684,0.276
27,1.010603,408.60645,153.98709,100,0.1,55.0,3,2800,1684,0.276
28,1.010603,408.60645,153.98709,100,0.1,55.0,3,2900,1684,0.276
29,1.010603,408.60645,153.98709,100,0.1,55.0,3,3000,1684,0.276
30,1.010603,408.60645,153.98709,100,0.1,55.0,3,3100,1684,0.276
31,1.010603,408.60645,153.98709,100,0.1,55.0,3,3200,1684,0.276
32,1.010603,408.60645,153.98709,100,0.1,55.0,3,3300,1684,0.276
33,1.010603,408.60645,153.98709,100,0.1,55.0,3,3400,1684,0.276
34,1.010603,408.60645,153.98709,100,0.1,55.0,3,3500,1684,0.276
35,1.010603,408.60645,153.98709,100,0.1,55.0,3,3600,1684,0.276
36,1.010603,408.60645,153.98709,100,0.1,55.0,3,3700,1684,0.276
37,1.010603,408.60645,153.98709,100,0.1,55.0,3,3800,1684,0.276
38,1.010603,408.60645,153.98709,100,0.1,55.0,3,3900,1684,0.276
39,1.010603,408.60645,153.98709,100,0.1,55.0,3,4000,1684,0.276
40,1.010603,408.60645,153.98709,100,0.1,55.0,3,4100,1684,0.276
41,1.010603,408.60645,153.98709,100,0.1,55.0,3,4200,1684,0.276
