iteracion,fitness,gbestx,gbesty,poblacion,tasa_mutacion,fuerza_mutacion,tam_torneo,evals,evals to best,tiempo_al_mejor
0,1.1617699,304.35648,204.1082,100,0.1,55.0,3,100,16,0.007
1,1.1617699,304.35648,204.1082,100,0.1,55.0,3,200,16,0.007
2,1.1617699,304.35648,204.1082,100,0.1,55.0,3,300,16,0.007
3,1.0524435,306.5681,203.72867,100,0.1,55.0,3,400,396,0.051
4,1.0524435,306.5681,203.72867,100,0.1,55.0,3,500,396,0.051
5,1.0524435,306.5681,203.72867,100,0.1,55.0,3,600,396,0.051
6,1.0524435,306.5681,203.72867,100,0.1,55.0,3,700,396,0.051
7,1.0524435,306.5681,203.72867,100,0.1,55.0,3,800,396,0.051
8,1.0524435,306.5681,203.72867,100,0.1,55.0,3,900,396,0.051
9,1.0524435,306.5681,203.72867,100,0.1,55.0,3,1000,396,0.051
10,1.0524435,306.5681,203.72867,100,0.1,55.0,3,1100,396,0.051
11,1.0524435,306.5681,203.72867,100,0.1,55.0,3,1200,396,0.051
12,0.41876984,308.59128,151.34569,100,0.1,55.0,3,1300,1281,0.204
13,0.41876984,308.59128,151.34569,100,0.1,55.0,3,1400,1281,0.204
14,0.41876984,308.59128,151.34569,100,0.1,55.0,3,1500,1281,0.204
15,0.41876984,308.59128,151.34569,100,0.1,55.0,3,1600,1281,0.204
16,0.20966911,304.45538,152.65521,100,0.1,55.0,3,1700,1655,0.272
17,0.20966911,304.45538,152.65521,100,0.1,55.0,3,1800,1655,0.272
18,0.20966911,304.45538,152.65521,100,0.1,55.0,3,1900,1655,0.272
19,0.20966911,304.45538,152.65521,100,0.1,55.0,3,2000,1655,0.272
20,0.20966911,304.45538,152.65521,100,0.1,55.0,3,2100,1655,0.272
21,0.20966911,304.45538,152.65521,100,0.1,55.0,3,2200,1655,0.272
22,0.20966911,304.45538,152.65521,100,0.1,55.0,3,2300,1655,0.272
23,0.20966911,304.45538,152.65521,100,0.1,55.0,3,2400,1655,0.272
24,0.20966911,304.45538,152.65521,100,0.1,55.0,3,2500,1655,0.272
25,0.20966911,304.45538,152.65521,100,0.1,55.0,3,2600,1655,0.272
26,0.20966911,304.45538,152.65521,100,0.1,55.0,3,2700,1655,0.272
27,0.20966911,304.45538,152.65521,100,0.1,55.0,3,2800,1655,0.272
28,0.20966911,304.45538,152.65521,100,0.1,55.0,3,2900,1655,0.272
29,0.20966911,304.45538,152.65521,100,0.1,55.0,3,3000,1655,0.272
30,0.20966911,304.45538,152.65521,100,0.1,55.0,3,3100,1655,0.272
31,0.20966911,304.45538,152.65521,100,0.1,55.0,3,3200,1655,0.272
32,0.20966911,304.45538,152.65521,100,0.1,55.0,3,3300,1655,0.272
33,0.20966911,304.45538,152.65521,100,0.1,55.0,3,3400,1655,0.272
34,0.20966911,304.45538,152.65521,100,0.1,55.0,3,3500,1655,0.272
35,0.20966911,304.45538,152.65521,100,0.1,55.0,3,3600,1655,0.272
36,0.20966911,304.45538,152.65521,100,0.1,55.0,3,3700,1655,0.272
37,0.20966911,304.45538,152.65521,100,0.1,55.0,3,3800,1655,0.272
38,0.20966911,304.45538,152.65521,100,0.1,55.0,3,3900,1655,0.272
39,0.20966911,304.45538,152.65521,100,0.1,55.0,3,4000,1655,0.272
40,0.20966911,304.45538,152.65521,100,0.1,55.0,3,4100,1655,0.272
41,0.20966911,304.45538,152.65521,100,0.1,55.0,3,4200,1655,0.272
42,0.20966911,304.45538,152.65521,100,0.1,55.0,3,4300,1655,0.272
43,0.20966911,304.45538,152.65521,100,0.1,55.0,3,4400,1655,0.272
44,0.20966911,304.45538,152.65521,100,0.1,55.0,3,4500,1655,0.272
45,0.20966911,304.45538,152.65521,100,0.1,55.0,3,4600,1655,0.272
46,0.20966911,304.45538,152.65521,100,0.1,55.0,3,4700,1655,0.272
47,0.20966911,304.45538,152.65521,100,0.1,55.0,3,4800,1655,0.272
48,0.20966911,304.45538,152.65521,100,0.1,55.0,3,4900,1655,0.272
49,0.20966911,304.45538,152.65521,100,0.1,55.0,3,5000,1655,0.272
50,0.20966911,304.45538,152.65521,100,0.1,55.0,3,5100,1655,0.272
51,0.20966911,304.45538,152.65521,100,0.1,55.0,3,5200,1655,0.272
52,0.20966911,304.45538,152.65521,100,0.1,55.0,3,5300,1655,0.272
53,0.20966911,304.45538,152.65521,100,0.1,55.0,3,5400,1655,0.272
54,0.20966911,304.45538,152.65521,100,0.1,55.0,3,5500,1655,0.272
55,0.20966911,304.45538,152.65521,100,0.1,55.0,3,5600,1655,0.272
56,0.20966911,304.45538,152.65521,100,0.1,55.0,3,5700,1655,0.272
57,0.20966911,304.45538,152.65521,100,0.1,55.0,3,5800,1655,0.272
58,0.20966911,304.45538,152.65521,100,0.1,55.0,3,5900,1655,0.272
59,0.20966911,304.45538,152.65521,100,0.1,55.0,3,6000,1655,0.272
60,0.20966911,304.45538,152.65521,100,0.1,55.0,3,6100,1655,0.272
61,0.20966911,304.45538,152.65521,100,0.1,55.0,3,6200,1655,0.272
62,0.20966911,304.45538,152.65521,100,0.1,55.0,3,6300,1655,0.272
63,0.06991577,308.74622,153.02841,100,0.1,55.0,3,6400,6400,1.058
64,0.06991577,308.74622,153.02841,100,0.1,55.0,3,6500,6400,1.058
65,0.06991577,308.74622,153.02841,100,0.1,55.0,3,6600,6400,1.058
66,0.06991577,308.74622,153.02841,100,0.1,55.0,3,6700,6400,1.058
67,0.06991577,308.74622,153.02841,100,0.1,55.0,3,6800,6400,1.058
68,0.06991577,308.74622,153.02841,100,0.1,55.0,3,6900,6400,1.058
69,0.06991577,308.74622,153.02841,100,0.1,55.0,3,7000,6400,1.058
70,0.06991577,308.74622,153.02841,100,0.1,55.0,3,7100,6400,1.058
71,0.06991577,308.74622,153.02841,100,0.1,55.0,3,7200,6400,1.058
72,0.06991577,308.74622,153.02841,100,0.1,55.0,3,7300,6400,1.058
73,0.06991577,308.74622,153.02841,100,0.1,55.0,3,7400,6400,1.058
74,0.06991577,308.74622,153.02841,100,0.1,55.0,3,7500,6400,1.058
75,0.06991577,308.74622,153.02841,100,0.1,55.0,3,7600,6400,1.058
76,0.06991577,308.74622,153.02841,100,0.1,55.0,3,7700,6400,1.058
77,0.06991577,308.74622,153.02841,100,0.1,55.0,3,7800,6400,1.058
78,0.06991577,308.74622,153.02841,100,0.1,55.0,3,7900,6400,1.058
79,0.06991577,308.74622,153.02841,100,0.1,55.0,3,8000,6400,1.058
80,0.06991577,308.74622,153.02841,100,0.1,55.0,3,8100,6400,1.058
81,0.06991577,308.74622,153.02841,100,0.1,55.0,3,8200,6400,1.058
82,0.06991577,308.74622,153.02841,100,0.1,55.0,3,8300,6400,1.058
83,0.06991577,308.74622,153.02841,100,0.1,55.0,3,8400,6400,1.058
84,0.06991577,308.74622,153.02841,100,0.1,55.0,3,8500,6400,1.058
85,0.06991577,308.74622,153.02841,100,0.1,55.0,3,8600,6400,1.058
86,0.06991577,308.74622,153.02841,100,0.1,55.0,3,8700,6400,1.058
87,0.06991577,308.74622,153.02841,100,0.1,55.0,3,8800,6400,1.058
88,0.06991577,308.74622,153.02841,100,0.1,55.0,3,8900,6400,1.058
89,0.06991577,308.74622,153.02841,100,0.1,55.0,3,9000,6400,1.058
