iteracion,semilla,fitness,fitness_promedio,gbestx,gbesty,poblacion,tasa_mutacion,fuerza_mutacion,tam_torneo,evals,evals to best,tiempo_al_mejor
0,1775340342634,3.0134802,26.269354,202.62401,99.216835,100,0.0497931,1.9925495,5,200,144,0.11
1,1775340342634,2.743209,18.326822,196.03287,155.0203,100,0.0497931,1.9925495,5,300,297,0.123
2,1775340342634,1.6428146,13.448076,200.18771,155.02321,100,0.0497931,1.9925495,5,400,361,0.189
3,1775340342634,1.0675659,11.268346,207.27751,153.62419,100,0.0497931,1.9925495,5,500,439,0.253
4,1775340342634,0.15010166,7.604814,304.675,152.97325,100,0.0497931,1.9925495,5,600,548,0.312
5,1775340342634,0.015288353,4.592356,307.9306,153.86191,100,0.0497931,1.9925495,5,700,642,0.373
6,1775340342634,0.015288353,3.2692764,307.9306,153.86191,100,0.0497931,1.9925495,5,800,642,0.373
7,1775340342634,0.015288353,3.6814005,307.9306,153.86191,100,0.0497931,1.9925495,5,900,642,0.373
8,1775340342634,0.012571335,2.1883194,307.96793,153.46321,100,0.0497931,1.9925495,5,1000,977,0.562
9,1775340342634,0.001115799,0.053491384,307.07364,153.49629,100,0.0497931,1.9925495,5,1100,1014,0.624
10,1775340342634,4.9591064E-5,0.016702805,307.1484,153.59938,100,0.0497931,1.9925495,5,1200,1195,0.695
11,1775340342634,4.9591064E-5,0.01388936,307.1484,153.59938,100,0.0497931,1.9925495,5,1300,1195,0.695
12,1775340342634,3.8146973E-6,0.003792467,307.20917,153.59552,100,0.0497931,1.9925495,5,1400,1396,0.819
13,1775340342634,1.9073486E-6,0.008464861,307.21124,153.59952,100,0.0497931,1.9925495,5,1500,1465,0.881
14,1775340342634,0.0,0.014123735,307.19836,153.59912,100,0.0497931,1.9925495,5,1600,1523,0.942
15,1775340342634,0.0,0.0015487862,307.19836,153.59912,100,0.0497931,1.9925495,5,1700,1523,0.942
16,1775340342634,0.0,0.010059967,307.19836,153.59912,100,0.0497931,1.9925495,5,1800,1523,0.942
17,1775340342634,0.0,0.008234005,307.19836,153.59912,100,0.0497931,1.9925495,5,1900,1523,0.942
18,1775340342634,0.0,0.004083576,307.19836,153.59912,100,0.0497931,1.9925495,5,2000,1523,0.942
19,1775340342634,0.0,0.007815781,307.19836,153.59912,100,0.0497931,1.9925495,5,2100,1523,0.942
20,1775340342634,0.0,0.0048435307,307.19836,153.59912,100,0.0497931,1.9925495,5,2200,1523,0.942
21,1775340342634,0.0,0.011636877,307.19836,153.59912,100,0.0497931,1.9925495,5,2300,1523,0.942
22,1775340342634,0.0,0.0037396336,307.19836,153.59912,100,0.0497931,1.9925495,5,2400,1523,0.942
23,1775340342634,0.0,0.008028307,307.19836,153.59912,100,0.0497931,1.9925495,5,2500,1523,0.942
24,1775340342634,0.0,0.003957176,307.19836,153.59912,100,0.0497931,1.9925495,5,2600,1523,0.942
25,1775340342634,0.0,0.007600441,307.19836,153.59912,100,0.0497931,1.9925495,5,2700,1523,0.942
26,1775340342634,0.0,0.0035054493,307.19836,153.59912,100,0.0497931,1.9925495,5,2800,1523,0.942
27,1775340342634,0.0,0.0077326014,307.19836,153.59912,100,0.0497931,1.9925495,5,2900,1523,0.942
28,1775340342634,0.0,0.005038891,307.19836,153.59912,100,0.0497931,1.9925495,5,3000,1523,0.942
29,1775340342634,0.0,0.003654356,307.19836,153.59912,100,0.0497931,1.9925495,5,3100,1523,0.942
30,1775340342634,0.0,0.0046555903,307.19836,153.59912,100,0.0497931,1.9925495,5,3200,1523,0.942
31,1775340342634,0.0,0.009298887,307.19836,153.59912,100,0.0497931,1.9925495,5,3300,1523,0.942
32,1775340342634,0.0,0.0036665343,307.19836,153.59912,100,0.0497931,1.9925495,5,3401,1523,0.942
33,1775340342634,0.0,0.002085724,307.19836,153.59912,100,0.0497931,1.9925495,5,3501,1523,0.942
34,1775340342634,0.0,0.0056690215,307.19836,153.59912,100,0.0497931,1.9925495,5,3601,1523,0.942
35,1775340342634,0.0,0.006949587,307.19836,153.59912,100,0.0497931,1.9925495,5,3701,1523,0.942
36,1775340342634,0.0,0.0064634513,307.19836,153.59912,100,0.0497931,1.9925495,5,3801,1523,0.942
37,1775340342634,0.0,0.01065567,307.19836,153.59912,100,0.0497931,1.9925495,5,3901,1523,0.942
38,1775340342634,0.0,0.005700226,307.19836,153.59912,100,0.0497931,1.9925495,5,4001,1523,0.942
39,1775340342634,0.0,0.004630394,307.19836,153.59912,100,0.0497931,1.9925495,5,4101,1523,0.942
40,1775340342634,0.0,8.877659E-4,307.19836,153.59912,100,0.0497931,1.9925495,5,4201,1523,0.942
41,1775340342634,0.0,0.008526325,307.19836,153.59912,100,0.0497931,1.9925495,5,4301,1523,0.942
42,1775340342634,0.0,0.0146832755,307.19836,153.59912,100,0.0497931,1.9925495,5,4401,1523,0.942
43,1775340342634,0.0,0.0021208192,307.19836,153.59912,100,0.0497931,1.9925495,5,4501,1523,0.942
44,1775340342634,0.0,0.0070321467,307.19836,153.59912,100,0.0497931,1.9925495,5,4601,1523,0.942
45,1775340342634,0.0,0.0074038887,307.19836,153.59912,100,0.0497931,1.9925495,5,4701,1523,0.942
46,1775340342634,0.0,0.0059974194,307.19836,153.59912,100,0.0497931,1.9925495,5,4801,1523,0.942
47,1775340342634,0.0,0.0039280225,307.19836,153.59912,100,0.0497931,1.9925495,5,4901,1523,0.942
48,1775340342634,0.0,0.006658354,307.19836,153.59912,100,0.0497931,1.9925495,5,5001,1523,0.942
49,1775340342634,0.0,0.010764713,307.19836,153.59912,100,0.0497931,1.9925495,5,5101,1523,0.942
50,1775340342634,0.0,0.005032959,307.19836,153.59912,100,0.0497931,1.9925495,5,5201,1523,0.942
51,1775340342634,0.0,0.0026755142,307.19836,153.59912,100,0.0497931,1.9925495,5,5301,1523,0.942
52,1775340342634,0.0,0.0055534267,307.19836,153.59912,100,0.0497931,1.9925495,5,5401,1523,0.942
53,1775340342634,0.0,0.0037897588,307.19836,153.59912,100,0.0497931,1.9925495,5,5501,1523,0.942
54,1775340342634,0.0,5.6726456E-4,307.19836,153.59912,100,0.0497931,1.9925495,5,5601,1523,0.942
55,1775340342634,0.0,0.0036975003,307.19836,153.59912,100,0.0497931,1.9925495,5,5701,1523,0.942
56,1775340342634,0.0,0.0015532303,307.19836,153.59912,100,0.0497931,1.9925495,5,5801,1523,0.942
57,1775340342634,0.0,0.007989816,307.19836,153.59912,100,0.0497931,1.9925495,5,5901,1523,0.942
58,1775340342634,0.0,0.0038328934,307.19836,153.59912,100,0.0497931,1.9925495,5,6001,1523,0.942
59,1775340342634,0.0,0.008412476,307.19836,153.59912,100,0.0497931,1.9925495,5,6101,1523,0.942
60,1775340342634,0.0,0.0052268123,307.19836,153.59912,100,0.0497931,1.9925495,5,6201,1523,0.942
61,1775340342634,0.0,0.0025573254,307.19836,153.59912,100,0.0497931,1.9925495,5,6301,1523,0.942
62,1775340342634,0.0,0.004441166,307.19836,153.59912,100,0.0497931,1.9925495,5,6401,1523,0.942
63,1775340342634,0.0,0.0040535834,307.19836,153.59912,100,0.0497931,1.9925495,5,6501,1523,0.942
64,1775340342634,0.0,0.012369327,307.19836,153.59912,100,0.0497931,1.9925495,5,6601,1523,0.942
65,1775340342634,0.0,9.703064E-4,307.19836,153.59912,100,0.0497931,1.9925495,5,6701,1523,0.942
66,1775340342634,0.0,0.0013096905,307.19836,153.59912,100,0.0497931,1.9925495,5,6801,1523,0.942
67,1775340342634,0.0,0.0038224221,307.19836,153.59912,100,0.0497931,1.9925495,5,6901,1523,0.942
