iteracion,semilla,fitness,fitness_promedio,gbestx,gbesty,poblacion,tasa_mutacion,fuerza_mutacion,tam_torneo,evals,evals to best,tiempo_al_mejor
0,1775340144632,4.595706,27.080181,312.85208,255.00238,100,0.15,30.0,5,200,28,1.532
1,1775340144632,1.2554445,20.867376,311.7952,150.20752,100,0.14925,29.85,5,300,289,0.555
2,1775340144632,0.5841465,16.401423,312.31006,152.48404,100,0.14850375,29.70075,5,400,368,0.598
3,1775340144632,0.5841465,11.953011,312.31006,152.48404,100,0.14776123,29.552246,5,500,368,0.598
4,1775340144632,0.4315672,9.120431,311.51144,154.64102,100,0.14702243,29.404486,5,600,578,0.697
5,1775340144632,0.11018181,8.0257225,309.30682,154.1898,100,0.14628732,29.257463,5,700,687,0.739
6,1775340144632,0.08237553,4.2267675,309.2867,153.63672,100,0.14555588,29.111176,5,800,752,0.794
7,1775340144632,0.03967285,1.8955121,308.63486,153.50082,100,0.14482811,28.96562,5,900,808,0.833
8,1775340144632,1.0681152E-4,3.0364065,307.20654,153.63733,100,0.14410397,28.820791,5,1000,963,0.885
9,1775340144632,1.0681152E-4,3.2173004,307.20654,153.63733,100,0.14338346,28.676687,5,1100,963,0.885
10,1775340144632,1.0681152E-4,2.571984,307.20654,153.63733,100,0.14266655,28.533304,5,1200,963,0.885
11,1775340144632,5.8174133E-5,2.3916144,307.23502,153.62155,100,0.14195322,28.390638,5,1300,1300,1.037
12,1775340144632,1.6212463E-5,2.40656,307.20816,153.58588,100,0.14124344,28.248686,5,1400,1347,1.088
13,1775340144632,9.536743E-7,2.6347566,307.20593,153.59908,100,0.14053723,28.107443,5,1500,1498,1.143
14,1775340144632,0.0,2.0549645,307.19968,153.60144,100,0.13983455,27.966906,5,1600,1502,1.185
15,1775340144632,0.0,2.3225443,307.19968,153.60144,100,0.13913538,27.827072,5,1700,1502,1.185
16,1775340144632,0.0,2.1305137,307.19968,153.60144,100,0.1384397,27.687937,5,1800,1502,1.185
17,1775340144632,0.0,2.2950807,307.19968,153.60144,100,0.1377475,27.549498,5,1900,1502,1.185
18,1775340144632,0.0,1.186865,307.19968,153.60144,100,0.13705876,27.41175,5,2000,1502,1.185
19,1775340144632,0.0,1.7785896,307.19968,153.60144,100,0.13637348,27.274693,5,2100,1502,1.185
20,1775340144632,0.0,2.8425703,307.19968,153.60144,100,0.13569161,27.138319,5,2200,1502,1.185
21,1775340144632,0.0,1.9128814,307.19968,153.60144,100,0.13501315,27.002628,5,2300,1502,1.185
22,1775340144632,0.0,2.3615882,307.19968,153.60144,100,0.13433808,26.867615,5,2400,1502,1.185
23,1775340144632,0.0,0.71276885,307.19968,153.60144,100,0.1336664,26.733276,5,2500,1502,1.185
24,1775340144632,0.0,1.7377831,307.19968,153.60144,100,0.13299806,26.59961,5,2600,1502,1.185
25,1775340144632,0.0,1.6462613,307.19968,153.60144,100,0.13233307,26.466612,5,2700,1502,1.185
26,1775340144632,0.0,1.0450466,307.19968,153.60144,100,0.1316714,26.334278,5,2800,1502,1.185
27,1775340144632,0.0,1.2876403,307.19968,153.60144,100,0.13101304,26.202606,5,2900,1502,1.185
28,1775340144632,0.0,1.7913858,307.19968,153.60144,100,0.13035797,26.071594,5,3000,1502,1.185
29,1775340144632,0.0,2.5627747,307.19968,153.60144,100,0.12970617,25.941236,5,3100,1502,1.185
30,1775340144632,0.0,1.1695706,307.19968,153.60144,100,0.12905765,25.811531,5,3200,1502,1.185
31,1775340144632,0.0,1.1333581,307.19968,153.60144,100,0.12841235,25.682474,5,3300,1502,1.185
32,1775340144632,0.0,1.3541745,307.19968,153.60144,100,0.12777029,25.554062,5,3400,1502,1.185
33,1775340144632,0.0,0.61025757,307.19968,153.60144,100,0.12713143,25.426292,5,3500,1502,1.185
34,1775340144632,0.0,1.4238359,307.19968,153.60144,100,0.12649578,25.299162,5,3600,1502,1.185
35,1775340144632,0.0,2.4385917,307.19968,153.60144,100,0.1258633,25.172667,5,3700,1502,1.185
36,1775340144632,0.0,2.7389057,307.19968,153.60144,100,0.12523398,25.046803,5,3800,1502,1.185
37,1775340144632,0.0,1.217003,307.19968,153.60144,100,0.12460781,24.921568,5,3900,1502,1.185
38,1775340144632,0.0,2.1987047,307.19968,153.60144,100,0.12398477,24.79696,5,4000,1502,1.185
39,1775340144632,0.0,1.2391143,307.19968,153.60144,100,0.12336484,24.672976,5,4100,1502,1.185
40,1775340144632,0.0,0.8919493,307.19968,153.60144,100,0.12274802,24.54961,5,4200,1502,1.185
41,1775340144632,0.0,0.7239282,307.19968,153.60144,100,0.122134276,24.426863,5,4300,1502,1.185
42,1775340144632,0.0,1.4999166,307.19968,153.60144,100,0.121523604,24.30473,5,4400,1502,1.185
43,1775340144632,0.0,1.3506303,307.19968,153.60144,100,0.12091599,24.183207,5,4500,1502,1.185
44,1775340144632,0.0,1.7084072,307.19968,153.60144,100,0.12031141,24.06229,5,4600,1502,1.185
45,1775340144632,0.0,0.9527063,307.19968,153.60144,100,0.11970985,23.941978,5,4700,1502,1.185
46,1775340144632,0.0,2.0878735,307.19968,153.60144,100,0.1191113,23.82227,5,4800,1502,1.185
47,1775340144632,0.0,0.43796265,307.19968,153.60144,100,0.118515745,23.703157,5,4900,1502,1.185
48,1775340144632,0.0,0.9943607,307.19968,153.60144,100,0.11792317,23.584642,5,5000,1502,1.185
49,1775340144632,0.0,1.037463,307.19968,153.60144,100,0.117333554,23.466719,5,5100,1502,1.185
50,1775340144632,0.0,0.9611709,307.19968,153.60144,100,0.11674689,23.349384,5,5200,1502,1.185
51,1775340144632,0.0,1.3188782,307.19968,153.60144,100,0.11616316,23.232637,5,5300,1502,1.185
52,1775340144632,0.0,1.372323,307.19968,153.60144,100,0.11558234,23.116474,5,5400,1502,1.185
53,1775340144632,0.0,0.56846786,307.19968,153.60144,100,0.11500443,23.000893,5,5500,1502,1.185
54,1775340144632,0.0,1.5568832,307.19968,153.60144,100,0.11442941,22.88589,5,5600,1502,1.185
55,1775340144632,0.0,1.931494,307.19968,153.60144,100,0.11385726,22.77146,5,5700,1502,1.185
56,1775340144632,0.0,0.9395832,307.19968,153.60144,100,0.11328798,22.657602,5,5800,1502,1.185
57,1775340144632,0.0,1.17251,307.19968,153.60144,100,0.11272154,22.544315,5,5900,1502,1.185
58,1775340144632,0.0,0.9266557,307.19968,153.60144,100,0.11215793,22.431593,5,6000,1502,1.185
59,1775340144632,0.0,0.5476811,307.19968,153.60144,100,0.11159714,22.319435,5,6100,1502,1.185
60,1775340144632,0.0,2.0361395,307.19968,153.60144,100,0.111039154,22.207838,5,6200,1502,1.185
61,1775340144632,0.0,2.210525,307.19968,153.60144,100,0.11048396,22.0968,5,6300,1502,1.185
62,1775340144632,0.0,1.0379786,307.19968,153.60144,100,0.10993154,21.986317,5,6400,1502,1.185
63,1775340144632,0.0,1.2040164,307.19968,153.60144,100,0.109381884,21.876385,5,6500,1502,1.185
64,1775340144632,0.0,1.9191318,307.19968,153.60144,100,0.108834974,21.767002,5,6600,1502,1.185
65,1775340144632,0.0,1.775645,307.19968,153.60144,100,0.1082908,21.658167,5,6700,1502,1.185
66,1775340144632,0.0,0.92994684,307.19968,153.60144,100,0.10774934,21.549875,5,6800,1502,1.185
67,1775340144632,0.0,0.8700478,307.19968,153.60144,100,0.1072106,21.442125,5,6900,1502,1.185
68,1775340144632,0.0,1.3393812,307.19968,153.60144,100,0.106674545,21.334915,5,7000,1502,1.185
69,1775340144632,0.0,1.315722,307.19968,153.60144,100,0.10614117,21.228241,5,7100,1502,1.185
70,1775340144632,0.0,0.4965249,307.19968,153.60144,100,0.10561047,21.122099,5,7200,1502,1.185
71,1775340144632,0.0,1.0818983,307.19968,153.60144,100,0.105082415,21.016489,5,7300,1502,1.185
72,1775340144632,0.0,0.7727211,307.19968,153.60144,100,0.104557,20.911407,5,7400,1502,1.185
73,1775340144632,0.0,0.9685165,307.19968,153.60144,100,0.104034215,20.80685,5,7500,1502,1.185
74,1775340144632,0.0,1.3648001,307.19968,153.60144,100,0.103514045,20.702816,5,7600,1502,1.185
75,1775340144632,0.0,0.93234736,307.19968,153.60144,100,0.102996476,20.599302,5,7700,1502,1.185
76,1775340144632,0.0,0.82900214,307.19968,153.60144,100,0.10248149,20.496305,5,7800,1502,1.185
77,1775340144632,0.0,0.6144198,307.19968,153.60144,100,0.101969086,20.393824,5,7900,1502,1.185
78,1775340144632,0.0,0.8686744,307.19968,153.60144,100,0.10145924,20.291855,5,8000,1502,1.185
79,1775340144632,0.0,0.6515565,307.19968,153.60144,100,0.10095195,20.190395,5,8100,1502,1.185
80,1775340144632,0.0,1.1721492,307.19968,153.60144,100,0.100447185,20.089443,5,8200,1502,1.185
81,1775340144632,0.0,0.78131974,307.19968,153.60144,100,0.09994495,19.988997,5,8300,1502,1.185
82,1775340144632,0.0,0.97207093,307.19968,153.60144,100,0.099445224,19.889051,5,8400,1502,1.185
83,1775340144632,0.0,1.4413522,307.19968,153.60144,100,0.098948,19.789606,5,8500,1502,1.185
84,1775340144632,0.0,1.4273999,307.19968,153.60144,100,0.09845326,19.690659,5,8600,1502,1.185
85,1775340144632,0.0,1.1963773,307.19968,153.60144,100,0.09796099,19.592205,5,8700,1502,1.185
86,1775340144632,0.0,0.2854102,307.19968,153.60144,100,0.09747119,19.494244,5,8800,1502,1.185
87,1775340144632,0.0,0.8526736,307.19968,153.60144,100,0.096983835,19.396772,5,8900,1502,1.185
88,1775340144632,0.0,1.0599284,307.19968,153.60144,100,0.096498914,19.29979,5,9000,1502,1.185
