iteracion,semilla,fitness,gbestx,gbesty,poblacion,tasa_mutacion,fuerza_mutacion,tam_torneo,evals,evals to best,tiempo_al_mejor
0,1774830642897,4.795236,400.0918,159.24625,100,0.9,55.0,3,200,60,31.617
1,1774830642897,4.795236,400.0918,159.24625,100,0.9,55.0,3,300,60,31.617
2,1774830642897,2.5646381,407.75726,158.1649,100,0.9,55.0,3,400,390,0.116
3,1774830642897,1.5174332,403.9126,154.1474,100,0.9,55.0,3,500,447,0.164
4,1774830642897,1.5174332,403.9126,154.1474,100,0.9,55.0,3,600,447,0.164
5,1774830642897,1.5174332,403.9126,154.1474,100,0.9,55.0,3,700,447,0.164
6,1774830642897,1.5174332,403.9126,154.1474,100,0.9,55.0,3,800,447,0.164
7,1774830642897,1.3121176,302.49326,157.0665,100,0.9,55.0,3,900,888,0.366
8,1774830642897,1.3121176,302.49326,157.0665,100,0.9,55.0,3,1000,888,0.366
9,1774830642897,1.3121176,302.49326,157.0665,100,0.9,55.0,3,1100,888,0.366
10,1774830642897,1.2065458,409.67242,151.95125,100,0.9,55.0,3,1200,1128,0.517
11,1774830642897,1.1645489,310.15442,102.91249,100,0.9,55.0,3,1300,1263,0.567
12,1774830642897,1.1645489,310.15442,102.91249,100,0.9,55.0,3,1400,1263,0.567
13,1774830642897,0.2910862,303.76505,154.5531,100,0.9,55.0,3,1500,1486,0.667
14,1774830642897,0.2910862,303.76505,154.5531,100,0.9,55.0,3,1600,1486,0.667
15,1774830642897,0.2910862,303.76505,154.5531,100,0.9,55.0,3,1700,1486,0.667
16,1774830642897,0.2910862,303.76505,154.5531,100,0.9,55.0,3,1800,1486,0.667
17,1774830642897,0.2910862,303.76505,154.5531,100,0.9,55.0,3,1900,1486,0.667
18,1774830642897,0.2910862,303.76505,154.5531,100,0.9,55.0,3,2000,1486,0.667
19,1774830642897,0.2910862,303.76505,154.5531,100,0.9,55.0,3,2100,1486,0.667
20,1774830642897,0.2910862,303.76505,154.5531,100,0.9,55.0,3,2200,1486,0.667
21,1774830642897,0.2910862,303.76505,154.5531,100,0.9,55.0,3,2300,1486,0.667
22,1774830642897,0.2910862,303.76505,154.5531,100,0.9,55.0,3,2400,1486,0.667
23,1774830642897,0.2910862,303.76505,154.5531,100,0.9,55.0,3,2500,1486,0.667
24,1774830642897,0.2910862,303.76505,154.5531,100,0.9,55.0,3,2600,1486,0.667
25,1774830642897,0.2910862,303.76505,154.5531,100,0.9,55.0,3,2700,1486,0.667
26,1774830642897,0.2910862,303.76505,154.5531,100,0.9,55.0,3,2800,1486,0.667
27,1774830642897,0.2910862,303.76505,154.5531,100,0.9,55.0,3,2900,1486,0.667
28,1774830642897,0.2910862,303.76505,154.5531,100,0.9,55.0,3,3000,1486,0.667
29,1774830642897,0.2910862,303.76505,154.5531,100,0.9,55.0,3,3100,1486,0.667
30,1774830642897,0.2910862,303.76505,154.5531,100,0.9,55.0,3,3200,1486,0.667
31,1774830642897,0.2910862,303.76505,154.5531,100,0.9,55.0,3,3300,1486,0.667
32,1774830642897,0.2910862,303.76505,154.5531,100,0.9,55.0,3,3400,1486,0.667
33,1774830642897,0.2910862,303.76505,154.5531,100,0.9,55.0,3,3500,1486,0.667
34,1774830642897,0.2910862,303.76505,154.5531,100,0.9,55.0,3,3600,1486,0.667
35,1774830642897,0.2910862,303.76505,154.5531,100,0.9,55.0,3,3700,1486,0.667
36,1774830642897,0.2910862,303.76505,154.5531,100,0.9,55.0,3,3800,1486,0.667
37,1774830642897,0.21062851,309.81573,154.63814,100,0.9,55.0,3,3900,3815,1.88
38,1774830642897,0.21062851,309.81573,154.63814,100,0.9,55.0,3,4000,3815,1.88
