iteracion,semilla,fitness,gbestx,gbesty,poblacion,tasa_mutacion,fuerza_mutacion,tam_torneo,evals,evals to best,tiempo_al_mejor
0,1774830658683,2.0591097,410.85822,102.30119,100,0.9,55.0,3,200,127,0.03
1,1774830658683,2.0591097,410.85822,102.30119,100,0.9,55.0,3,300,127,0.03
2,1774830658683,1.7288818,408.7529,150.4712,100,0.9,55.0,3,400,363,0.123
3,1774830658683,1.1703949,207.82841,152.73543,100,0.9,55.0,3,500,441,0.175
4,1774830658683,1.1703949,207.82841,152.73543,100,0.9,55.0,3,600,441,0.175
5,1774830658683,1.1703949,207.82841,152.73543,100,0.9,55.0,3,700,441,0.175
6,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,800,710,0.326
7,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,900,710,0.326
8,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,1000,710,0.326
9,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,1100,710,0.326
10,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,1200,710,0.326
11,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,1300,710,0.326
12,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,1400,710,0.326
13,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,1500,710,0.326
14,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,1600,710,0.326
15,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,1700,710,0.326
16,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,1800,710,0.326
17,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,1900,710,0.326
18,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,2000,710,0.326
19,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,2100,710,0.326
20,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,2200,710,0.326
21,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,2300,710,0.326
22,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,2400,710,0.326
23,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,2500,710,0.326
24,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,2600,710,0.326
25,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,2700,710,0.326
26,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,2800,710,0.326
27,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,2900,710,0.326
28,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,3000,710,0.326
29,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,3100,710,0.326
30,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,3200,710,0.326
31,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,3300,710,0.326
32,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,3400,710,0.326
33,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,3500,710,0.326
34,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,3600,710,0.326
35,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,3700,710,0.326
36,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,3800,710,0.326
37,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,3900,710,0.326
38,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,4000,710,0.326
39,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,4100,710,0.326
40,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,4200,710,0.326
41,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,4300,710,0.326
42,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,4400,710,0.326
43,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,4500,710,0.326
44,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,4600,710,0.326
45,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,4700,710,0.326
46,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,4800,710,0.326
47,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,4900,710,0.326
48,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,5000,710,0.326
49,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,5100,710,0.326
50,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,5200,710,0.326
51,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,5300,710,0.326
52,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,5400,710,0.326
53,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,5500,710,0.326
54,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,5600,710,0.326
55,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,5700,710,0.326
56,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,5800,710,0.326
57,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,5900,710,0.326
58,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,6000,710,0.326
59,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,6100,710,0.326
60,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,6200,710,0.326
61,1774830658683,0.025520325,306.41708,153.17099,100,0.9,55.0,3,6300,710,0.326
