iteracion,semilla,fitness,gbestx,gbesty,poblacion,tasa_mutacion,fuerza_mutacion,tam_torneo,evals,evals to best,tiempo_al_mejor
0,1774617440015,2.8527184,406.55536,105.816895,100,0.1,55.0,3,200,137,0.005
1,1774617440015,0.75585365,308.99075,156.64859,100,0.1,55.0,3,300,211,0.011
2,1774617440015,0.69057083,312.46915,155.10004,100,0.1,55.0,3,400,394,0.029
3,1774617440015,0.44980812,312.00342,153.1344,100,0.1,55.0,3,500,486,0.045
4,1774617440015,0.0074014664,307.7335,153.43677,100,0.1,55.0,3,600,597,0.066
5,1774617440015,0.0074014664,307.7335,153.43677,100,0.1,55.0,3,700,597,0.066
6,1774617440015,8.72612E-4,307.08203,153.68976,100,0.1,55.0,3,800,703,0.098
7,1774617440015,8.72612E-4,307.08203,153.68976,100,0.1,55.0,3,900,703,0.098
8,1774617440015,8.72612E-4,307.08203,153.68976,100,0.1,55.0,3,1000,703,0.098
9,1774617440015,6.275177E-4,307.3566,153.6466,100,0.1,55.0,3,1100,1040,0.145
10,1774617440015,7.6293945E-6,307.21826,153.59772,100,0.1,55.0,3,1200,1134,0.174
11,1774617440015,7.6293945E-6,307.21826,153.59772,100,0.1,55.0,3,1300,1134,0.174
12,1774617440015,9.536743E-7,307.19977,153.60321,100,0.1,55.0,3,1400,1333,0.2
13,1774617440015,9.536743E-7,307.19977,153.60321,100,0.1,55.0,3,1500,1333,0.2
14,1774617440015,9.536743E-7,307.19977,153.60321,100,0.1,55.0,3,1600,1333,0.2
15,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,1700,1613,0.252
16,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,1800,1613,0.252
17,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,1900,1613,0.252
18,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,2000,1613,0.252
19,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,2100,1613,0.252
20,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,2200,1613,0.252
21,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,2300,1613,0.252
22,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,2400,1613,0.252
23,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,2500,1613,0.252
24,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,2600,1613,0.252
25,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,2700,1613,0.252
26,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,2800,1613,0.252
27,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,2900,1613,0.252
28,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,3000,1613,0.252
29,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,3100,1613,0.252
30,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,3200,1613,0.252
31,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,3300,1613,0.252
32,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,3400,1613,0.252
33,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,3500,1613,0.252
34,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,3600,1613,0.252
35,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,3700,1613,0.252
36,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,3800,1613,0.252
37,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,3900,1613,0.252
38,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,4000,1613,0.252
39,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,4100,1613,0.252
40,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,4200,1613,0.252
41,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,4300,1613,0.252
42,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,4400,1613,0.252
43,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,4500,1613,0.252
44,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,4600,1613,0.252
45,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,4700,1613,0.252
46,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,4800,1613,0.252
47,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,4900,1613,0.252
48,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,5000,1613,0.252
49,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,5100,1613,0.252
50,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,5200,1613,0.252
51,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,5300,1613,0.252
52,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,5400,1613,0.252
53,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,5500,1613,0.252
54,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,5600,1613,0.252
55,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,5700,1613,0.252
56,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,5800,1613,0.252
57,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,5900,1613,0.252
58,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,6000,1613,0.252
59,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,6100,1613,0.252
60,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,6200,1613,0.252
61,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,6300,1613,0.252
62,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,6400,1613,0.252
63,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,6500,1613,0.252
64,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,6600,1613,0.252
65,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,6700,1613,0.252
66,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,6800,1613,0.252
67,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,6900,1613,0.252
68,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,7000,1613,0.252
69,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,7100,1613,0.252
70,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,7200,1613,0.252
71,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,7300,1613,0.252
72,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,7400,1613,0.252
73,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,7500,1613,0.252
74,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,7600,1613,0.252
75,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,7700,1613,0.252
76,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,7800,1613,0.252
77,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,7900,1613,0.252
78,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,8000,1613,0.252
79,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,8100,1613,0.252
80,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,8200,1613,0.252
81,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,8300,1613,0.252
82,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,8400,1613,0.252
83,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,8500,1613,0.252
84,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,8600,1613,0.252
85,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,8700,1613,0.252
86,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,8800,1613,0.252
87,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,8900,1613,0.252
88,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,9000,1613,0.252
89,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,9100,1613,0.252
90,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,9200,1613,0.252
91,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,9300,1613,0.252
92,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,9400,1613,0.252
93,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,9500,1613,0.252
94,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,9600,1613,0.252
95,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,9700,1613,0.252
96,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,9800,1613,0.252
97,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,9900,1613,0.252
98,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,10000,1613,0.252
99,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,10100,1613,0.252
100,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,10200,1613,0.252
101,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,10300,1613,0.252
102,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,10400,1613,0.252
103,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,10500,1613,0.252
104,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,10600,1613,0.252
105,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,10700,1613,0.252
106,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,10800,1613,0.252
107,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,10900,1613,0.252
108,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,11000,1613,0.252
109,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,11100,1613,0.252
110,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,11200,1613,0.252
111,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,11300,1613,0.252
112,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,11400,1613,0.252
113,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,11500,1613,0.252
114,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,11600,1613,0.252
115,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,11700,1613,0.252
116,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,11800,1613,0.252
117,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,11900,1613,0.252
118,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,12000,1613,0.252
119,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,12100,1613,0.252
120,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,12200,1613,0.252
121,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,12300,1613,0.252
122,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,12400,1613,0.252
123,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,12500,1613,0.252
124,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,12600,1613,0.252
125,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,12700,1613,0.252
126,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,12800,1613,0.252
127,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,12900,1613,0.252
128,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,13000,1613,0.252
129,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,13100,1613,0.252
130,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,13200,1613,0.252
131,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,13300,1613,0.252
132,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,13400,1613,0.252
133,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,13500,1613,0.252
134,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,13600,1613,0.252
135,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,13700,1613,0.252
136,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,13800,1613,0.252
137,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,13900,1613,0.252
138,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,14000,1613,0.252
139,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,14100,1613,0.252
140,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,14200,1613,0.252
141,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,14300,1613,0.252
142,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,14400,1613,0.252
143,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,14500,1613,0.252
144,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,14600,1613,0.252
145,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,14700,1613,0.252
146,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,14800,1613,0.252
147,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,14900,1613,0.252
148,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,15000,1613,0.252
149,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,15100,1613,0.252
150,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,15200,1613,0.252
151,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,15300,1613,0.252
152,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,15400,1613,0.252
153,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,15500,1613,0.252
154,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,15600,1613,0.252
155,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,15700,1613,0.252
156,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,15800,1613,0.252
157,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,15900,1613,0.252
158,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,16000,1613,0.252
159,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,16100,1613,0.252
160,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,16200,1613,0.252
161,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,16300,1613,0.252
162,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,16400,1613,0.252
163,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,16500,1613,0.252
164,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,16600,1613,0.252
165,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,16700,1613,0.252
166,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,16800,1613,0.252
167,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,16900,1613,0.252
168,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,17000,1613,0.252
169,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,17100,1613,0.252
170,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,17200,1613,0.252
171,1774617440015,0.0,307.19965,153.6013,100,0.1,55.0,3,17300,1613,0.252
