iteracion,fitness,gbestx,gbesty,poblacion,tasa_mutacion,fuerza_mutacion,tam_torneo,evals,evals to best,tiempo_al_mejor
0,2.2780857,209.22095,102.818054,100,0.1,55.0,3,100,10,0.004
1,1.0948362,309.79462,157.20508,100,0.1,55.0,3,200,198,0.009
2,1.0948362,309.79462,157.20508,100,0.1,55.0,3,300,198,0.009
3,1.0948362,309.79462,157.20508,100,0.1,55.0,3,400,198,0.009
4,0.9960537,307.02942,204.62674,100,0.1,55.0,3,500,437,0.064
5,0.88726044,303.83755,156.60135,100,0.1,55.0,3,600,511,0.079
6,0.20880413,304.04456,153.07309,100,0.1,55.0,3,700,644,0.094
7,0.20880413,304.04456,153.07309,100,0.1,55.0,3,800,644,0.094
8,0.20880413,304.04456,153.07309,100,0.1,55.0,3,900,644,0.094
9,0.20880413,304.04456,153.07309,100,0.1,55.0,3,1000,644,0.094
10,0.20880413,304.04456,153.07309,100,0.1,55.0,3,1100,644,0.094
11,0.20880413,304.04456,153.07309,100,0.1,55.0,3,1200,644,0.094
12,0.20880413,304.04456,153.07309,100,0.1,55.0,3,1300,644,0.094
13,0.20880413,304.04456,153.07309,100,0.1,55.0,3,1400,644,0.094
14,0.10586262,305.515,154.43082,100,0.1,55.0,3,1500,1425,0.238
15,0.10586262,305.515,154.43082,100,0.1,55.0,3,1600,1425,0.238
16,0.10586262,305.515,154.43082,100,0.1,55.0,3,1700,1425,0.238
17,0.10586262,305.515,154.43082,100,0.1,55.0,3,1800,1425,0.238
18,0.10586262,305.515,154.43082,100,0.1,55.0,3,1900,1425,0.238
19,0.10586262,305.515,154.43082,100,0.1,55.0,3,2000,1425,0.238
20,0.10586262,305.515,154.43082,100,0.1,55.0,3,2100,1425,0.238
21,0.10586262,305.515,154.43082,100,0.1,55.0,3,2200,1425,0.238
22,0.10586262,305.515,154.43082,100,0.1,55.0,3,2300,1425,0.238
23,0.10586262,305.515,154.43082,100,0.1,55.0,3,2400,1425,0.238
24,0.10586262,305.515,154.43082,100,0.1,55.0,3,2500,1425,0.238
25,0.10586262,305.515,154.43082,100,0.1,55.0,3,2600,1425,0.238
26,0.10586262,305.515,154.43082,100,0.1,55.0,3,2700,1425,0.238
27,0.10586262,305.515,154.43082,100,0.1,55.0,3,2800,1425,0.238
28,0.10586262,305.515,154.43082,100,0.1,55.0,3,2900,1425,0.238
29,0.10586262,305.515,154.43082,100,0.1,55.0,3,3000,1425,0.238
30,0.10586262,305.515,154.43082,100,0.1,55.0,3,3100,1425,0.238
31,0.10586262,305.515,154.43082,100,0.1,55.0,3,3200,1425,0.238
32,0.10586262,305.515,154.43082,100,0.1,55.0,3,3300,1425,0.238
33,0.10586262,305.515,154.43082,100,0.1,55.0,3,3400,1425,0.238
34,0.10586262,305.515,154.43082,100,0.1,55.0,3,3500,1425,0.238
35,0.10586262,305.515,154.43082,100,0.1,55.0,3,3600,1425,0.238
36,0.10586262,305.515,154.43082,100,0.1,55.0,3,3700,1425,0.238
37,0.10586262,305.515,154.43082,100,0.1,55.0,3,3800,1425,0.238
38,0.10586262,305.515,154.43082,100,0.1,55.0,3,3900,1425,0.238
39,0.10586262,305.515,154.43082,100,0.1,55.0,3,4000,1425,0.238
40,0.10586262,305.515,154.43082,100,0.1,55.0,3,4100,1425,0.238
41,0.10586262,305.515,154.43082,100,0.1,55.0,3,4200,1425,0.238
42,0.10586262,305.515,154.43082,100,0.1,55.0,3,4300,1425,0.238
43,0.10586262,305.515,154.43082,100,0.1,55.0,3,4400,1425,0.238
44,0.10586262,305.515,154.43082,100,0.1,55.0,3,4500,1425,0.238
45,0.10586262,305.515,154.43082,100,0.1,55.0,3,4600,1425,0.238
46,0.10586262,305.515,154.43082,100,0.1,55.0,3,4700,1425,0.238
47,0.10586262,305.515,154.43082,100,0.1,55.0,3,4800,1425,0.238
48,0.10586262,305.515,154.43082,100,0.1,55.0,3,4900,1425,0.238
49,0.10586262,305.515,154.43082,100,0.1,55.0,3,5000,1425,0.238
50,0.10586262,305.515,154.43082,100,0.1,55.0,3,5100,1425,0.238
51,0.10586262,305.515,154.43082,100,0.1,55.0,3,5200,1425,0.238
52,0.10586262,305.515,154.43082,100,0.1,55.0,3,5300,1425,0.238
53,0.10444355,307.45728,154.76869,100,0.1,55.0,3,5400,5357,0.891
54,0.08518982,306.48615,154.59976,100,0.1,55.0,3,5500,5424,0.91
55,0.08518982,306.48615,154.59976,100,0.1,55.0,3,5600,5424,0.91
56,0.08518982,306.48615,154.59976,100,0.1,55.0,3,5700,5424,0.91
57,0.08518982,306.48615,154.59976,100,0.1,55.0,3,5800,5424,0.91
58,0.08518982,306.48615,154.59976,100,0.1,55.0,3,5900,5424,0.91
59,0.08518982,306.48615,154.59976,100,0.1,55.0,3,6000,5424,0.91
60,0.08518982,306.48615,154.59976,100,0.1,55.0,3,6100,5424,0.91
61,0.08518982,306.48615,154.59976,100,0.1,55.0,3,6200,5424,0.91
62,0.08518982,306.48615,154.59976,100,0.1,55.0,3,6300,5424,0.91
63,0.08518982,306.48615,154.59976,100,0.1,55.0,3,6400,5424,0.91
64,0.08518982,306.48615,154.59976,100,0.1,55.0,3,6500,5424,0.91
65,0.08518982,306.48615,154.59976,100,0.1,55.0,3,6600,5424,0.91
66,0.08518982,306.48615,154.59976,100,0.1,55.0,3,6700,5424,0.91
67,0.08518982,306.48615,154.59976,100,0.1,55.0,3,6800,5424,0.91
68,0.08518982,306.48615,154.59976,100,0.1,55.0,3,6900,5424,0.91
69,0.08518982,306.48615,154.59976,100,0.1,55.0,3,7000,5424,0.91
70,0.08518982,306.48615,154.59976,100,0.1,55.0,3,7100,5424,0.91
71,0.08518982,306.48615,154.59976,100,0.1,55.0,3,7200,5424,0.91
72,0.08518982,306.48615,154.59976,100,0.1,55.0,3,7300,5424,0.91
73,0.08518982,306.48615,154.59976,100,0.1,55.0,3,7400,5424,0.91
74,0.08518982,306.48615,154.59976,100,0.1,55.0,3,7500,5424,0.91
75,0.08518982,306.48615,154.59976,100,0.1,55.0,3,7600,5424,0.91
76,0.08518982,306.48615,154.59976,100,0.1,55.0,3,7700,5424,0.91
