iteracion,fitness,gbestx,gbesty,poblacion,tasa_mutacion,fuerza_mutacion,tam_torneo,evals,evals to best,tiempo_al_mejor
0,2.554943,401.21985,155.96057,100,0.1,55.0,3,100,2,0.003
1,1.2362862,301.62537,150.64426,100,0.1,55.0,3,200,169,0.009
2,0.32381248,310.76157,154.65904,100,0.1,55.0,3,300,223,0.027
3,0.32381248,310.76157,154.65904,100,0.1,55.0,3,400,223,0.027
4,0.32381248,310.76157,154.65904,100,0.1,55.0,3,500,223,0.027
5,0.1616478,309.34692,152.60678,100,0.1,55.0,3,600,580,0.081
6,0.039868355,306.53595,154.24559,100,0.1,55.0,3,700,677,0.096
7,0.039440155,308.43878,153.22888,100,0.1,55.0,3,800,769,0.115
8,0.017217636,307.9012,153.92343,100,0.1,55.0,3,900,860,0.131
9,0.017217636,307.9012,153.92343,100,0.1,55.0,3,1000,860,0.131
10,0.017217636,307.9012,153.92343,100,0.1,55.0,3,1100,860,0.131
11,0.017217636,307.9012,153.92343,100,0.1,55.0,3,1200,860,0.131
12,0.017217636,307.9012,153.92343,100,0.1,55.0,3,1300,860,0.131
13,0.017217636,307.9012,153.92343,100,0.1,55.0,3,1400,860,0.131
14,0.017217636,307.9012,153.92343,100,0.1,55.0,3,1500,860,0.131
15,0.017217636,307.9012,153.92343,100,0.1,55.0,3,1600,860,0.131
16,0.017217636,307.9012,153.92343,100,0.1,55.0,3,1700,860,0.131
17,0.017217636,307.9012,153.92343,100,0.1,55.0,3,1800,860,0.131
18,0.017217636,307.9012,153.92343,100,0.1,55.0,3,1900,860,0.131
19,0.017217636,307.9012,153.92343,100,0.1,55.0,3,2000,860,0.131
20,0.017217636,307.9012,153.92343,100,0.1,55.0,3,2100,860,0.131
21,0.017217636,307.9012,153.92343,100,0.1,55.0,3,2200,860,0.131
22,0.017217636,307.9012,153.92343,100,0.1,55.0,3,2300,860,0.131
23,0.017217636,307.9012,153.92343,100,0.1,55.0,3,2400,860,0.131
24,0.017217636,307.9012,153.92343,100,0.1,55.0,3,2500,860,0.131
25,0.017217636,307.9012,153.92343,100,0.1,55.0,3,2600,860,0.131
26,0.017217636,307.9012,153.92343,100,0.1,55.0,3,2700,860,0.131
27,0.017217636,307.9012,153.92343,100,0.1,55.0,3,2800,860,0.131
28,0.017217636,307.9012,153.92343,100,0.1,55.0,3,2900,860,0.131
29,0.017217636,307.9012,153.92343,100,0.1,55.0,3,3000,860,0.131
30,0.017217636,307.9012,153.92343,100,0.1,55.0,3,3100,860,0.131
31,0.017217636,307.9012,153.92343,100,0.1,55.0,3,3200,860,0.131
32,0.017217636,307.9012,153.92343,100,0.1,55.0,3,3300,860,0.131
33,0.017217636,307.9012,153.92343,100,0.1,55.0,3,3400,860,0.131
34,0.017217636,307.9012,153.92343,100,0.1,55.0,3,3500,860,0.131
35,0.017217636,307.9012,153.92343,100,0.1,55.0,3,3600,860,0.131
36,0.017217636,307.9012,153.92343,100,0.1,55.0,3,3700,860,0.131
37,0.017217636,307.9012,153.92343,100,0.1,55.0,3,3800,860,0.131
38,0.017217636,307.9012,153.92343,100,0.1,55.0,3,3900,860,0.131
39,0.017217636,307.9012,153.92343,100,0.1,55.0,3,4000,860,0.131
