iteracion,fitness,gbestx,gbesty,poblacion,tasa_mutacion,fuerza_mutacion,tam_torneo,evals,evals to best,tiempo_al_mejor
0,2.8400993,413.82208,105.047,100,0.1,55.0,3,100,73,0.004
1,2.0598688,410.9912,102.78086,100,0.1,55.0,3,200,189,0.01
2,1.122324,308.38184,203.38481,100,0.1,55.0,3,300,229,0.032
3,0.5044279,306.23578,156.1466,100,0.1,55.0,3,400,389,0.048
4,0.5044279,306.23578,156.1466,100,0.1,55.0,3,500,389,0.048
5,0.5044279,306.23578,156.1466,100,0.1,55.0,3,600,389,0.048
6,0.5044279,306.23578,156.1466,100,0.1,55.0,3,700,389,0.048
7,0.5044279,306.23578,156.1466,100,0.1,55.0,3,800,389,0.048
8,0.5044279,306.23578,156.1466,100,0.1,55.0,3,900,389,0.048
9,0.5044279,306.23578,156.1466,100,0.1,55.0,3,1000,389,0.048
10,0.5044279,306.23578,156.1466,100,0.1,55.0,3,1100,389,0.048
11,0.5044279,306.23578,156.1466,100,0.1,55.0,3,1200,389,0.048
12,0.5044279,306.23578,156.1466,100,0.1,55.0,3,1300,389,0.048
13,0.5044279,306.23578,156.1466,100,0.1,55.0,3,1400,389,0.048
14,0.5044279,306.23578,156.1466,100,0.1,55.0,3,1500,389,0.048
15,0.5044279,306.23578,156.1466,100,0.1,55.0,3,1600,389,0.048
16,0.5044279,306.23578,156.1466,100,0.1,55.0,3,1700,389,0.048
17,0.5044279,306.23578,156.1466,100,0.1,55.0,3,1800,389,0.048
18,0.5044279,306.23578,156.1466,100,0.1,55.0,3,1900,389,0.048
19,0.5044279,306.23578,156.1466,100,0.1,55.0,3,2000,389,0.048
20,0.5044279,306.23578,156.1466,100,0.1,55.0,3,2100,389,0.048
21,0.5044279,306.23578,156.1466,100,0.1,55.0,3,2200,389,0.048
22,0.5044279,306.23578,156.1466,100,0.1,55.0,3,2300,389,0.048
23,0.5044279,306.23578,156.1466,100,0.1,55.0,3,2400,389,0.048
24,0.5044279,306.23578,156.1466,100,0.1,55.0,3,2500,389,0.048
25,0.5044279,306.23578,156.1466,100,0.1,55.0,3,2600,389,0.048
26,0.5044279,306.23578,156.1466,100,0.1,55.0,3,2700,389,0.048
27,0.5044279,306.23578,156.1466,100,0.1,55.0,3,2800,389,0.048
28,0.5044279,306.23578,156.1466,100,0.1,55.0,3,2900,389,0.048
29,0.5044279,306.23578,156.1466,100,0.1,55.0,3,3000,389,0.048
30,0.5044279,306.23578,156.1466,100,0.1,55.0,3,3100,389,0.048
31,0.5044279,306.23578,156.1466,100,0.1,55.0,3,3200,389,0.048
32,0.5044279,306.23578,156.1466,100,0.1,55.0,3,3300,389,0.048
33,0.5044279,306.23578,156.1466,100,0.1,55.0,3,3400,389,0.048
34,0.5044279,306.23578,156.1466,100,0.1,55.0,3,3500,389,0.048
35,0.5044279,306.23578,156.1466,100,0.1,55.0,3,3600,389,0.048
36,0.5044279,306.23578,156.1466,100,0.1,55.0,3,3700,389,0.048
37,0.5044279,306.23578,156.1466,100,0.1,55.0,3,3800,389,0.048
38,0.5044279,306.23578,156.1466,100,0.1,55.0,3,3900,389,0.048
39,0.5044279,306.23578,156.1466,100,0.1,55.0,3,4000,389,0.048
40,0.5044279,306.23578,156.1466,100,0.1,55.0,3,4100,389,0.048
41,0.5044279,306.23578,156.1466,100,0.1,55.0,3,4200,389,0.048
42,0.5044279,306.23578,156.1466,100,0.1,55.0,3,4300,389,0.048
43,0.5044279,306.23578,156.1466,100,0.1,55.0,3,4400,389,0.048
44,0.5044279,306.23578,156.1466,100,0.1,55.0,3,4500,389,0.048
45,0.5044279,306.23578,156.1466,100,0.1,55.0,3,4600,389,0.048
46,0.5044279,306.23578,156.1466,100,0.1,55.0,3,4700,389,0.048
47,0.5044279,306.23578,156.1466,100,0.1,55.0,3,4800,389,0.048
48,0.5044279,306.23578,156.1466,100,0.1,55.0,3,4900,389,0.048
49,0.5044279,306.23578,156.1466,100,0.1,55.0,3,5000,389,0.048
50,0.5044279,306.23578,156.1466,100,0.1,55.0,3,5100,389,0.048
51,0.5044279,306.23578,156.1466,100,0.1,55.0,3,5200,389,0.048
52,0.23572445,309.19406,155.05861,100,0.1,55.0,3,5300,5250,0.865
53,0.23572445,309.19406,155.05861,100,0.1,55.0,3,5400,5250,0.865
54,0.23572445,309.19406,155.05861,100,0.1,55.0,3,5500,5250,0.865
55,0.23572445,309.19406,155.05861,100,0.1,55.0,3,5600,5250,0.865
56,0.23572445,309.19406,155.05861,100,0.1,55.0,3,5700,5250,0.865
57,0.23572445,309.19406,155.05861,100,0.1,55.0,3,5800,5250,0.865
58,0.23572445,309.19406,155.05861,100,0.1,55.0,3,5900,5250,0.865
59,0.23572445,309.19406,155.05861,100,0.1,55.0,3,6000,5250,0.865
60,0.23572445,309.19406,155.05861,100,0.1,55.0,3,6100,5250,0.865
61,0.23572445,309.19406,155.05861,100,0.1,55.0,3,6200,5250,0.865
62,0.23572445,309.19406,155.05861,100,0.1,55.0,3,6300,5250,0.865
63,0.23572445,309.19406,155.05861,100,0.1,55.0,3,6400,5250,0.865
64,0.23572445,309.19406,155.05861,100,0.1,55.0,3,6500,5250,0.865
65,0.23572445,309.19406,155.05861,100,0.1,55.0,3,6600,5250,0.865
66,0.23572445,309.19406,155.05861,100,0.1,55.0,3,6700,5250,0.865
67,0.23572445,309.19406,155.05861,100,0.1,55.0,3,6800,5250,0.865
68,0.23572445,309.19406,155.05861,100,0.1,55.0,3,6900,5250,0.865
69,0.23572445,309.19406,155.05861,100,0.1,55.0,3,7000,5250,0.865
70,0.23572445,309.19406,155.05861,100,0.1,55.0,3,7100,5250,0.865
71,0.23572445,309.19406,155.05861,100,0.1,55.0,3,7200,5250,0.865
72,0.23572445,309.19406,155.05861,100,0.1,55.0,3,7300,5250,0.865
73,0.23572445,309.19406,155.05861,100,0.1,55.0,3,7400,5250,0.865
74,0.23572445,309.19406,155.05861,100,0.1,55.0,3,7500,5250,0.865
75,0.23572445,309.19406,155.05861,100,0.1,55.0,3,7600,5250,0.865
76,0.23572445,309.19406,155.05861,100,0.1,55.0,3,7700,5250,0.865
77,0.23572445,309.19406,155.05861,100,0.1,55.0,3,7800,5250,0.865
78,0.23572445,309.19406,155.05861,100,0.1,55.0,3,7900,5250,0.865
79,0.23572445,309.19406,155.05861,100,0.1,55.0,3,8000,5250,0.865
80,0.23572445,309.19406,155.05861,100,0.1,55.0,3,8100,5250,0.865
81,0.23572445,309.19406,155.05861,100,0.1,55.0,3,8200,5250,0.865
82,0.23572445,309.19406,155.05861,100,0.1,55.0,3,8300,5250,0.865
83,0.23572445,309.19406,155.05861,100,0.1,55.0,3,8400,5250,0.865
84,0.23572445,309.19406,155.05861,100,0.1,55.0,3,8500,5250,0.865
85,0.23572445,309.19406,155.05861,100,0.1,55.0,3,8600,5250,0.865
86,0.23572445,309.19406,155.05861,100,0.1,55.0,3,8700,5250,0.865
87,0.23572445,309.19406,155.05861,100,0.1,55.0,3,8800,5250,0.865
88,0.23572445,309.19406,155.05861,100,0.1,55.0,3,8900,5250,0.865
89,0.23572445,309.19406,155.05861,100,0.1,55.0,3,9000,5250,0.865
90,0.23572445,309.19406,155.05861,100,0.1,55.0,3,9100,5250,0.865
91,0.23572445,309.19406,155.05861,100,0.1,55.0,3,9200,5250,0.865
92,0.23572445,309.19406,155.05861,100,0.1,55.0,3,9300,5250,0.865
93,0.23572445,309.19406,155.05861,100,0.1,55.0,3,9400,5250,0.865
94,0.23572445,309.19406,155.05861,100,0.1,55.0,3,9500,5250,0.865
95,0.23572445,309.19406,155.05861,100,0.1,55.0,3,9600,5250,0.865
96,0.23572445,309.19406,155.05861,100,0.1,55.0,3,9700,5250,0.865
97,0.23572445,309.19406,155.05861,100,0.1,55.0,3,9800,5250,0.865
