iteracion,fitness,semilla,gbestx,gbesty,puntos,inercia,C1,C2,evals,evals to best,tiempo_al_mejor
0,4.8173094,1774574899017,309.12726,54.938023,100,3000.0,30.0,10.0,100,3,0.927
1,4.8173094,1774574899017,309.12726,54.938023,100,3000.0,30.0,10.0,200,3,0.927
2,4.8173094,1774574899017,309.12726,54.938023,100,3000.0,30.0,10.0,300,3,0.927
3,4.8173094,1774574899017,309.12726,54.938023,100,3000.0,30.0,10.0,400,3,0.927
4,4.8173094,1774574899017,309.12726,54.938023,100,3000.0,30.0,10.0,500,3,0.927
5,4.8173094,1774574899017,309.12726,54.938023,100,3000.0,30.0,10.0,600,3,0.927
6,4.8173094,1774574899017,309.12726,54.938023,100,3000.0,30.0,10.0,700,3,0.927
7,4.8173094,1774574899017,309.12726,54.938023,100,3000.0,30.0,10.0,800,3,0.927
8,4.8173094,1774574899017,309.12726,54.938023,100,3000.0,30.0,10.0,900,3,0.927
9,4.8173094,1774574899017,309.12726,54.938023,100,3000.0,30.0,10.0,1000,3,0.927
10,4.596724,1774574899017,312.53055,50.662388,100,3000.0,30.0,10.0,1100,1027,1.707
11,4.596724,1774574899017,312.53055,50.662388,100,3000.0,30.0,10.0,1200,1027,1.707
12,4.596724,1774574899017,312.53055,50.662388,100,3000.0,30.0,10.0,1300,1027,1.707
13,4.596724,1774574899017,312.53055,50.662388,100,3000.0,30.0,10.0,1400,1027,1.707
14,4.596724,1774574899017,312.53055,50.662388,100,3000.0,30.0,10.0,1500,1027,1.707
15,4.596724,1774574899017,312.53055,50.662388,100,3000.0,30.0,10.0,1600,1027,1.707
16,4.596724,1774574899017,312.53055,50.662388,100,3000.0,30.0,10.0,1700,1027,1.707
17,4.596724,1774574899017,312.53055,50.662388,100,3000.0,30.0,10.0,1800,1027,1.707
18,4.596724,1774574899017,312.53055,50.662388,100,3000.0,30.0,10.0,1900,1027,1.707
19,4.596724,1774574899017,312.53055,50.662388,100,3000.0,30.0,10.0,2000,1027,1.707
20,4.596724,1774574899017,312.53055,50.662388,100,3000.0,30.0,10.0,2100,1027,1.707
21,4.596724,1774574899017,312.53055,50.662388,100,3000.0,30.0,10.0,2200,1027,1.707
22,4.596724,1774574899017,312.53055,50.662388,100,3000.0,30.0,10.0,2300,1027,1.707
23,4.596724,1774574899017,312.53055,50.662388,100,3000.0,30.0,10.0,2400,1027,1.707
24,4.596724,1774574899017,312.53055,50.662388,100,3000.0,30.0,10.0,2500,1027,1.707
25,4.596724,1774574899017,312.53055,50.662388,100,3000.0,30.0,10.0,2600,1027,1.707
26,4.596724,1774574899017,312.53055,50.662388,100,3000.0,30.0,10.0,2700,1027,1.707
27,3.07205,1774574899017,317.91168,157.22409,100,3000.0,30.0,10.0,2800,2716,2.957
28,1.9667063,1774574899017,317.4796,154.25537,100,3000.0,30.0,10.0,2900,2816,3.03
29,1.9667063,1774574899017,317.4796,154.25537,100,3000.0,30.0,10.0,3000,2816,3.03
30,1.9667063,1774574899017,317.4796,154.25537,100,3000.0,30.0,10.0,3100,2816,3.03
31,1.9667063,1774574899017,317.4796,154.25537,100,3000.0,30.0,10.0,3200,2816,3.03
32,1.9667063,1774574899017,317.4796,154.25537,100,3000.0,30.0,10.0,3300,2816,3.03
33,1.9667063,1774574899017,317.4796,154.25537,100,3000.0,30.0,10.0,3400,2816,3.03
34,1.9667063,1774574899017,317.4796,154.25537,100,3000.0,30.0,10.0,3500,2816,3.03
35,1.9667063,1774574899017,317.4796,154.25537,100,3000.0,30.0,10.0,3600,2816,3.03
36,1.8194618,1774574899017,316.44748,155.40001,100,3000.0,30.0,10.0,3700,3648,3.677
37,1.5590372,1774574899017,316.0763,152.42307,100,3000.0,30.0,10.0,3800,3748,3.75
38,1.5590372,1774574899017,316.0763,152.42307,100,3000.0,30.0,10.0,3900,3748,3.75
39,1.5590372,1774574899017,316.0763,152.42307,100,3000.0,30.0,10.0,4000,3748,3.75
40,1.5590372,1774574899017,316.0763,152.42307,100,3000.0,30.0,10.0,4100,3748,3.75
41,1.5590372,1774574899017,316.0763,152.42307,100,3000.0,30.0,10.0,4200,3748,3.75
42,1.5590372,1774574899017,316.0763,152.42307,100,3000.0,30.0,10.0,4300,3748,3.75
43,1.5590372,1774574899017,316.0763,152.42307,100,3000.0,30.0,10.0,4400,3748,3.75
44,1.5590372,1774574899017,316.0763,152.42307,100,3000.0,30.0,10.0,4500,3748,3.75
45,1.2778873,1774574899017,310.39743,103.751175,100,3000.0,30.0,10.0,4600,4516,4.328
46,1.2778873,1774574899017,310.39743,103.751175,100,3000.0,30.0,10.0,4700,4516,4.328
47,1.2778873,1774574899017,310.39743,103.751175,100,3000.0,30.0,10.0,4800,4516,4.328
48,1.2778873,1774574899017,310.39743,103.751175,100,3000.0,30.0,10.0,4900,4516,4.328
49,1.2778873,1774574899017,310.39743,103.751175,100,3000.0,30.0,10.0,5000,4516,4.328
50,1.2778873,1774574899017,310.39743,103.751175,100,3000.0,30.0,10.0,5100,4516,4.328
51,1.2778873,1774574899017,310.39743,103.751175,100,3000.0,30.0,10.0,5200,4516,4.328
52,1.2778873,1774574899017,310.39743,103.751175,100,3000.0,30.0,10.0,5300,4516,4.328
53,1.2778873,1774574899017,310.39743,103.751175,100,3000.0,30.0,10.0,5400,4516,4.328
54,1.1416044,1774574899017,309.4729,101.85287,100,3000.0,30.0,10.0,5500,5448,4.976
55,1.1416044,1774574899017,309.4729,101.85287,100,3000.0,30.0,10.0,5600,5448,4.976
56,1.1416044,1774574899017,309.4729,101.85287,100,3000.0,30.0,10.0,5700,5448,4.976
57,1.1416044,1774574899017,309.4729,101.85287,100,3000.0,30.0,10.0,5800,5448,4.976
58,1.1416044,1774574899017,309.4729,101.85287,100,3000.0,30.0,10.0,5900,5448,4.976
59,0.99575996,1774574899017,307.29407,102.74974,100,3000.0,30.0,10.0,6000,5962,5.343
60,0.99575996,1774574899017,307.29407,102.74974,100,3000.0,30.0,10.0,6100,5962,5.343
61,0.99575996,1774574899017,307.29407,102.74974,100,3000.0,30.0,10.0,6200,5962,5.343
62,0.99575996,1774574899017,307.29407,102.74974,100,3000.0,30.0,10.0,6300,5962,5.343
63,0.99575996,1774574899017,307.29407,102.74974,100,3000.0,30.0,10.0,6400,5962,5.343
64,0.99575996,1774574899017,307.29407,102.74974,100,3000.0,30.0,10.0,6500,5962,5.343
65,0.99575996,1774574899017,307.29407,102.74974,100,3000.0,30.0,10.0,6600,5962,5.343
66,0.99575996,1774574899017,307.29407,102.74974,100,3000.0,30.0,10.0,6700,5962,5.343
67,0.99575996,1774574899017,307.29407,102.74974,100,3000.0,30.0,10.0,6800,5962,5.343
68,0.99575996,1774574899017,307.29407,102.74974,100,3000.0,30.0,10.0,6900,5962,5.343
69,0.99575996,1774574899017,307.29407,102.74974,100,3000.0,30.0,10.0,7000,5962,5.343
70,0.99575996,1774574899017,307.29407,102.74974,100,3000.0,30.0,10.0,7100,5962,5.343
71,0.99575996,1774574899017,307.29407,102.74974,100,3000.0,30.0,10.0,7200,5962,5.343
72,0.99575996,1774574899017,307.29407,102.74974,100,3000.0,30.0,10.0,7300,5962,5.343
73,0.99575996,1774574899017,307.29407,102.74974,100,3000.0,30.0,10.0,7400,5962,5.343
74,0.99575996,1774574899017,307.29407,102.74974,100,3000.0,30.0,10.0,7500,5962,5.343
75,0.99575996,1774574899017,307.29407,102.74974,100,3000.0,30.0,10.0,7600,5962,5.343
76,0.99575996,1774574899017,307.29407,102.74974,100,3000.0,30.0,10.0,7700,5962,5.343
77,0.99575996,1774574899017,307.29407,102.74974,100,3000.0,30.0,10.0,7800,5962,5.343
78,0.99575996,1774574899017,307.29407,102.74974,100,3000.0,30.0,10.0,7900,5962,5.343
79,0.99575996,1774574899017,307.29407,102.74974,100,3000.0,30.0,10.0,8000,5962,5.343
80,0.99575996,1774574899017,307.29407,102.74974,100,3000.0,30.0,10.0,8100,5962,5.343
81,0.99575996,1774574899017,307.29407,102.74974,100,3000.0,30.0,10.0,8200,5962,5.343
82,0.99575996,1774574899017,307.29407,102.74974,100,3000.0,30.0,10.0,8300,5962,5.343
83,0.99575996,1774574899017,307.29407,102.74974,100,3000.0,30.0,10.0,8400,5962,5.343
84,0.99575996,1774574899017,307.29407,102.74974,100,3000.0,30.0,10.0,8500,5962,5.343
85,0.99575996,1774574899017,307.29407,102.74974,100,3000.0,30.0,10.0,8600,5962,5.343
86,0.85128593,1774574899017,304.2271,156.62473,100,3000.0,30.0,10.0,8700,8649,7.327
87,0.13266945,1774574899017,304.5504,153.6422,100,3000.0,30.0,10.0,8800,8749,7.4
88,0.13266945,1774574899017,304.5504,153.6422,100,3000.0,30.0,10.0,8900,8749,7.4
89,0.13266945,1774574899017,304.5504,153.6422,100,3000.0,30.0,10.0,9000,8749,7.4
90,0.13266945,1774574899017,304.5504,153.6422,100,3000.0,30.0,10.0,9100,8749,7.4
